t,vx_error,wz_error
0.09801650047302246,-0.0035917530791347713,1.3901810683517035e-08
0.13332080841064453,-0.004751595683460128,3.4757687662612825e-14
0.16816067695617676,-0.006646252251297922,1.450434235596679e-25
0.20009851455688477,-0.007331104614146715,3.3873942500476973e-31
0.23501992225646973,0.0014066633912073964,6.081908995566366e-20
0.26789307594299316,0.0001303588125871359,1.0131196148467816e-25
0.29969191551208496,-0.0012376323617457803,6.326492986655851e-37
0.33295679092407227,-0.0059225353746767476,9.302587430868956e-14
0.36565256118774414,-0.008257643049316267,3.876171174981559e-25
0.399461030960083,-0.008820228633296512,9.698426031096814e-31
0.4335029125213623,-0.001693889890970938,-5.342769360785881e-15
0.46794962882995605,-0.002530679542350811,-1.3349327564223437e-20
0.5023729801177979,-0.004306195945696007,-5.548963583950258e-32
0.5385651588439941,-0.0018272464296713782,-5.300561757148802e-14
0.5686619281768799,-0.0036740908370466764,-3.319228792344751e-25
0.6022813320159912,-0.004714841249329715,-5.507286752270873e-31
0.6351032257080078,-0.007428821341637628,-5.775042011826065e-22
0.6683371067047119,-0.008910396602069827,1.2570233625128832e-33
0.7020721435546875,-0.010013215247857551,3.946653666899535e-39
0.7359511852264404,-0.0025322929117168177,7.244835611495127e-14
0.7676873207092285,-0.004503396729396233,4.541096351461979e-25
0.800060510635376,-0.004970702408971982,1.1329027898074981e-30
0.8345072269439697,-0.004252625500895734,1.564193119143483e-14
0.8681533336639404,-0.005773810021101988,9.788024775025314e-26
0.9023826122283936,-0.006373496148801764,9.78838676033671e-26
0.9349241256713867,0.002292861623301919,1.0174617143601794e-08
0.9674496650695801,0.00023183909151560443,6.371908124009678e-20
1.0013556480407715,-0.0010840987642762004,3.957235981960579e-31
1.0344479084014893,-0.012203954699073103,5.632192561825951e-14
1.0673189163208008,-0.014070458986022032,3.5116386327716932e-25
1.1028614044189453,-0.014564754412951367,8.797452677721716e-31
1.1353862285614014,-0.0008022202638098437,-7.901464165577764e-10
1.1692864894866943,-0.003299546304002527,-3.2883709627869833e-21
1.202521562576294,-0.004528981546540339,-8.263727054986774e-27
1.2346580028533936,-0.0058119184899514285,-8.795182897085307e-09
1.274789571762085,-0.008175404048318107,-3.632526122869307e-20
1.3025844097137451,-0.008644642682999021,-9.149481444335957e-26
1.3352935314178467,0.004858384745939833,3.6004923597276835e-14
1.3676283359527588,0.0032843097326178583,5.994923788765271e-20
1.4025709629058838,0.002236500643752924,3.7384465106920816e-31
1.4354100227355957,-0.006053237986513676,-1.0384799645028674e-13
1.4687421321868896,-0.008433612335821641,-4.375041445321019e-25
1.5029735565185547,-0.008727768579938148,-1.0933150381338166e-30
1.538149118423462,0.0025438079422572496,3.268441414262756e-14
1.5722599029541016,0.0015560304431370717,8.120354128188417e-20
1.6008949279785156,0.00011672636796027498,3.2734166978854986e-31
1.641249656677246,-0.003945913884931841,-6.443193899591804e-14
1.6663765907287598,-0.005846818431780031,-4.220333008113776e-25
1.7036724090576172,-0.0065962502813819894,-7.142444023898498e-31
1.7362606525421143,-0.009103145727358748,-4.464542461343935e-42
1.7680587768554688,-0.0014601087184230564,-1.8005883934724408e-19
1.8006532192230225,-0.0024342999493383744,-2.9928756130892046e-25
1.8332726955413818,-0.0010330809838736657,8.35714347801803e-14
1.8676087856292725,-0.0031549849861928258,5.227307165447568e-25
1.9065163135528564,-0.003520456963766196,1.3072366537813498e-30
1.9348781108856201,-0.005101520143386801,2.872083584505472e-14
1.968355655670166,-0.006978619481608912,1.7913977965186502e-25
2.007032871246338,0.007261000085407824,-0.004560764878988266
2.0365169048309326,0.02679589110965934,-0.04521659389138222
2.068650722503662,0.036709065261102174,-0.04521659389141653
2.105088710784912,0.05494149316718261,-0.07665761560201645
2.136786460876465,0.06456871325152934,-0.12074282765388489
2.1697475910186768,0.057834286469765295,-0.1207428394780573
2.2018039226531982,0.06704068840722434,-0.15973247587682296
2.236954927444458,0.08132439026289667,-0.20289143919946243
2.2695834636688232,0.08585937153504214,-0.18279143801423192
2.3031816482543945,0.10143225587396554,-0.23399042716714025
2.3393585681915283,0.11945173160396143,-0.3193331920215714
2.3681633472442627,0.10536263534375251,-0.33481748760468794
2.401820659637451,0.12458792881670691,-0.3855411297155125
2.4345703125,0.14223801023845745,-0.44438626230485273
2.469832181930542,0.14107169834620004,-0.3560759776941622
2.502236843109131,0.14984590211812004,-0.3903094285837496
2.5365610122680664,0.15394544059873383,-0.41995379866279015
2.56960391998291,0.09719077967283607,-0.213447092574301
2.6024398803710938,0.1019967948380538,-0.24650120596236252
2.6348624229431152,0.07324599587277973,-0.12434836518868203
2.669614791870117,0.07168014371275427,-0.12434836518868203
2.700622081756592,0.07666041535346696,-0.15867712390526528
2.7376441955566406,0.07279619998170622,-0.16551335942848916
2.771270990371704,0.009733380483969656,-0.08919615102455081
2.805565595626831,-0.0015106623999278923,-0.062449699169845
2.8365020751953125,-0.018196216954186772,-0.014348035580367458
2.867166042327881,-0.07293797352676498,0.09826049799323788
2.902127981185913,-0.08587236257245173,0.13989219660163632
2.932457685470581,-0.09554008460791755,0.3443967746107741
2.9675610065460205,-0.09700124914807118,0.3443947412293348
3.0014541149139404,-0.11460034296594512,0.3989269413273725
3.0365078449249268,-0.1305007947743672,0.4486379005234632
3.0725462436676025,-0.1685949767560901,0.4859821099728451
3.102726459503174,-0.17934405837356,0.5167958337754116
3.138861894607544,-0.18586493007894,0.5335358876675472
3.1747076511383057,-0.19711303160237198,0.6169757909933177
3.2023699283599854,-0.19911475233040987,0.6157207179748582
3.233928918838501,-0.15752798546629754,0.6139286017894584
3.267991542816162,-0.15882381919683092,0.6139286017894584
3.2999982833862305,-0.1560526126761287,0.6014774597167808
3.3339755535125732,-0.1525545420610276,0.5845165316097308
3.3710193634033203,-0.0672341773882805,0.5404757338781688
3.4021451473236084,-0.06204375499137327,0.5191488343496654
3.434262752532959,-0.056575462812691046,0.49930725276664234
3.468380928039551,-0.04516529219056442,0.4121037307577433
3.5021727085113525,-0.039038253372481124,0.3912893119650187
3.541508197784424,-0.03275947909329541,0.3812187366373867
3.5678341388702393,-0.04904996304098422,0.361653093661771
3.6022751331329346,-0.04596484269485754,0.3542644124884464
3.634646415710449,-0.044586968044110525,0.35310002259450257
3.665864944458008,-0.007555599329736262,0.2834938927000704
3.6994688510894775,-0.008310005281473215,0.2739248844379042
3.7355291843414307,-0.01050073582501218,0.28223421895442946
3.768066883087158,-0.008850499688897007,0.26153921618009723
3.803327798843384,-0.011298782396961915,0.29013837393224007
3.8450818061828613,-0.015123327062536995,0.2966613870449607
3.871022939682007,-0.054862942813078575,0.27633940790748934
3.9068591594696045,-0.0567452349091247,0.2785683235988651
3.9339475631713867,-0.05703838570084113,0.27740367864227633
3.9651906490325928,-0.07332157242885093,0.320625649794979
3.99948787689209,-0.07252098622205952,0.31544892679159153
4.034425973892212,-0.07093254707768645,0.3097621668403434
