t,cmd_vx,cmd_wz
1.9716908931732178,0.014637906104326248,-0.004560764878988266
2.022282361984253,0.0352371484041214,-0.04521659389138222
2.0715506076812744,0.05390743911266327,-0.07665761560201645
2.1218039989471436,0.06518745422363281,-0.12074282765388489
2.1721577644348145,0.07513902336359024,-0.15973247587680817
2.2244603633880615,0.09018690884113312,-0.20289143919944763
2.272143840789795,0.106279157102108,-0.25409042835235596
2.321732521057129,0.12500222027301788,-0.3394331932067871
2.371196985244751,0.1451486349105835,-0.3901568353176117
2.423924207687378,0.16316759586334229,-0.4490019679069519
2.471921920776367,0.172488272190094,-0.4832354187965393
2.521857500076294,0.17732542753219604,-0.5128797888755798
2.571413278579712,0.1834198534488678,-0.5459339022636414
2.6244821548461914,0.18982470035552979,-0.5985373854637146
2.671766519546509,0.1954403817653656,-0.6328661441802979
2.7225735187530518,0.19283732771873474,-0.6397023797035217
2.772921323776245,0.18386144936084747,-0.6129559278488159
2.8274734020233154,0.16889700293540955,-0.5648542642593384
2.8710899353027344,0.15664954483509064,-0.5232225656509399
2.9213755130767822,0.14244788885116577,-0.4753083288669586
2.9714245796203613,0.1262122392654419,-0.4207761287689209
3.026862144470215,0.11133671551942825,-0.3710651695728302
3.0758771896362305,0.10209504514932632,-0.34025144577026367
3.122509002685547,0.09706418216228485,-0.32351139187812805
3.17324161529541,0.09524727612733841,-0.31747928261756897
3.2226712703704834,0.09645336121320724,-0.32151126861572266
3.2710909843444824,0.10018783807754517,-0.33396241068840027
3.322953939437866,0.10527646541595459,-0.3509238660335541
3.373232364654541,0.11167491227388382,-0.3722507655620575
3.426666736602783,0.11762762814760208,-0.39209234714508057
3.4716365337371826,0.1238720566034317,-0.4129067659378052
3.522383451461792,0.12688668072223663,-0.4229554533958435
3.5722696781158447,0.12910325825214386,-0.4303441345691681
3.6269712448120117,0.12945184111595154,-0.43150609731674194
3.6716461181640625,0.1283925622701645,-0.4279751479625702
3.7225210666656494,0.1258997619152069,-0.4196658134460449
3.771604061126709,0.1238584965467453,-0.4128616154193878
3.82535457611084,0.12190158665180206,-0.4063386023044586
3.8725786209106445,0.12123290449380875,-0.4041096866130829
3.921304702758789,0.12158231437206268,-0.40527433156967163
3.972477436065674,0.12313532084226608,-0.4104510545730591
4.023311138153076,0.1248413547873497,-0.41613781452178955
4.071683883666992,0.12806068360805511,-0.42686888575553894
4.122808933258057,0.1310175061225891,-0.436724990606308
4.17132568359375,0.13660979270935059,-0.45536601543426514
4.225507020950317,0.1413022130727768,-0.4709336757659912
4.2733848094940186,0.14577600359916687,-0.4873808026313782
4.32205057144165,0.1500900834798813,-0.5020977258682251
4.371366024017334,0.15564249455928802,-0.5151780247688293
4.426654815673828,0.1602998524904251,-0.5350474715232849
4.471522569656372,0.16290231049060822,-0.543574333190918
4.525413751602173,0.1638658344745636,-0.5444918274879456
4.571686744689941,0.1660037338733673,-0.5431534051895142
4.624819755554199,0.16649310290813446,-0.5425153374671936
4.670731067657471,0.16773785650730133,-0.5503686666488647
4.724973201751709,0.16816529631614685,-0.5462231040000916
4.772554397583008,0.17016832530498505,-0.539712131023407
4.82392430305481,0.1701246201992035,-0.5286669731140137
4.87456488609314,0.17212554812431335,-0.5253210663795471
4.922041654586792,0.169658362865448,-0.5121719241142273
4.97165846824646,0.17021316289901733,-0.5027511119842529
5.022675514221191,0.1695476621389389,-0.49327486753463745
5.072350740432739,0.16927869617938995,-0.4836874306201935
5.122812271118164,0.16777844727039337,-0.4707699418067932
5.172244071960449,0.16724610328674316,-0.4645359218120575
5.2269675731658936,0.1662425696849823,-0.4543154239654541
5.273287296295166,0.16462281346321106,-0.4500459134578705
5.322266578674316,0.1618124395608902,-0.4321211874485016
5.3726420402526855,0.1607762724161148,-0.4214101731777191
5.425724267959595,0.1591355949640274,-0.4251254200935364
5.473514795303345,0.1619911789894104,-0.4117187261581421
5.522287607192993,0.16126935184001923,-0.4071628153324127
5.571315765380859,0.16118550300598145,-0.3939129412174225
5.625648736953735,0.15985669195652008,-0.37796542048454285
5.6710569858551025,0.16066357493400574,-0.35691627860069275
5.721938133239746,0.16166429221630096,-0.3264371454715729
5.7768120765686035,0.16210070252418518,-0.31250643730163574
5.822566747665405,0.15829063951969147,-0.29948002099990845
5.8718976974487305,0.15698471665382385,-0.27686789631843567
5.922319173812866,0.15074965357780457,-0.25499534606933594
5.973181247711182,0.16717767715454102,-0.20179592072963715
6.024169683456421,0.18827852606773376,-0.2304164171218872
6.073138236999512,0.2133740931749344,-0.23233164846897125
6.121952295303345,0.2322579026222229,-0.23112598061561584
6.170785188674927,0.26854538917541504,-0.23476798832416534
6.222707271575928,0.26854538917541504,-0.23476798832416534
6.273513317108154,0.2863032817840576,-0.24099206924438477
6.322491884231567,0.3053285777568817,-0.2378024309873581
6.371432542800903,0.3159041404724121,-0.17876754701137543
6.426344394683838,0.3257361054420471,-0.13422134518623352
6.47075343132019,0.32777899503707886,-0.06765329092741013
6.521699905395508,0.32777899503707886,-0.06765329092741013
6.5718183517456055,0.3185255229473114,-0.06850575655698776
6.624082565307617,0.31152480840682983,-0.08046147227287292
6.672218084335327,0.30610617995262146,-0.08510781824588776
6.721473932266235,0.2949320077896118,-0.0864994004368782
6.772851943969727,0.2750260531902313,-0.10071467608213425
6.822804927825928,0.2664845585823059,-0.1659327894449234
6.87135648727417,0.2563425302505493,-0.18942195177078247
6.921529769897461,0.24916818737983704,-0.20977742969989777
6.971712827682495,0.23960205912590027,-0.217024028301239
7.0240397453308105,0.23184330761432648,-0.2195998877286911
7.071074962615967,0.21450842916965485,-0.22528478503227234
7.121428728103638,0.20777250826358795,-0.2575456500053406
7.17129921913147,0.19854024052619934,-0.2651420533657074
7.225043773651123,0.19083118438720703,-0.2632637023925781
7.271730899810791,0.1855711191892624,-0.27182063460350037
7.3229570388793945,0.1741383969783783,-0.2856467366218567
7.3709704875946045,0.16618996858596802,-0.2780512571334839
7.426319122314453,0.1585448831319809,-0.28322699666023254
7.47515082359314,0.1565438210964203,-0.2697812020778656
7.523057460784912,0.15139900147914886,-0.2382194846868515
7.575667142868042,0.14361661672592163,-0.22761103510856628
7.625010013580322,0.13605232536792755,-0.21621239185333252
7.6710333824157715,0.13568225502967834,-0.2049425095319748
7.72128963470459,0.13495706021785736,-0.18348468840122223
7.771352767944336,0.13340751826763153,-0.1376747339963913
7.823760747909546,0.13124217092990875,-0.1554391086101532
7.870890140533447,0.12965241074562073,-0.16562631726264954
7.921329975128174,0.13238999247550964,-0.1838376522064209
7.971486806869507,0.13466088473796844,-0.1843293160200119
8.024137496948242,0.1389339119195938,-0.18482904136180878
8.071783781051636,0.1428041309118271,-0.1734493374824524
8.122535705566406,0.14787213504314423,-0.1646462231874466
8.171323299407959,0.15253855288028717,-0.15089848637580872
8.22623896598816,0.1577199250459671,-0.1379317194223404
8.27131199836731,0.16121429204940796,-0.11523996293544769
8.3213951587677,0.164353609085083,-0.09827370941638947
8.372539758682251,0.16607362031936646,-0.12272249162197113
8.422455549240112,0.1669769436120987,-0.14243806898593903
8.471768617630005,0.16654209792613983,-0.1690170019865036
8.522005796432495,0.1658182442188263,-0.1955086886882782
8.573258399963379,0.16449879109859467,-0.22007989883422852
8.624089479446411,0.1629883497953415,-0.23941278457641602
8.670958042144775,0.16100908815860748,-0.25310754776000977
8.721240043640137,0.15874716639518738,-0.26166844367980957
8.771058320999146,0.15623216331005096,-0.2676715850830078
8.823049545288086,0.15407207608222961,-0.2718967795372009
8.871227264404297,0.15177462995052338,-0.27221739292144775
8.921480655670166,0.1497437059879303,-0.27263081073760986
8.971478939056396,0.1473425328731537,-0.2681754231452942
9.022305488586426,0.1448073834180832,-0.26481691002845764
9.071107149124146,0.1415310651063919,-0.2517349123954773
9.121597290039062,0.1383924037218094,-0.23820561170578003
9.171000957489014,0.1342598795890808,-0.21948079764842987
9.22378945350647,0.12983790040016174,-0.20259371399879456
9.270828008651733,0.12507152557373047,-0.17929111421108246
9.32231879234314,0.12082193046808243,-0.15730884671211243
9.372332334518433,0.11523458361625671,-0.12188419699668884
9.425636291503906,0.11138414591550827,-0.08943240344524384
9.472667932510376,0.10656700283288956,-0.04775601252913475
9.522924423217773,0.10284408926963806,-0.012323606759309769
9.571233749389648,0.0984388217329979,0.024608902633190155
9.622441053390503,0.09421064704656601,0.055047761648893356
9.671761751174927,0.09039856493473053,0.07790946215391159
9.721505880355835,0.08632979542016983,0.09453704953193665
9.772039651870728,0.0823678970336914,0.10440918058156967
9.823413372039795,0.07798761129379272,0.11435501277446747
9.87511420249939,0.07407300174236298,0.12126384675502777
9.92174506187439,0.06951510161161423,0.13074208796024323
9.971850633621216,0.06464280933141708,0.13292643427848816
10.02495265007019,0.058815423399209976,0.13520297408103943
10.07244348526001,0.053063828498125076,0.13697029650211334
10.121586799621582,0.04772603139281273,0.13767603039741516
10.171282291412354,0.04233691468834877,0.1285821944475174
10.224668741226196,0.03667197376489639,0.1145220398902893
10.272259712219238,0.03096434846520424,0.09228692948818207
10.3224458694458,0.02523018978536129,0.07073801010847092
10.372636318206787,0.0206571314483881,0.04478343576192856
10.42334771156311,0.017035458236932755,0.011968507431447506
10.473544836044312,0.014442798681557178,-0.022572040557861328
10.521563529968262,0.0125596197322011,-0.036952946335077286
10.572845220565796,0.011304696090519428,-0.04044150561094284
10.624316930770874,0.010403608903288841,-0.038446784019470215
10.672152280807495,0.009924178011715412,-0.0351191982626915
10.721742153167725,0.009708363562822342,-0.03308652713894844
10.771538019180298,0.00969154853373766,-0.032323457300662994
10.825089931488037,0.009843263775110245,-0.03265102952718735
10.873517274856567,0.010119878686964512,-0.03360005095601082
10.921959638595581,0.010493172332644463,-0.03491473197937012
10.9726722240448,0.011038354597985744,-0.036779120564460754
11.02408766746521,0.011738894507288933,-0.03913354501128197
11.072908878326416,0.012559895403683186,-0.041861940175294876
11.121760368347168,0.013497523032128811,-0.044912684708833694
11.173707246780396,0.014416358433663845,-0.04789210855960846
11.224491357803345,0.01524119358509779,-0.05058581382036209
11.275945663452148,0.01597999408841133,-0.05302441120147705
11.321454763412476,0.016573764383792877,-0.054991770535707474
11.373575448989868,0.0170699842274189,-0.0566384494304657
11.422261238098145,0.017476139590144157,-0.05799194052815437
11.472147464752197,0.017815375700592995,-0.05912827327847481
11.522461414337158,0.018052080646157265,-0.05992904677987099
11.571415185928345,0.018127644434571266,-0.060205813497304916
11.624696731567383,0.018087973818182945,-0.06010928377509117
11.673462390899658,0.01801018975675106,-0.05987425521016121
11.721658945083618,0.01787620037794113,-0.05944616347551346
11.771617412567139,0.017755594104528427,-0.05905575305223465
11.823683738708496,0.017652157694101334,-0.05872521921992302
11.872780323028564,0.017523659393191338,-0.05831817165017128
11.922397375106812,0.017672941088676453,-0.05879279226064682
11.975044965744019,0.017805973067879677,-0.059206802397966385
12.023504734039307,0.01804533787071705,-0.059980250895023346
12.072999954223633,0.018332451581954956,-0.06092339754104614
12.122590065002441,0.018617575988173485,-0.06187007576227188
12.172307252883911,0.01881982386112213,-0.06254372745752335
12.224125385284424,0.018924588337540627,-0.06288985908031464
12.271319389343262,0.018963176757097244,-0.06301558017730713
12.322026491165161,0.01892102137207985,-0.06287548691034317
12.372332572937012,0.018776362761855125,-0.06240737810730934
12.423128366470337,0.018659807741642,-0.06202251836657524
12.471112728118896,0.01859210431575775,-0.0617872029542923
12.522315502166748,0.018560370430350304,-0.06167204678058624
12.57114553451538,0.01856503263115883,-0.06168517842888832
12.622816562652588,0.018585940822958946,-0.061759233474731445
12.6715087890625,0.01855018362402916,-0.061655305325984955
12.722880601882935,0.01852158084511757,-0.06156953424215317
12.771225214004517,0.01839594542980194,-0.06116742640733719
12.823267936706543,0.0183403417468071,-0.06098194420337677
12.872172355651855,0.01823567971587181,-0.06063353270292282
12.922512531280518,0.018200622871518135,-0.060509033501148224
12.971373319625854,0.018139073625206947,-0.060302942991256714
