plan_t,x,y
1.9040701389312744,1.4850000190734862,0.9150000572204589
1.9040701389312744,1.5236658124199014,0.9421917971516987
1.9040701389312744,1.5629468082490412,0.9684820999381198
1.9040701389312744,1.6045348364032392,0.9909456830934456
1.9040701389312744,1.648058236876155,1.0093817961654787
1.9040701389312744,1.6931280538068432,1.0236256810205608
1.9040701389312744,1.7393415114641706,1.0335500442386731
1.9040701389312744,1.7862856137353549,1.039066194697388
1.9040701389312744,1.8335408349510602,1.0401248361784075
1.9040701389312744,1.880684869063221,1.0367165079134049
1.9040701389312744,1.927296403670295,1.028871669132134
1.9040701389312744,1.9729588851625905,1.016660426857231
1.9040701389312744,2.0172642413396646,1.0001919093783203
1.9040701389312744,2.059816528231858,0.9796132910045067
1.9040701389312744,2.100235468535387,0.9551084768107537
1.9040701389312744,2.138159850039041,0.926896459132184
1.9040701389312744,2.1732507536717383,0.8952293604938284
1.9040701389312744,2.205194582322833,0.8603901804655889
1.9040701389312744,2.233705863367488,0.8226902665781104
1.9040701389312744,2.2585297998517686,0.7824665319012434
1.9040701389312744,2.2794445475382674,0.7400784441507835
1.9040701389312744,2.296263197462968,0.6959048132309579
1.9040701389312744,2.308835446285821,0.6503404059214485
1.9040701389312744,2.317048939507597,0.6037924179624998
1.9040701389312744,2.320830275549082,0.5566768350660528
1.9040701389312744,2.320145661719459,0.5094147153734819
1.9040701389312744,2.3150012162116673,0.46242842658251726
1.9040701389312744,2.305442913425911,0.4161378713710445
1.9040701389312744,2.2915561731099308,0.37095673485006775
1.9040701389312744,2.2734650969877794,0.32728878758124047
1.9040701389312744,2.2513313596991225,0.28552427719781404
1.9040701389312744,2.225352763960419,0.24603644087603493
1.9040701389312744,2.195761472860074,0.20917816982400084
1.9040701389312744,2.1628219350850317,0.17527885559646594
1.9040701389312744,2.126828521620445,0.1446414464191561
1.9040701389312744,2.088102895042545,0.11753973982935495
1.9040701389312744,2.046991134914569,0.09421593582764087
1.9040701389312744,2.003860644975237,0.07487847240753998
1.9040701389312744,1.959096869759328,0.059700162806329615
1.9040701389312744,1.9137199625856711,0.04643940363832201
1.9040701389312744,1.8747060458367313,0.033281654724873565
1.9040701389312744,1.8346527759960634,0.02291756789722766
1.9040701389312744,1.7937792612499845,0.015160725162657481
1.9040701389312744,1.7522814973192147,0.009739502800277616
1.9040701389312744,1.71032630361875,0.00631298025984377
1.9040701389312744,1.6680481720308555,0.004503517998647693
1.9040701389312744,1.625549870227686,0.003938749985523188
1.9040701389312744,1.5829061626567915,0.004287098378015434
1.9040701389312744,1.540169144635594,0.00527734909956484
1.9040701389312744,1.497373799093011,0.0067026509649775615
1.9040701389312744,1.45454291009422,0.008414249528231008
1.9040701389312744,1.411690981784341,0.010310672143859903
1.9040701389312744,1.3688271528692704,0.01232644888217829
1.9040701389312744,1.3259458194063956,0.014462026987687612
1.9040701389312744,1.2830644961682707,0.016597811641461967
1.9040701389312744,1.2401831729301458,0.018733596295236327
1.9040701389312744,1.197301849692021,0.020869380949010682
1.9040701389312744,1.154420526453896,0.023005165602785038
1.9040701389312744,1.1115392032157712,0.025140950256559394
1.9040701389312744,1.0686578799776463,0.027276734910333753
1.9040701389312744,1.0257765567395214,0.029412519564108106
1.9040701389312744,0.9828952335013965,0.03154830421788246
1.9040701389312744,0.9400139102632716,0.033684088871656824
1.9040701389312744,0.8972640201651274,0.03751732519939008
1.9040701389312744,0.8550000190734862,0.045000057220458925
