t,left,right
10.079628467559814,110.0,5.0
10.129172325134277,107.0,2.0
10.17911696434021,104.0,0.0
10.2295823097229,104.0,1.0
10.279130697250366,100.0,0.0
10.329295635223389,96.0,-1.0
10.37939715385437,91.0,-1.0
10.42950987815857,89.0,-2.0
10.47964072227478,91.0,0.0
10.528870582580566,91.0,0.0
10.581663370132446,90.0,1.0
10.629108905792236,100.0,2.0
10.679437160491943,98.0,3.0
10.729029893875122,99.0,5.0
10.779651165008545,100.0,7.0
10.82952356338501,99.0,15.0
10.880078554153442,99.0,16.0
10.930614233016968,100.0,18.0
10.97979998588562,100.0,20.0
11.031505346298218,105.0,23.0
11.08278775215149,107.0,25.0
11.129788637161255,108.0,24.0
11.179565668106079,110.0,25.0
11.23063588142395,114.0,23.0
11.279830694198608,114.0,24.0
11.328995943069458,111.0,13.0
11.380898714065552,109.0,9.0
11.429750442504883,106.0,9.0
11.479551315307617,103.0,6.0
11.52985405921936,94.0,4.0
11.579242467880249,90.0,0.0
11.62941861152649,82.0,6.0
11.679508924484253,79.0,5.0
11.729961633682251,87.0,8.0
11.780359745025635,88.0,11.0
11.829404592514038,92.0,1.0
11.879923820495605,91.0,0.0
11.92962098121643,104.0,9.0
11.979639530181885,112.0,17.0
12.032310962677002,104.0,16.0
12.082833528518677,105.0,21.0
12.13036060333252,100.0,40.0
12.179711818695068,99.0,48.0
12.229184865951538,97.0,54.0
12.279118061065674,95.0,65.0
12.329602003097534,101.0,65.0
12.38162636756897,99.0,75.0
12.432412147521973,91.0,64.0
12.47999358177185,82.0,68.0
12.530422925949097,71.0,76.0
12.579849481582642,64.0,84.0
12.629383087158203,59.0,83.0
12.679466724395752,51.0,87.0
12.729161739349365,43.0,94.0
12.780478954315186,36.0,99.0
12.831240892410278,16.0,119.0
12.882920265197754,7.0,139.0
12.929128408432007,6.0,152.0
12.979809999465942,8.0,145.0
13.029613256454468,19.0,139.0
13.079890727996826,22.0,137.0
13.13273549079895,39.0,128.0
13.181090831756592,42.0,133.0
13.230680465698242,43.0,129.0
13.282051801681519,35.0,149.0
13.330878973007202,27.0,169.0
13.381264925003052,32.0,172.0
13.429611921310425,30.0,173.0
13.479175090789795,33.0,170.0
13.529884099960327,53.0,159.0
13.581466913223267,60.0,156.0
13.629987716674805,66.0,137.0
13.680808305740356,66.0,134.0
13.730390310287476,76.0,136.0
13.782796144485474,85.0,133.0
13.832351684570312,77.0,144.0
13.880183935165405,77.0,144.0
13.929185628890991,85.0,144.0
13.980980396270752,87.0,145.0
14.030128479003906,81.0,144.0
14.08915662765503,83.0,139.0
14.133289813995361,85.0,134.0
14.194388151168823,83.0,132.0
14.232388973236084,80.0,123.0
14.282291412353516,88.0,105.0
14.331148386001587,107.0,95.0
14.382768392562866,121.0,82.0
14.433391094207764,124.0,74.0
14.479387044906616,122.0,71.0
14.529718399047852,137.0,70.0
14.582280158996582,144.0,68.0
14.631540775299072,139.0,68.0
14.679146766662598,143.0,65.0
14.729780912399292,158.0,58.0
14.78037977218628,163.0,51.0
14.829371929168701,163.0,39.0
14.87928819656372,163.0,29.0
14.929901599884033,155.0,23.0
14.979450702667236,153.0,15.0
15.029706954956055,140.0,21.0
15.079907417297363,137.0,16.0
15.12962794303894,127.0,19.0
15.179657936096191,124.0,17.0
15.230758666992188,123.0,29.0
15.279111623764038,118.0,31.0
15.328927755355835,118.0,20.0
15.379591464996338,112.0,19.0
15.429779529571533,114.0,17.0
15.480903387069702,111.0,19.0
15.529735326766968,111.0,14.0
15.579691410064697,106.0,13.0
15.629577875137329,105.0,16.0
15.679533004760742,103.0,16.0
15.729391813278198,97.0,12.0
15.779430627822876,92.0,12.0
15.830513000488281,91.0,18.0
15.88211965560913,87.0,23.0
15.929975986480713,83.0,25.0
15.9798104763031,79.0,29.0
16.02947497367859,80.0,34.0
16.079673767089844,78.0,38.0
16.132272958755493,83.0,37.0
16.182512998580933,86.0,37.0
16.229348182678223,87.0,36.0
16.279914617538452,87.0,37.0
16.330363035202026,86.0,38.0
16.380048751831055,85.0,38.0
16.432461738586426,80.0,34.0
16.479737520217896,77.0,31.0
16.52998423576355,75.0,25.0
16.57958173751831,71.0,22.0
16.63037395477295,63.0,21.0
16.679903268814087,60.0,22.0
16.729178190231323,56.0,12.0
16.782239198684692,58.0,10.0
16.829574584960938,62.0,7.0
16.879498720169067,61.0,2.0
16.93238925933838,60.0,1.0
16.982008934020996,62.0,6.0
17.029709577560425,63.0,7.0
17.079678058624268,69.0,6.0
17.13100790977478,72.0,7.0
17.182387113571167,74.0,7.0
17.231430768966675,77.0,3.0
17.279629707336426,81.0,6.0
17.329705238342285,85.0,3.0
17.37960124015808,87.0,3.0
17.429470539093018,89.0,4.0
17.479518175125122,91.0,7.0
17.530378341674805,93.0,9.0
17.579514265060425,89.0,9.0
17.633445739746094,88.0,9.0
17.679442882537842,94.0,9.0
17.729951858520508,93.0,10.0
17.77952742576599,91.0,14.0
17.830328464508057,92.0,16.0
17.88031506538391,93.0,16.0
17.931005716323853,95.0,18.0
17.979512691497803,96.0,20.0
18.029868841171265,97.0,21.0
18.07992148399353,102.0,23.0
18.131385803222656,105.0,25.0
18.182997941970825,100.0,26.0
18.229816913604736,100.0,26.0
18.279483556747437,95.0,23.0
18.329670429229736,92.0,22.0
18.380903720855713,83.0,17.0
18.43217706680298,78.0,13.0
18.481433868408203,0.0,0.0
