t,left,right
3.829958915710449,20.0,-1.0
3.8789222240448,40.0,0.0
3.9291558265686035,60.0,7.0
3.9789631366729736,80.0,12.0
4.02987265586853,100.0,13.0
4.079388856887817,120.0,16.0
4.130420684814453,140.0,21.0
4.17947244644165,160.0,27.0
4.231006383895874,180.0,32.0
4.281273365020752,188.0,37.0
4.32978630065918,190.0,39.0
4.379104375839233,184.0,47.0
4.4295830726623535,164.0,57.0
4.479468584060669,156.0,56.0
4.531365633010864,136.0,52.0
4.580566644668579,126.0,46.0
4.629992485046387,124.0,27.0
4.679172515869141,118.0,20.0
4.729825258255005,114.0,14.0
4.778609991073608,129.0,0.0
4.829564809799194,130.0,4.0
4.879833459854126,132.0,3.0
4.930286884307861,134.0,2.0
4.979290962219238,138.0,6.0
5.030612468719482,140.0,7.0
5.080119848251343,135.0,20.0
5.130434036254883,137.0,22.0
5.17940354347229,136.0,28.0
5.2307775020599365,136.0,30.0
5.279320001602173,133.0,36.0
5.330496549606323,133.0,38.0
5.379277944564819,142.0,25.0
5.432303190231323,141.0,25.0
5.4791340827941895,143.0,15.0
5.529293537139893,137.0,10.0
5.5788493156433105,136.0,7.0
5.62956428527832,134.0,5.0
5.6790854930877686,124.0,13.0
5.729551792144775,125.0,13.0
5.779639959335327,116.0,24.0
5.830169439315796,114.0,24.0
5.878871917724609,110.0,25.0
5.929129123687744,107.0,27.0
5.9787211418151855,124.0,22.0
6.031763076782227,127.0,26.0
6.078580856323242,133.0,16.0
6.130658149719238,133.0,16.0
6.180147171020508,138.0,15.0
6.236468076705933,140.0,15.0
6.280308723449707,131.0,22.0
6.330503463745117,131.0,22.0
6.380231857299805,123.0,23.0
6.429152488708496,120.0,22.0
6.479588747024536,116.0,30.0
6.530636787414551,114.0,33.0
6.581936836242676,114.0,29.0
6.632201671600342,112.0,28.0
6.682431697845459,124.0,24.0
6.730483055114746,127.0,25.0
6.7804625034332275,132.0,22.0
6.829322814941406,132.0,22.0
6.879032611846924,133.0,29.0
6.93042778968811,136.0,31.0
6.979891061782837,133.0,36.0
7.029904127120972,133.0,38.0
7.079612970352173,135.0,35.0
7.1311235427856445,136.0,35.0
7.180404901504517,135.0,36.0
7.23513388633728,134.0,36.0
7.2795774936676025,132.0,26.0
7.330095529556274,126.0,23.0
7.379197597503662,127.0,21.0
7.429185152053833,126.0,19.0
7.479527950286865,124.0,20.0
7.530463218688965,124.0,18.0
7.579580307006836,120.0,15.0
7.631063222885132,117.0,13.0
7.67932915687561,123.0,20.0
7.730478763580322,126.0,21.0
7.779300928115845,122.0,16.0
7.833049297332764,120.0,15.0
7.879679203033447,118.0,16.0
7.93054986000061,115.0,13.0
7.979218006134033,119.0,10.0
8.029240608215332,118.0,10.0
8.079073667526245,119.0,10.0
8.129171133041382,117.0,10.0
8.18143081665039,117.0,11.0
8.229488372802734,117.0,12.0
8.279252290725708,121.0,19.0
8.32920789718628,124.0,23.0
8.379650592803955,121.0,21.0
8.429502964019775,119.0,23.0
8.480666399002075,118.0,23.0
8.529172658920288,116.0,25.0
8.579648971557617,122.0,24.0
8.631141185760498,123.0,26.0
8.680168390274048,122.0,18.0
8.730465173721313,120.0,16.0
8.778926610946655,116.0,13.0
8.829768419265747,113.0,11.0
8.879354000091553,114.0,16.0
8.929372549057007,116.0,15.0
8.980374813079834,115.0,20.0
9.029598951339722,118.0,20.0
9.080984830856323,119.0,17.0
9.130203008651733,120.0,17.0
9.1798574924469,122.0,15.0
9.229079246520996,120.0,15.0
9.279112100601196,121.0,15.0
9.32914686203003,123.0,15.0
9.379375457763672,122.0,23.0
9.429740190505981,127.0,25.0
9.479366779327393,124.0,17.0
9.529323816299438,123.0,16.0
9.581923484802246,118.0,17.0
9.629789590835571,118.0,17.0
9.681124687194824,119.0,15.0
9.729614734649658,117.0,15.0
9.783109664916992,120.0,13.0
9.829581499099731,120.0,13.0
9.87936806678772,115.0,12.0
9.929612874984741,112.0,9.0
9.979120016098022,112.0,10.0
10.030352592468262,112.0,10.0
