t,odom_map_dx,odom_map_dy
0.2475569248199463,-0.06000021129500239,-0.0004868598013340152
0.44823431968688965,-0.06000021129500239,-0.0004868598013340152
0.6473784446716309,-0.06000021129500239,-0.0004868598013340152
0.848491907119751,-0.06000021129500239,-0.0004868598013340152
1.0534451007843018,-0.06000021129500239,-0.0004868598013340152
1.2478523254394531,-0.06000021129500239,-0.0004868598013340152
1.4473786354064941,-0.06000021129500239,-0.0004868598013340152
1.6473026275634766,-0.06000021129500239,-0.0004868598013340152
1.859145164489746,-0.06000021129500239,-0.0004868598013340152
2.0474698543548584,-0.06000021129500239,-0.0004868598013340152
2.2475202083587646,-0.06000021129500239,-0.0004868598013340152
2.4475831985473633,-0.06000021129500239,-0.0004868598013340152
2.647296905517578,-0.06000021129500239,-0.0004868598013340152
2.8471155166625977,-0.06000021129500239,-0.0004868598013340152
3.0484063625335693,-0.06000021129500239,-0.0004868598013340152
3.2477877140045166,-0.06000021129500239,-0.0004868598013340152
3.4491186141967773,-0.06000021129500239,-0.0004868598013340152
3.6471612453460693,-0.06000021129500239,-0.0004868598013340152
3.8475468158721924,-0.06000021129500239,-0.0004868598013340152
4.047264575958252,-0.06000021129500239,-0.0004868598013340152
4.247805595397949,-0.06000021129500239,-0.0004868598013340152
4.44799542427063,-0.06000021129500239,-0.0004868598013340152
4.64884877204895,-0.06000021129500239,-0.0004868598013340152
4.846973419189453,-0.06000021129500239,-0.0004868598013340152
5.062443733215332,-0.06000021129500239,-0.0004868598013340152
5.24763298034668,-0.06000021129500239,-0.0004868598013340152
5.447390079498291,-0.06000021129500239,-0.0004868598013340152
5.647349119186401,-0.06000021129500239,-0.0004868598013340152
5.847342014312744,-0.05509344759750462,0.01719805295761593
6.047473430633545,-0.03575353332628967,-0.034873229872811495
6.247037887573242,-0.03575353332628967,-0.034873229872811495
6.447119951248169,-0.03213035004157219,-0.005412902035262481
6.649233341217041,-0.06487748103469344,-0.041549050613480375
6.847658634185791,-0.06487748103469344,-0.041549050613480375
7.047650337219238,-0.0839204042690648,-0.07727334728642725
7.246960639953613,-0.05569859904212136,-0.01980906580886455
7.44695258140564,-0.05569859904212136,-0.01980906580886455
7.6469566822052,-0.030698339406982213,-0.014622186544917338
7.847100496292114,-0.054383515946982,-0.053937507921612754
8.047400951385498,-0.054383515946982,-0.053937507921612754
8.247803688049316,-0.11199744419709844,-0.07932190105796497
8.448168516159058,-0.09692834975135318,-0.05414744641150854
8.648003578186035,-0.09692834975135318,-0.05414744641150854
8.847007751464844,-0.06400806642840468,-0.04406927992893132
9.04716944694519,-0.09337276351917427,-0.07774155827144044
9.24794626235962,-0.09337276351917427,-0.07774155827144044
9.448140144348145,-0.04683548227868506,-0.053875576687921624
9.647282600402832,-0.057420839282162184,-0.0663106149068732
9.847115516662598,-0.057420839282162184,-0.0663106149068732
10.047516345977783,-0.03829515062910995,-0.045847882014508116
10.247642755508423,-0.03544382646902347,-0.04453989840718716
10.447127103805542,-0.03544382646902347,-0.04453989840718716
10.64909553527832,-0.07475179254606963,-0.06688505207262073
10.84775161743164,-0.030352755016706357,-0.05030558991435066
11.046961069107056,-0.030352755016706357,-0.05030558991435066
11.24722671508789,-0.11093040246074348,-0.08533473202635429
11.44800353050232,-0.04402755601309008,-0.04965963501715373
11.64686393737793,-0.04402755601309008,-0.04965963501715373
11.847594022750854,-0.06298281046834689,-0.05807387470930469
12.047794580459595,-0.052137071761014876,-0.053956140227879895
12.247715473175049,-0.052137071761014876,-0.053956140227879895
12.447682619094849,-0.052137071761014876,-0.053956140227879895
12.647635221481323,-0.1243611873954391,-0.0763512638167749
12.847362279891968,-0.1243611873954391,-0.0763512638167749
13.047541379928589,-0.1243611873954391,-0.0763512638167749
13.24744462966919,-0.1243611873954391,-0.0763512638167749
13.447108745574951,-0.07606418008886796,-0.05996477901965543
13.64746356010437,-0.07606418008886796,-0.05996477901965543
13.848241806030273,-0.07606418008886796,-0.05996477901965543
14.047001838684082,-0.06606418008886825,-0.059964779019655357
14.247965812683105,-0.06606418008886825,-0.059964779019655357
14.447355508804321,-0.06606418008886825,-0.059964779019655357
14.647592782974243,-0.06606418008886825,-0.059964779019655357
14.847272872924805,-0.06606418008886825,-0.059964779019655357
15.048713207244873,-0.07606418008886855,-0.05996477901965536
15.247106075286865,-0.08199401866483046,-0.07014056917076866
15.44713830947876,-0.08199401866483046,-0.07014056917076866
15.647687435150146,-0.08199401866483046,-0.07014056917076866
15.84717082977295,-0.08199401866483046,-0.07014056917076866
