t,cross_track_error_m
5.063616991043091,0.025086650692278594
5.086219072341919,0.02418444224504262
5.120270490646362,0.024009991765868176
5.152766942977905,0.023682983366944146
5.186762094497681,0.023519599209811202
5.219807147979736,0.024776655087201647
5.2527687549591064,0.025135976806689865
5.290194272994995,0.02570525979879292
5.319594144821167,0.024373585398471613
5.352860689163208,0.024408969741622676
5.386462450027466,0.024539213452452427
5.420096158981323,0.02546827703444298
5.452310085296631,0.025740983887855937
5.485808610916138,0.026340690218612493
5.520876169204712,0.02713188246488069
5.55308198928833,0.02790109715173172
5.586021661758423,0.028322606807390866
5.6197357177734375,0.02456172802103958
5.653542995452881,0.023522301728574956
5.689394950866699,0.021944383000514735
5.722457408905029,0.024309271191901884
5.751955986022949,0.02851950502341493
5.786286354064941,0.027316320664255312
5.820044279098511,0.019857317839780807
5.85322380065918,0.020119900786817246
5.887172222137451,0.027388244953172075
5.922950029373169,0.01950768568911603
5.952971458435059,0.019741255202957095
5.987909555435181,0.027250439545653125
6.020968198776245,0.02113832564267423
6.052634239196777,0.017465190499946236
6.087431192398071,0.020860546052414244
6.121028184890747,0.020478625509065505
6.1532814502716064,0.02505705740930014
6.186864614486694,0.01595139118046502
6.221156120300293,0.013279024862743523
6.253974676132202,0.017860550916103047
6.286092758178711,0.02046363592298069
6.319571495056152,0.020265810531298063
6.352825880050659,0.01344123615399425
6.387662410736084,0.007629407731333329
6.419750690460205,0.010015753951412168
6.452936172485352,0.022015948294775028
6.48761510848999,0.010075223117293738
6.521310329437256,0.016922767415725654
6.552637815475464,0.010385130813292974
6.58808159828186,0.002481629668362923
6.623582601547241,0.003153911010264173
6.6527674198150635,0.009391549467954239
6.68643856048584,0.017589894931337738
6.718835830688477,0.012710689497953995
6.753930568695068,0.015480387059133413
6.788773775100708,0.02121375405652466
6.819332599639893,0.018916122805872
6.8519604206085205,0.013650181183531798
6.887216091156006,0.00958348704902013
6.9201483726501465,0.009633901198456122
6.952211856842041,0.008738322373832713
6.986083030700684,0.010098556088270424
7.019912958145142,0.014116491411576207
7.052531957626343,0.018945616503071572
7.087843179702759,0.02155319019666273
7.119749069213867,0.0240740647944643
