time_s,vx_m_s,wz_rad_s,v_left_m_s,v_right_m_s,cte_m
0.0,0.0,0.0,0.0,0.0,nan
0.07585763931274414,0.0,0.0,0.0,0.0,nan
0.17597603797912598,0.0,0.0,0.0,0.0,nan
0.27477312088012695,0.0,0.0,0.0,0.0,nan
0.3749396800994873,0.0,0.0,0.0,0.0,nan
0.47489285469055176,0.0,0.0,0.0,0.0,nan
0.5748922824859619,0.0,0.0,0.0,0.0,nan
0.6748263835906982,0.0,0.0,0.0,0.0,nan
6.689387559890747,0.0,1.0,-0.0625,0.0625,nan
6.8896307945251465,0.0,1.0,-0.0625,0.0625,nan
7.0895140171051025,0.0,1.0,-0.0625,0.0625,nan
7.2895379066467285,0.0,1.0,-0.0625,0.0625,nan
7.489814758300781,0.0,1.0,-0.0625,0.0625,nan
7.6895506381988525,0.0,1.0,-0.0625,0.0625,nan
7.891120433807373,0.0,1.0,-0.0625,0.0625,nan
8.089303016662598,0.0,1.0,-0.0625,0.0625,nan
8.294081211090088,0.0,1.0,-0.0625,0.0625,nan
8.489962577819824,0.0,1.0,-0.0625,0.0625,nan
8.689647912979126,0.0,1.0,-0.0625,0.0625,nan
8.891052007675171,0.0,1.0,-0.0625,0.0625,nan
9.090583324432373,0.0,0.0,0.0,0.0,nan
9.975009441375732,0.0,-0.00541584612801671,0.0003384903830010444,-0.0003384903830010444,0.04705613403150154
10.075961589813232,0.01692766696214676,-0.017251893877983093,0.018005910329520702,0.015849423594772816,0.04731566604289575
10.175997257232666,0.02583477832376957,-0.020156975835561752,0.02709458931349218,0.02457496733404696,0.04723577501965025
10.275062799453735,0.03455695882439613,-0.017654400318861008,0.035660358844324946,0.03345355880446732,0.04744471248353523
10.376424312591553,0.04248637706041336,-0.01136871986091137,0.04319692205172032,0.0417758320691064,0.047719976148366906
10.475865125656128,0.04909253865480423,-0.004059040918946266,0.04934622871223837,0.04883884859737009,0.04759030103701854
10.576738834381104,0.054089706391096115,0.0029036165215075016,0.053908230358501896,0.054271182423690334,0.047792576101544915
10.67519998550415,0.057473331689834595,0.00877329520881176,0.05692500073928386,0.05802166264038533,0.04757086740406778
10.777754783630371,0.059534937143325806,0.013276658020913601,0.058705146017018706,0.060364728269632906,0.04714783950921931
10.876255750656128,0.06067809462547302,0.016273561865091324,0.059660997008904815,0.06169519224204123,0.04674990249496738
10.975445032119751,0.06122083589434624,0.017520787194371223,0.060125786694698036,0.06231588509399444,0.046122570787157605
11.075738191604614,0.061427973210811615,0.016884416341781616,0.060372697189450264,0.062483249232172966,0.04454909858170849
11.185718774795532,0.0614403560757637,0.01427590660750866,0.06054811191279441,0.062332600238732994,0.043515190430059685
11.275606155395508,0.06134708970785141,0.009814044460654259,0.06073371192906052,0.0619604674866423,0.0416077019098124
