t,left_target,left_actual,right_target,right_actual
0.01184631400002445,0.0,0.0,0.0,0.0
0.03485755800002721,0.0,0.0,0.0,0.0
0.05386149200001,0.0,0.0,0.0,0.0
0.07587032500001101,0.0,0.0,0.0,0.0
0.09787064600001827,0.0,0.0,0.0,0.0
0.12062860700001465,0.0,0.0,0.0,0.0
0.14559302700001808,0.0,0.0,0.0,0.0
0.16485789200001477,0.0,0.0,0.0,0.0
0.1864434240000037,0.0,0.0,0.0,0.0
0.20839273600000752,0.0,0.0,0.0,0.0
0.23263129100001834,0.0,0.0,0.0,0.0
0.25228988800000707,0.0,0.0,0.0,0.0
0.2738227789999996,0.0,0.0,0.0,0.0
0.2958421720000217,0.0,0.0,0.0,0.0
0.3179261100000019,0.0,0.0,0.0,0.0
0.3436760420000269,0.0,0.0,0.0,0.0
0.3628696740000237,0.0,0.0,0.0,0.0
0.38498999700001946,0.0,0.0,0.0,0.0
0.4069561410000233,0.0,0.0,0.0,0.0
0.4294703240000217,0.0,0.0,0.0,0.0
0.4541130750000093,0.0,0.0,0.0,0.0
0.4726545720000104,0.0,0.0,0.0,0.0
0.4948557910000204,0.0,0.0,0.0,0.0
0.516422858000027,0.0,0.0,0.0,0.0
0.5406140210000103,0.0,0.0,0.0,0.0
0.5609907710000073,0.0,0.0,0.0,0.0
0.5822929710000153,0.0,0.0,0.0,0.0
0.6042870840000205,0.0,0.0,0.0,0.0
0.6265007510000089,0.0,0.0,0.0,0.0
0.6512178400000153,0.0,0.0,0.0,0.0
0.6703302230000077,0.0,0.0,0.0,0.0
0.6929051420000008,0.0,0.0,0.0,0.0
0.7149107750000212,0.0,0.0,0.0,0.0
0.7373874210000224,0.0,0.0,0.0,0.0
0.7615737830000171,0.0,0.0,0.0,0.0
0.7803350900000225,0.0,0.0,0.0,0.0
0.8030176270000027,0.0,0.0,0.0,0.0
0.8238660620000076,0.0,0.0,0.0,0.0
0.8481033690000004,0.0,0.0,0.0,0.0
0.8681485630000054,0.0,0.0,0.0,0.0
0.8909304930000133,0.0,0.0,0.0,0.0
0.9123971120000078,0.0,0.0,0.0,0.0
0.9339562750000141,0.0,0.0,0.0,0.0
0.958775538000026,0.0,0.0,0.0,0.0
0.9779459990000134,0.0,0.0,0.0,0.0
0.9998686510000141,0.0,0.0,0.0,0.0
1.023122007000012,0.66,0.0,0.66,0.0
1.0449180020000028,0.66,0.0,0.66,0.0
1.069946802000004,0.66,0.0,0.66,0.0
1.0889915010000095,0.66,0.0,0.66,0.0
