t,left_target,left_actual,right_target,right_actual,left_pwm,right_pwm
0.002284733999999844,0.0,0.0,0.0,0.0,0.0,0.0
0.026718626000047152,0.0,0.0,0.0,0.0,0.0,0.0
0.04785202699997626,0.0,0.0,0.0,0.0,0.0,0.0
0.06987148700000034,0.0,0.0,0.0,0.0,0.0,0.0
0.09171238400006132,0.0,0.0,0.0,0.0,0.0,0.0
0.11347216100000423,0.0,0.0,0.0,0.0,0.0,0.0
0.13809223099997325,0.0,0.0,0.0,0.0,0.0,0.0
0.15776481199998216,0.0,0.0,0.0,0.0,0.0,0.0
0.1797075350000341,0.0,0.0,0.0,0.0,0.0,0.0
0.20251004600004308,0.0,0.0,0.0,0.0,0.0,0.0
0.2254215179999619,0.0,0.0,0.0,0.0,0.0,0.0
0.2502392549999968,0.0,0.0,0.0,0.0,0.0,0.0
0.26953967099996134,0.0,0.0,0.0,0.0,0.0,0.0
0.2906734550000465,0.0,0.0,0.0,0.0,0.0,0.0
0.31360214300002554,0.0,0.0,0.0,0.0,0.0,0.0
0.35748845299997356,0.0,0.0,0.0,0.0,0.0,0.0
0.3786136290000286,0.0,0.0,0.0,0.0,0.0,0.0
0.4007763550000618,0.0,0.0,0.0,0.0,0.0,0.0
0.42475225700002284,0.0,0.0,0.0,0.0,0.0,0.0
0.4476104479999776,0.0,0.0,0.0,0.0,0.0,0.0
0.468119999999999,0.0,0.0,0.0,0.0,0.0,0.0
0.4897063990000561,0.0,0.0,0.0,0.0,0.0,0.0
0.5116984019999791,0.0,0.0,0.0,0.0,0.0,0.0
0.5334074260000534,0.0,0.0,0.0,0.0,0.0,0.0
0.557204926000054,0.0,0.0,0.0,0.0,0.0,0.0
0.5776905740000302,0.0,0.0,0.0,0.0,0.0,0.0
0.5997118579999778,0.0,0.0,0.0,0.0,0.0,0.0
0.6248272950000455,0.0,0.0,0.0,0.0,0.0,0.0
0.6454508000000487,0.0,0.0,0.0,0.0,0.0,0.0
0.6699387410000099,0.0,0.0,0.0,0.0,0.0,0.0
0.6898469410000416,0.0,0.0,0.0,0.0,0.0,0.0
0.7125383459999739,0.0,0.0,0.0,0.0,0.0,0.0
0.7346339030000308,0.0,0.0,0.0,0.0,0.0,0.0
0.757657952000045,0.0,0.0,0.0,0.0,0.0,0.0
0.777859852000006,0.0,0.0,0.0,0.0,0.0,0.0
0.7997206219999953,0.0,0.0,0.0,0.0,0.0,0.0
0.8228085120000515,0.0,0.0,0.0,0.0,0.0,0.0
0.8446913950000408,0.0,0.0,0.0,0.0,0.0,0.0
0.8895363410000527,0.0,0.0,0.0,0.0,0.0,0.0
0.9114813359999516,0.0,0.0,0.0,0.0,0.0,0.0
0.933530653000048,0.0,0.0,0.0,0.0,0.0,0.0
0.954089581000062,0.0,0.0,0.0,0.0,0.0,0.0
0.977618692999954,0.0,0.0,0.0,0.0,0.0,0.0
0.9986526359999743,0.0,0.0,0.0,0.0,0.0,0.0
1.0229653430000099,0.1,0.0,0.1,0.0,0.0,29.54
1.0449454099999684,0.1,0.0,0.1,0.0,0.0,51.54
1.066368797999985,0.1,0.0,0.1,0.0,0.0,51.54
1.089760917000035,0.1,0.0,0.1,0.0,0.0,51.54
1.111927770999955,0.1,0.0,0.1,0.0,0.0,51.54
1.1328594400000611,0.1,0.0,0.1,0.06,0.0,51.54
1.1549888539999529,0.1,0.06,0.1,0.06,38.39,58.46
1.1786605600000257,0.1,0.06,0.1,0.0,38.39,58.46
1.202196392000019,0.1,0.06,0.1,0.06,38.39,58.46
1.2231698220000453,0.2,0.0,0.2,0.0,38.39,58.46
1.2450388480000356,0.2,0.06,0.2,0.06,38.39,89.21
1.267051715999969,0.2,0.06,0.2,0.12,67.91,89.21
1.2906609249999974,0.2,0.12,0.2,0.18,67.91,89.21
1.3136663819999512,0.2,0.18,0.2,0.18,67.91,89.21
1.3339339469999913,0.2,0.18,0.2,0.12,67.91,89.21
1.3559004459999642,0.2,0.18,0.2,0.18,82.81,104.1
1.3770509670000592,0.2,0.24,0.2,0.18,82.81,104.1
1.4249128820000578,0.3,0.23,0.3,0.23,82.81,104.1
1.4460825700000441,0.3,0.25,0.3,0.25,93.18,114.48
1.4681663190000336,0.3,0.25,0.3,0.31,93.18,114.48
1.490217588000064,0.3,0.24,0.3,0.3,93.18,114.48
1.513696555000024,0.3,0.25,0.3,0.25,93.18,114.48
1.5340427769999678,0.3,0.25,0.3,0.31,93.18,114.48
1.5562947519999852,0.3,0.31,0.3,0.25,101.47,122.55
1.5783529010000166,0.3,0.31,0.3,0.31,101.47,122.55
1.6002943439999626,0.3,0.25,0.3,0.31,101.47,122.55
1.625936155999966,0.4,0.29,0.4,0.29,101.47,122.55
1.6463103140000612,0.4,0.25,0.4,0.25,134.61,155.71
1.6683019010000635,0.4,0.37,0.4,0.37,134.61,155.71
1.690292592999981,0.4,0.37,0.4,0.37,134.61,155.71
