t,left_target,left_actual,right_target,right_actual
0.0044860340000241195,0.0,0.0,0.0,0.0
0.02776034700002583,0.0,0.0,0.0,0.0
0.049839822999956596,0.0,0.0,0.0,0.0
0.07155641200006357,0.0,0.0,0.0,0.0
0.09621081399996001,0.0,0.0,0.0,0.0
0.1153807330000518,0.0,0.0,0.0,0.0
0.1378018149999889,0.0,0.0,0.0,0.0
0.1598671460000105,0.0,0.0,0.0,0.0
0.18134616199995435,0.0,0.0,0.0,0.0
0.20604245399999854,0.0,0.0,0.0,0.0
0.22736310000004778,0.0,0.0,0.0,0.0
0.2493411970000352,0.0,0.0,0.0,0.0
0.2713671349999913,0.0,0.0,0.0,0.0
0.2933525920000193,0.0,0.0,0.0,0.0
0.31861574200001996,0.0,0.0,0.0,0.0
0.33783958100002565,0.0,0.0,0.0,0.0
0.3598433739999791,0.0,0.0,0.0,0.0
0.38134418300001016,0.0,0.0,0.0,0.0
0.4046057919999839,0.0,0.0,0.0,0.0
0.42998324699999557,0.0,0.0,0.0,0.0
0.4484960649999721,0.0,0.0,0.0,0.0
0.4702690709999615,0.0,0.0,0.0,0.0
0.4922852810000222,0.0,0.0,0.0,0.0
0.5160504499999661,0.0,0.0,0.0,0.0
0.5363816059999635,0.0,0.0,0.0,0.0
0.558336598999972,0.0,0.0,0.0,0.0
0.5803207760000078,0.0,0.0,0.0,0.0
0.6029782460000206,0.0,0.0,0.0,0.0
0.6287885410000627,0.0,0.0,0.0,0.0
0.6480095000000574,0.0,0.0,0.0,0.0
0.6700452940000332,0.0,0.0,0.0,0.0
0.6913703870000063,0.0,0.0,0.0,0.0
0.7133561010000449,0.0,0.0,0.0,0.0
0.7388751270000284,0.0,0.0,0.0,0.0
0.7581257179999739,0.0,0.0,0.0,0.0
0.7794932760000393,0.0,0.0,0.0,0.0
0.8013459310000144,0.0,0.0,0.0,0.0
0.824391664000018,0.0,0.0,0.0,0.0
0.8499433629999658,0.0,0.0,0.0,0.0
0.868514934000018,0.0,0.0,0.0,0.0
0.8903058600000122,0.0,0.0,0.0,0.0
0.9122840850000102,0.0,0.0,0.0,0.0
0.9358533790000365,0.0,0.0,0.0,0.0
0.9564143630000217,0.0,0.0,0.0,0.0
0.9782690340000499,0.0,0.0,0.0,0.0
1.000734532000024,0.0,0.0,0.0,0.0
1.0256551789999548,0.66,0.0,0.66,0.0
1.0479608660000395,0.66,0.0,0.66,0.0
1.0734878600000002,0.66,0.06,0.66,0.06
1.091488604999995,0.66,0.12,0.66,0.06
1.113532910999993,0.66,0.06,0.66,0.06
1.1353767660000358,0.66,0.12,0.66,0.12
1.1601070740000523,0.66,0.12,0.66,0.12
1.1793914900000573,0.66,0.12,0.66,0.12
1.201934716999972,0.66,0.06,0.66,0.12
1.226003285000047,0.66,0.12,0.66,0.12
1.2480665030000182,0.66,0.12,0.66,0.12
1.2723726100000476,0.66,0.12,0.66,0.12
1.2914179499999818,0.66,0.12,0.66,0.12
1.3133947349999744,0.66,0.12,0.66,0.12
1.3353928640000277,0.66,0.12,0.66,0.12
1.3579738199999838,0.66,0.12,0.66,0.12
1.3822537180000154,0.66,0.12,0.66,0.12
1.4013775230000647,0.66,0.12,0.66,0.12
1.4244414959999858,0.66,0.12,0.66,0.12
1.446242213000005,0.66,0.12,0.66,0.12
1.468894850999959,0.66,0.12,0.66,0.12
1.4935578280000072,0.66,0.12,0.66,0.12
1.5122959940000555,0.66,0.12,0.66,0.12
1.5343369080000002,0.66,0.18,0.66,0.12
1.556301981000047,0.66,0.0,0.66,0.12
1.5801242390000425,0.66,0.12,0.66,0.12
1.6006495090000499,0.66,0.12,0.66,0.18
1.623477638000054,0.66,0.12,0.66,0.18
1.6453784850000375,0.66,0.12,0.66,0.12
1.6674442959999851,0.66,0.18,0.66,0.12
1.6921339939999598,0.66,0.12,0.66,0.12
1.711367784999993,0.66,0.12,0.66,0.12
1.7339245480000045,0.66,0.18,0.66,0.12
1.7559050449999631,0.66,0.12,0.66,0.12
1.777429661000042,0.66,0.12,0.66,0.12
1.8023415720000457,0.66,0.12,0.66,0.12
1.8224118900000121,0.66,0.12,0.66,0.12
1.8442356159999918,0.66,0.18,0.66,0.12
1.866334834999975,0.66,0.18,0.66,0.12
1.8888860299999806,0.66,0.12,0.66,0.12
1.9137694280000233,0.66,0.12,0.66,0.12
1.9323633989999962,0.66,0.18,0.66,0.12
1.9551476870000215,0.66,0.12,0.66,0.12
1.976435146999961,0.66,0.06,0.66,0.12
2.0001287950000233,0.66,0.12,0.66,0.18
2.0254703770000333,0.66,0.12,0.66,0.18
2.0434404330000007,0.66,0.12,0.66,0.12
2.0653444160000163,0.66,0.18,0.66,0.12
2.087472020000064,0.66,0.12,0.66,0.12
2.1122360550000394,0.66,0.18,0.66,0.12
2.1314180690000057,0.66,0.12,0.66,0.12
2.154317462999984,0.66,0.12,0.66,0.12
2.1755234500000142,0.66,0.12,0.66,0.12
2.1973627600000327,0.66,0.12,0.66,0.12
2.2427364510000416,0.66,0.12,0.66,0.12
2.2650945220000267,0.66,0.0,0.66,0.12
2.2862699160000375,0.66,0.18,0.66,0.12
2.308871896000028,0.66,0.12,0.66,0.12
2.3343477199999825,0.66,0.12,0.66,0.12
2.353197854999962,0.66,0.12,0.66,0.12
2.3742762870000433,0.66,0.12,0.66,0.12
2.396246480000059,0.66,0.12,0.66,0.18
2.41965884199999,0.66,0.12,0.66,0.12
2.445854455000017,0.66,0.12,0.66,0.12
2.46386115100006,0.66,0.12,0.66,0.12
2.4853266940000367,0.66,0.12,0.66,0.12
2.507416345000024,0.66,0.12,0.66,0.12
2.532948010000041,0.66,0.12,0.66,0.12
2.551799136999989,0.66,0.12,0.66,0.12
2.5733308259999603,0.66,0.12,0.66,0.12
2.595393403999992,0.66,0.12,0.66,0.12
2.619917274000045,0.66,0.12,0.66,0.12
2.6431324809999523,0.66,0.12,0.66,0.12
2.6622293730000592,0.66,0.12,0.66,0.12
2.684459602000061,0.66,0.12,0.66,0.12
2.7062736310000446,0.66,0.18,0.66,0.12
2.7289037079999616,0.66,0.12,0.66,0.12
2.7534655629999634,0.66,0.12,0.66,0.12
2.7724423570000454,0.66,0.12,0.66,0.12
2.7943595880000203,0.66,0.12,0.66,0.12
2.8198199560000603,0.66,0.12,0.66,0.12
2.8410372380000126,0.66,0.12,0.66,0.12
2.865567957000053,0.66,0.12,0.66,0.12
2.8833341690000225,0.66,0.12,0.66,0.12
2.9061089839999568,0.66,0.12,0.66,0.12
2.9274967970000034,0.66,0.12,0.66,0.12
2.9525925509999524,0.66,0.12,0.66,0.12
2.9717628519999835,0.66,0.12,0.66,0.12
2.99393906399996,0.66,0.12,0.66,0.12
3.018015726000044,0.66,0.12,0.66,0.12
3.0383465930000284,0.66,0.12,0.66,0.12
3.0638556339999923,0.66,0.12,0.66,0.12
3.0830171029999747,0.66,0.12,0.66,0.12
3.10428587399997,0.66,0.18,0.66,0.12
3.126225313999953,0.66,0.12,0.66,0.12
3.1489424320000126,0.66,0.12,0.66,0.12
3.1750022019999733,0.66,0.12,0.66,0.18
3.193755280000005,0.66,0.12,0.66,0.12
3.2175455049999755,0.66,0.12,0.66,0.12
3.2381575929999826,0.66,0.06,0.66,0.12
3.2608638620000647,0.66,0.12,0.66,0.12
3.2862402599999996,0.66,0.12,0.66,0.12
3.3040698639999846,0.66,0.12,0.66,0.12
3.3266006740000194,0.66,0.0,0.66,0.12
3.348039080000035,0.66,0.12,0.66,0.12
3.373475990999964,0.66,0.12,0.66,0.12
3.3920459930000106,0.66,0.12,0.66,0.18
3.4143087659999765,0.66,0.12,0.66,0.12
3.4386910020000414,0.66,0.12,0.66,0.18
3.46042077300001,0.66,0.12,0.66,0.12
3.4841781009999977,0.66,0.12,0.66,0.12
3.5034625800000185,0.66,0.18,0.66,0.12
3.5253888990000632,0.66,0.12,0.66,0.12
3.547401779999973,0.66,0.12,0.66,0.12
3.56934150699999,0.66,0.12,0.66,0.12
3.5943578979999984,0.66,0.12,0.66,0.12
3.6132441299999982,0.66,0.12,0.66,0.12
3.6362270759999546,0.66,0.12,0.66,0.12
3.6582266450000134,0.66,0.12,0.66,0.12
3.6808146079999915,0.66,0.12,0.66,0.12
3.7054307040000367,0.66,0.06,0.66,0.12
3.7242453500000465,0.66,0.0,0.66,0.12
3.746738047000008,0.66,0.12,0.66,0.12
3.76960425499999,0.66,0.12,0.66,0.12
3.792856870000037,0.66,0.12,0.66,0.18
3.812840946000051,0.66,0.12,0.66,0.12
3.8365970900000548,0.66,0.12,0.66,0.12
3.8575746239999944,0.66,0.12,0.66,0.12
3.879436557999952,0.66,0.12,0.66,0.12
3.90440334799996,0.66,0.12,0.66,0.12
3.923353485000007,0.66,0.12,0.66,0.06
3.945339069000056,0.66,0.12,0.66,0.12
3.967880279000042,0.66,0.12,0.66,0.12
3.989833062999992,0.66,0.12,0.66,0.12
4.014640266000015,0.66,0.12,0.66,0.12
4.035934637999958,0.66,0.18,0.66,0.12
4.057820092000043,0.66,0.12,0.66,0.12
4.079880781000043,0.66,0.12,0.66,0.12
4.101447190000044,0.66,0.12,0.66,0.12
4.12630389800006,0.66,0.12,0.66,0.12
4.145787293000012,0.66,0.18,0.66,0.12
4.167882415000008,0.66,0.18,0.66,0.12
4.18952626500004,0.66,0.12,0.66,0.12
4.2120328180000115,0.66,0.18,0.66,0.12
4.23829016000002,0.66,0.06,0.66,0.12
4.2577436970000235,0.66,0.12,0.66,0.12
4.279823971000042,0.66,0.12,0.66,0.12
4.301447019999955,0.66,0.06,0.66,0.12
4.324012454000012,0.66,0.12,0.66,0.12
4.349438387999953,0.66,0.12,0.66,0.12
4.367375226000036,0.66,0.12,0.66,0.06
4.389366377999977,0.66,0.12,0.66,0.12
4.41193014800001,0.66,0.12,0.66,0.12
4.436521027000026,0.66,0.12,0.66,0.12
4.4619695210000145,0.66,0.12,0.66,0.18
4.479608721999966,0.66,0.12,0.66,0.12
4.501466814999958,0.66,0.12,0.66,0.12
4.523530703999995,0.66,0.12,0.66,0.12
4.547997677000012,0.66,0.12,0.66,0.12
4.56771483600005,0.66,0.12,0.66,0.12
4.589825061000056,0.66,0.12,0.66,0.12
4.611409326000057,0.66,0.12,0.66,0.12
4.635491971999954,0.66,0.12,0.66,0.06
4.660039426000026,0.66,0.12,0.66,0.12
4.679919082999959,0.66,0.12,0.66,0.12
4.701331632000006,0.66,0.06,0.66,0.12
4.723356737000017,0.66,0.12,0.66,0.12
4.745836473000054,0.66,0.12,0.66,0.12
4.7705757070000345,0.66,0.12,0.66,0.12
4.789342992000002,0.66,0.12,0.66,0.12
4.811354911999956,0.66,0.12,0.66,0.12
4.835323060000064,0.66,0.12,0.66,0.18
4.8573657330000515,0.66,0.12,0.66,0.12
4.882451148999962,0.66,0.12,0.66,0.12
4.9014800060000425,0.66,0.12,0.66,0.12
4.924445031999994,0.66,0.12,0.66,0.12
4.9458372609999515,0.66,0.12,0.66,0.18
4.968487719999985,0.66,0.12,0.66,0.06
4.99418540299996,0.66,0.12,0.66,0.12
5.013658172999953,0.66,0.18,0.66,0.12
5.036732033000021,0.0,0.12,0.0,0.12
5.058717839999986,0.0,0.12,0.0,0.12
5.08129722700005,0.0,0.0,0.0,0.0
5.106059885000036,0.0,0.0,0.0,0.06
