t,left_target,left_actual,right_target,right_actual
0.016438187000005655,0.0,0.0,0.0,0.0
0.038423685999987356,0.0,0.0,0.0,0.0
0.06032403099999328,0.0,0.0,0.0,0.0
0.08239084299998467,0.0,0.0,0.0,0.0
0.10720319799997924,0.0,0.0,0.0,0.0
0.12622724599998492,0.0,0.0,0.0,0.0
0.1483531939999807,0.0,0.0,0.0,0.0
0.17020665899997311,0.0,0.0,0.0,0.0
0.1928957829999831,0.0,0.0,0.0,0.0
0.21744215000001077,0.0,0.0,0.0,0.0
0.23620968299997003,0.0,0.0,0.0,0.0
0.25820513299998993,0.0,0.0,0.0,0.0
0.28023988000001054,0.0,0.0,0.0,0.0
0.30415286200002356,0.0,0.0,0.0,0.0
0.324341502999971,0.0,0.0,0.0,0.0
0.3462098159999982,0.0,0.0,0.0,0.0
0.36823505899997144,0.0,0.0,0.0,0.0
0.3903242389999946,0.0,0.0,0.0,0.0
0.41514920200000915,0.0,0.0,0.0,0.0
0.43417936200000895,0.0,0.0,0.0,0.0
0.45620031699996844,0.0,0.0,0.0,0.0
0.4782599600000026,0.0,0.0,0.0,0.0
0.5012928659999716,0.0,0.0,0.0,0.0
0.5256867190000207,0.0,0.0,0.0,0.0
0.5446564939999803,0.0,0.0,0.0,0.0
0.5667364579999798,0.0,0.0,0.0,0.0
0.5887380199999939,0.0,0.0,0.0,0.0
0.6126210179999703,0.0,0.0,0.0,0.0
0.6327482500000201,0.0,0.0,0.0,0.0
0.6542063169999892,0.0,0.0,0.0,0.0
0.6762004230000116,0.0,0.0,0.0,0.0
0.6986858010000105,0.0,0.0,0.0,0.0
0.7234600429999887,0.0,0.0,0.0,0.0
0.7422996390000094,0.0,0.0,0.0,0.0
0.7642028320000236,0.0,0.0,0.0,0.0
0.7862175779999916,0.0,0.0,0.0,0.0
0.8088701890000038,0.0,0.0,0.0,0.0
0.8335029240000154,0.0,0.0,0.0,0.0
0.8522686960000101,0.0,0.0,0.0,0.0
0.874220720999972,0.0,0.0,0.0,0.0
0.8962109870000177,0.0,0.0,0.0,0.0
0.9200440949999802,0.0,0.0,0.0,0.0
0.9402071659999933,0.0,0.0,0.0,0.0
0.9622027120000212,0.0,0.0,0.0,0.0
0.9842275060000247,0.0,0.0,0.0,0.0
1.0074091490000114,0.0,0.0,0.0,0.0
1.0319271629999776,0.66,0.06,0.66,0.0
1.0517567260000078,0.66,0.0,0.66,0.06
1.0732701200000179,0.66,0.0,0.66,0.06
1.0953009629999997,0.66,0.0,0.66,0.06
1.1178712369999744,0.66,0.0,0.66,0.06
1.14226342500001,0.66,0.06,0.66,0.0
1.1613331689999882,0.66,0.06,0.66,0.0
1.1834299000000215,0.66,0.0,0.66,0.06
1.2052847400000246,0.66,0.06,0.66,0.06
1.2279378310000197,0.66,0.0,0.66,0.0
1.2534879230000229,0.66,0.06,0.66,0.06
1.2714532669999699,0.66,0.0,0.66,0.0
1.2933264750000149,0.66,0.0,0.66,0.0
1.3158263159999706,0.66,0.0,0.66,0.06
1.3402869849999774,0.66,0.06,0.66,0.0
1.359301209000023,0.66,0.0,0.66,0.0
1.381448531999979,0.66,0.06,0.66,0.0
1.4032731639999838,0.66,0.0,0.66,0.0
1.4253115259999731,0.66,0.06,0.66,0.06
1.4502071769999816,0.66,0.06,0.66,0.06
1.469377307000002,0.66,0.0,0.66,0.0
1.4912908349999725,0.66,0.0,0.66,0.06
1.5132830850000119,0.66,0.06,0.66,0.06
1.5361149949999913,0.66,0.06,0.66,0.06
1.561652127000002,0.66,0.06,0.66,0.0
1.579378523999992,0.66,0.06,0.66,0.06
1.6012918280000008,0.66,0.0,0.66,0.06
1.6234006880000038,0.66,0.0,0.66,0.06
1.6481482410000012,0.66,0.06,0.66,0.06
1.6673606109999923,0.66,0.06,0.66,0.06
1.6892967960000078,0.66,0.06,0.66,0.06
1.7114077669999688,0.66,0.06,0.66,0.06
1.7338375580000047,0.66,0.06,0.66,0.06
1.7587522809999996,0.66,0.0,0.66,0.0
1.7778221840000015,0.66,0.06,0.66,0.06
1.799814304999984,0.66,0.06,0.66,0.06
1.8218475780000176,0.66,0.0,0.66,0.06
1.8443708109999761,0.66,0.06,0.66,0.06
1.86949030400001,0.66,0.06,0.66,0.0
