t,left_target,left_actual,right_target,right_actual
0.021980321000000913,0.0,0.0,0.0,0.0
0.04132606799998939,0.0,0.0,0.0,0.0
0.06315009900004043,0.0,0.0,0.0,0.0
0.08515858000009757,0.0,0.0,0.0,0.0
0.1077320320000581,0.0,0.0,0.0,0.0
0.13216782000006333,0.0,0.0,0.0,0.0
0.1512454340000886,0.0,0.0,0.0,0.0
0.17360115400003906,0.0,0.0,0.0,0.0
0.1956928050000215,0.0,0.0,0.0,0.0
0.21818715100005193,0.0,0.0,0.0,0.0
0.24349165800003902,0.0,0.0,0.0,0.0
0.2620579680000219,0.0,0.0,0.0,0.0
0.2840805609999961,0.0,0.0,0.0,0.0
0.3061405640000885,0.0,0.0,0.0,0.0
0.3298305470000287,0.0,0.0,0.0,0.0
0.3501931760000616,0.0,0.0,0.0,0.0
0.3720528869999953,0.0,0.0,0.0,0.0
0.3940857850000157,0.0,0.0,0.0,0.0
0.41737112100008744,0.0,0.0,0.0,0.0
0.4419189750000214,0.0,0.0,0.0,0.0
0.4611482720000595,0.0,0.0,0.0,0.0
0.48313316900009795,0.0,0.0,0.0,0.0
0.50514737900005,0.0,0.0,0.0,0.0
0.5281546620000199,0.0,0.0,0.0,0.0
0.5525330730000633,0.0,0.0,0.0,0.0
0.5712764090000064,0.0,0.0,0.0,0.0
0.5938556849999941,0.0,0.0,0.0,0.0
0.6177548240000306,0.0,0.0,0.0,0.0
0.6387287910000623,0.0,0.0,0.0,0.0
0.6632550770000307,0.0,0.0,0.0,0.0
0.6820525580000094,0.0,0.0,0.0,0.0
0.7046766660000685,0.0,0.0,0.0,0.0
0.7266171460000805,0.0,0.0,0.0,0.0
0.7504668110000239,0.0,0.0,0.0,0.0
0.7706092440000702,0.0,0.0,0.0,0.0
0.7923217200000181,0.0,0.0,0.0,0.0
0.816745380000043,0.0,0.0,0.0,0.0
0.8374534860000722,0.0,0.0,0.0,0.0
0.8620453089999955,0.0,0.0,0.0,0.0
0.8811922680000635,0.0,0.0,0.0,0.0
0.9032181890000857,0.0,0.0,0.0,0.0
0.9252543190000324,0.0,0.0,0.0,0.0
0.9471341260000372,0.0,0.0,0.0,0.0
0.9720843549999927,0.0,0.0,0.0,0.0
0.9912542260000237,0.0,0.0,0.0,0.0
1.014859376000004,0.0,0.0,0.0,0.0
1.0370575880000388,0.66,0.0,0.66,0.0
1.0590235729999904,0.66,0.0,0.66,0.0
1.084015786000009,0.66,0.06,0.66,0.06
1.1031381690000899,0.66,0.06,0.66,0.06
1.125237468000023,0.66,0.12,0.66,0.12
1.1471228430000338,0.66,0.12,0.66,0.18
1.1698640730000989,0.66,0.18,0.66,0.12
1.1953183750000562,0.66,0.06,0.66,0.12
1.2159811999999874,0.66,-0.12,0.66,0.18
