t,left_target,left_actual,right_target,right_actual,left_pwm,right_pwm
0.011433495000005678,0.0,0.0,0.0,0.0,0.0,0.0
0.03181353999997327,0.0,0.0,0.0,0.0,0.0,0.0
0.055260664999991604,0.0,0.0,0.0,0.0,0.0,0.0
0.07628094299997201,0.0,0.0,0.0,0.0,0.0,0.0
0.09764051999997037,0.0,0.0,0.0,0.0,0.0,0.0
0.11956717800001115,0.0,0.0,0.0,0.0,0.0,0.0
0.14159649199996238,0.0,0.0,0.0,0.0,0.0,0.0
0.16455596299999797,0.0,0.0,0.0,0.0,0.0,0.0
0.18572894599998335,0.0,0.0,0.0,0.0,0.0,0.0
0.20774642099996754,0.0,0.0,0.0,0.0,0.0,0.0
0.23056368199996768,0.0,0.0,0.0,0.0,0.0,0.0
0.2520759660000067,0.0,0.0,0.0,0.0,0.0,0.0
0.27546731399996816,0.0,0.0,0.0,0.0,0.0,0.0
0.2965628249999668,0.0,0.0,0.0,0.0,0.0,0.0
0.31847709800001667,0.0,0.0,0.0,0.0,0.0,0.0
0.3404727799999705,0.0,0.0,0.0,0.0,0.0,0.0
0.3632316719999835,0.0,0.0,0.0,0.0,0.0,0.0
0.38703134600001476,0.0,0.0,0.0,0.0,0.0,0.0
0.4065901959999678,0.0,0.0,0.0,0.0,0.0,0.0
0.4295678109999699,0.0,0.0,0.0,0.0,0.0,0.0
0.4515833020000173,0.0,0.0,0.0,0.0,0.0,0.0
0.4752551340000082,0.0,0.0,0.0,0.0,0.0,0.0
0.4955765219999648,0.0,0.0,0.0,0.0,0.0,0.0
0.5175610679999636,0.0,0.0,0.0,0.0,0.0,0.0
0.5395846229999961,0.0,0.0,0.0,0.0,0.0,0.0
0.5616154090000123,0.0,0.0,0.0,0.0,0.0,0.0
0.5845121269999822,0.0,0.0,0.0,0.0,0.0,0.0
0.6057190629999809,0.0,0.0,0.0,0.0,0.0,0.0
0.62847952300001,0.0,0.0,0.0,0.0,0.0,0.0
0.6504865979999863,0.0,0.0,0.0,0.0,0.0,0.0
0.6719619529999932,0.0,0.0,0.0,0.0,0.0,0.0
0.6954166310000005,0.0,0.0,0.0,0.0,0.0,0.0
0.7167285599999786,0.0,0.0,0.0,0.0,0.0,0.0
0.7385014230000024,0.0,0.0,0.0,0.0,0.0,0.0
0.7604595689999769,0.0,0.0,0.0,0.0,0.0,0.0
0.7832506849999845,0.0,0.0,0.0,0.0,0.0,0.0
0.8074024599999916,0.0,0.0,0.0,0.0,0.0,0.0
0.827649254999983,0.0,0.0,0.0,0.0,0.0,0.0
0.8496734500000116,0.0,0.0,0.0,0.0,0.0,0.0
0.8715908269999773,0.0,0.0,0.0,0.0,0.0,0.0
0.8959005229999661,0.0,0.0,0.0,0.0,0.0,0.0
