t,left_target,left_actual,right_target,right_actual,left_pwm,right_pwm
0.013778911999906995,0.0,0.0,0.0,0.0,0.0,0.0
0.03589435300000332,0.0,0.0,0.0,0.0,0.0,0.0
0.057726804999902015,0.0,0.0,0.0,0.0,0.0,0.0
0.07999361299994234,0.0,0.0,0.0,0.0,0.0,0.0
0.1013518039999326,0.0,0.0,0.0,0.0,0.0,0.0
0.12519848900001307,0.0,0.0,0.0,0.0,0.0,0.0
0.14625343500006238,0.0,0.0,0.0,0.0,0.0,0.0
0.167747984000016,0.0,0.0,0.0,0.0,0.0,0.0
0.18975791599996228,0.0,0.0,0.0,0.0,0.0,0.0
0.21607171499999822,0.0,0.0,0.0,0.0,0.0,0.0
0.23768508299986024,0.0,0.0,0.0,0.0,0.0,0.0
0.25696049199996196,0.0,0.0,0.0,0.0,0.0,0.0
0.27861415000006673,0.0,0.0,0.0,0.0,0.0,0.0
0.3006794099999297,0.0,0.0,0.0,0.0,0.0,0.0
0.34509096700003283,0.0,0.0,0.0,0.0,0.0,0.0
0.3669766670000172,0.0,0.0,0.0,0.0,0.0,0.0
0.38862670899993645,0.0,0.0,0.0,0.0,0.0,0.0
0.4128033580000192,0.0,0.0,0.0,0.0,0.0,0.0
0.4351639909998539,0.0,0.0,0.0,0.0,0.0,0.0
0.45599220500002957,0.0,0.0,0.0,0.0,0.0,0.0
0.4777122660000259,0.0,0.0,0.0,0.0,0.0,0.0
0.49971633899986045,0.0,0.0,0.0,0.0,0.0,0.0
0.5213673729999755,0.0,0.0,0.0,0.0,0.0,0.0
0.5453089719999298,0.0,0.0,0.0,0.0,0.0,0.0
0.5658586449999348,0.0,0.0,0.0,0.0,0.0,0.0
0.5877311929998541,0.0,0.0,0.0,0.0,0.0,0.0
0.6100001099998735,0.0,0.0,0.0,0.0,0.0,0.0
0.6333748990000458,0.0,0.0,0.0,0.0,0.0,0.0
0.657739268999876,0.0,0.0,0.0,0.0,0.0,0.0
0.6783790899999076,0.0,0.0,0.0,0.0,0.0,0.0
0.6997275189999073,0.0,0.0,0.0,0.0,0.0,0.0
0.7217636889999994,0.0,0.0,0.0,0.0,0.0,0.0
