# Navigation Metrics Summary
nav_result,SUCCEEDED
start_x_m,2.5178
start_y_m,2.6198
start_yaw_deg,-114.16
goal_x_m,1.6993
goal_y_m,0.7949
goal_yaw_deg,20.84
goal_dist_m,2.0
final_x_m,1.7229
final_y_m,0.8050
final_yaw_deg,16.09
delta_x_m,+0.0236
delta_y_m,+0.0101
delta_yaw_deg,-4.76
cte_peak_m,0.1300
cte_avg_m,0.0726
cte_samples,291
actual_path_pts,292
plan_waypoints,19

"# Actual path driven (TF map->base_link, map frame)"
actual_x_m,actual_y_m
2.5190,2.6206
2.5190,2.6206
2.5190,2.6206
2.5191,2.6208
2.5191,2.6209
2.5191,2.6209
2.5193,2.6212
2.5192,2.6211
2.5192,2.6211
2.5193,2.6212
2.5186,2.6198
2.5177,2.6179
2.5177,2.6179
2.5164,2.6151
2.5164,2.6151
2.5115,2.6050
2.5088,2.5996
2.5059,2.5936
2.5059,2.5936
2.5022,2.5865
2.4947,2.5718
2.4947,2.5718
2.4859,2.5554
2.4809,2.5464
2.4809,2.5464
2.4717,2.5305
2.4663,2.5215
2.4663,2.5215
2.4540,2.5017
2.4476,2.4918
2.4476,2.4918
2.4335,2.4712
2.4264,2.4611
2.4264,2.4611
2.4191,2.4512
2.4065,2.4352
2.4065,2.4352
2.3991,2.4259
2.3943,2.4197
2.3873,2.4113
2.3769,2.3958
2.3728,2.3886
2.3728,2.3886
2.3598,2.3729
2.3530,2.3651
2.3463,2.3576
2.3463,2.3576
2.3347,2.3445
2.3347,2.3445
2.3267,2.3291
2.3224,2.3199
2.3159,2.3114
2.3081,2.3020
2.3011,2.2937
2.3011,2.2937
2.2880,2.2788
2.2812,2.2710
2.2812,2.2710
2.2680,2.2559
2.2613,2.2482
2.2554,2.2422
2.2554,2.2422
2.2534,2.2410
2.2421,2.2283
2.2338,2.2182
2.2268,2.2100
2.2200,2.2019
2.2132,2.1938
2.2063,2.1857
2.1994,2.1776
2.1923,2.1691
2.1855,2.1610
2.1783,2.1541
2.1711,2.1483
2.1635,2.1417
2.1563,2.1342
2.1563,2.1342
2.1493,2.1261
2.1349,2.1094
2.1288,2.1024
2.1215,2.0940
2.1142,2.0856
2.1072,2.0775
2.1000,2.0693
2.1000,2.0693
2.0902,2.0654
2.0852,2.0649
2.0787,2.0601
2.0699,2.0504
2.0620,2.0418
2.0620,2.0418
2.0540,2.0330
2.0479,2.0262
2.0405,2.0179
2.0310,2.0075
2.0166,1.9916
2.0092,1.9847
2.0028,1.9806
1.9960,1.9760
1.9893,1.9706
1.9829,1.9638
1.9759,1.9560
1.9689,1.9484
1.9636,1.9425
1.9567,1.9349
1.9493,1.9267
1.9419,1.9186
1.9344,1.9104
1.9344,1.9104
1.9273,1.9028
1.9227,1.8980
1.9167,1.8919
1.9021,1.8760
1.8957,1.8688
1.8890,1.8613
1.8822,1.8537
1.8755,1.8461
1.8688,1.8385
1.8637,1.8328
1.8571,1.8253
1.8506,1.8169
1.8478,1.8088
1.8445,1.7995
1.8445,1.7995
1.8319,1.7793
1.8245,1.7702
1.8245,1.7702
1.8099,1.7523
1.8028,1.7433
1.8028,1.7433
1.7892,1.7264
1.7825,1.7180
1.7825,1.7180
1.7692,1.6996
1.7655,1.6938
1.7594,1.6849
1.7521,1.6754
1.7456,1.6672
1.7383,1.6577
1.7383,1.6577
1.7221,1.6369
1.7145,1.6268
1.7082,1.6160
1.7015,1.6045
1.7015,1.6045
1.6869,1.5826
1.6794,1.5730
1.6794,1.5730
1.6727,1.5642
1.6649,1.5541
1.6572,1.5440
1.6420,1.5246
1.6345,1.5149
1.6271,1.5055
1.6271,1.5055
1.6146,1.4855
1.6081,1.4749
1.6009,1.4657
1.5958,1.4591
1.5891,1.4504
1.5820,1.4415
1.5753,1.4329
1.5685,1.4242
1.5589,1.4133
1.5487,1.4019
1.5390,1.3910
1.5324,1.3829
1.5260,1.3746
1.5260,1.3746
1.5197,1.3666
1.5136,1.3589
1.5073,1.3510
1.5015,1.3436
1.4956,1.3362
1.4859,1.3238
1.4801,1.3162
1.4751,1.3095
1.4692,1.3018
1.4692,1.3018
1.4573,1.2865
1.4513,1.2789
1.4448,1.2707
1.4448,1.2707
1.4320,1.2542
1.4320,1.2542
1.4184,1.2361
1.4114,1.2267
1.4036,1.2148
1.4036,1.2148
1.3979,1.2037
1.3845,1.1790
1.3764,1.1660
1.3691,1.1540
1.3620,1.1419
1.3620,1.1419
1.3495,1.1184
1.3495,1.1184
1.3379,1.0939
1.3326,1.0819
1.3248,1.0686
1.3161,1.0527
1.3072,1.0378
1.3018,1.0244
1.3018,1.0244
1.2977,1.0003
