t,left,right
12.115474700927734,19.0,108.0
12.167161464691162,22.0,108.0
12.214978456497192,24.0,110.0
12.267674922943115,25.0,116.0
12.315190553665161,27.0,119.0
12.366515874862671,24.0,126.0
12.415849924087524,25.0,128.0
12.467203378677368,25.0,126.0
12.514861822128296,26.0,130.0
12.5680992603302,29.0,134.0
12.615504264831543,31.0,137.0
12.66429591178894,33.0,133.0
12.715047597885132,31.0,131.0
12.765630722045898,29.0,128.0
12.81543493270874,30.0,124.0
12.871145486831665,29.0,124.0
12.914985656738281,20.0,126.0
12.966216087341309,26.0,127.0
13.015421152114868,26.0,128.0
13.0642671585083,23.0,123.0
13.115272521972656,19.0,121.0
13.167852878570557,17.0,119.0
13.215313911437988,15.0,121.0
13.269665241241455,15.0,120.0
13.315545320510864,13.0,120.0
13.364539384841919,12.0,121.0
13.414623975753784,12.0,122.0
13.469136953353882,11.0,122.0
13.51505708694458,14.0,115.0
13.57288146018982,13.0,114.0
13.615165710449219,12.0,114.0
13.665444612503052,12.0,120.0
13.714817762374878,14.0,123.0
13.76475715637207,16.0,128.0
13.81471872329712,17.0,129.0
13.869655132293701,19.0,130.0
13.915446043014526,19.0,128.0
13.966073036193848,24.0,121.0
14.014465093612671,25.0,119.0
14.065064430236816,26.0,119.0
14.115022897720337,27.0,119.0
14.165600299835205,32.0,123.0
14.214937210083008,33.0,124.0
14.270816802978516,34.0,124.0
14.314908981323242,26.0,128.0
14.36430287361145,20.0,128.0
14.415022373199463,20.0,129.0
14.464539289474487,20.0,126.0
14.516704797744751,19.0,126.0
14.564563989639282,16.0,123.0
14.623125791549683,13.0,121.0
14.664390563964844,9.0,118.0
14.714528322219849,15.0,116.0
14.765026330947876,15.0,123.0
14.815296173095703,17.0,126.0
14.86734390258789,18.0,130.0
14.91476821899414,26.0,126.0
14.967051267623901,21.0,132.0
15.01488208770752,23.0,133.0
15.064558267593384,24.0,136.0
15.115394115447998,28.0,138.0
15.168611764907837,30.0,140.0
15.21599555015564,27.0,138.0
15.264466047286987,29.0,134.0
15.315410137176514,27.0,131.0
15.368032932281494,25.0,130.0
15.414973974227905,23.0,131.0
15.4673011302948,21.0,129.0
15.51705551147461,19.0,127.0
15.56483507156372,14.0,120.0
15.616921663284302,11.0,117.0
15.668565273284912,9.0,115.0
15.714887380599976,12.0,116.0
15.767582416534424,12.0,116.0
15.81553339958191,14.0,111.0
15.866747856140137,13.0,111.0
15.914509296417236,14.0,119.0
15.966544151306152,17.0,123.0
16.01576519012451,24.0,128.0
16.06624722480774,30.0,132.0
16.114925861358643,26.0,138.0
16.165853261947632,30.0,141.0
16.215561866760254,29.0,148.0
16.265360116958618,30.0,147.0
16.314976453781128,23.0,145.0
16.366734743118286,21.0,144.0
16.41526460647583,24.0,134.0
16.46516728401184,22.0,129.0
16.515803813934326,20.0,119.0
16.566195964813232,16.0,112.0
16.61518359184265,19.0,108.0
16.666089057922363,19.0,105.0
16.715232133865356,15.0,108.0
16.765413284301758,16.0,106.0
16.814584970474243,14.0,109.0
16.869407176971436,15.0,108.0
16.915674209594727,13.0,108.0
16.9680597782135,12.0,118.0
17.01563262939453,20.0,128.0
17.06501817703247,28.0,138.0
17.11491322517395,31.0,148.0
17.165262937545776,36.0,158.0
17.214802980422974,44.0,168.0
17.26584243774414,51.0,178.0
17.31583023071289,60.0,187.0
17.365087032318115,66.0,193.0
17.414963006973267,70.0,196.0
17.464980363845825,75.0,200.0
17.51561141014099,81.0,190.0
17.57013201713562,82.0,190.0
17.615172147750854,81.0,193.0
17.672035932540894,82.0,193.0
17.714852571487427,72.0,187.0
17.764796257019043,67.0,182.0
17.814632892608643,57.0,178.0
17.867860794067383,47.0,171.0
17.915759563446045,37.0,161.0
17.968567848205566,27.0,151.0
18.015015602111816,20.0,141.0
18.064722061157227,12.0,133.0
18.11476182937622,16.0,123.0
18.167579412460327,12.0,116.0
18.215507984161377,5.0,116.0
18.26845908164978,5.0,115.0
18.314903497695923,15.0,125.0
18.364644527435303,22.0,130.0
18.415308475494385,20.0,132.0
18.465166091918945,23.0,133.0
18.51490092277527,25.0,137.0
18.56473422050476,29.0,138.0
18.615570783615112,26.0,148.0
18.665083408355713,30.0,153.0
18.715142965316772,29.0,149.0
18.764816761016846,30.0,147.0
18.814788818359375,30.0,144.0
18.8651921749115,30.0,141.0
18.915284872055054,32.0,133.0
18.965057373046875,32.0,129.0
19.015231370925903,31.0,129.0
19.065473079681396,30.0,125.0
19.11502504348755,28.0,119.0
19.16479992866516,27.0,114.0
19.21487593650818,20.0,123.0
19.26518678665161,19.0,120.0
19.315332651138306,15.0,113.0
19.366779565811157,11.0,108.0
19.415842294692993,13.0,103.0
19.471975803375244,10.0,100.0
19.514797925949097,11.0,96.0
19.56766390800476,9.0,93.0
19.614933729171753,9.0,92.0
19.665902614593506,7.0,90.0
19.71647548675537,6.0,87.0
19.764488458633423,1.0,93.0
19.815187454223633,0.0,90.0
19.86471700668335,0.0,88.0
19.915303945541382,8.0,85.0
19.966004133224487,9.0,86.0
20.015592098236084,5.0,90.0
20.065451622009277,6.0,90.0
20.11467432975769,7.0,93.0
20.166884660720825,8.0,93.0
20.215223789215088,6.0,95.0
20.265079498291016,7.0,94.0
20.316086769104004,9.0,93.0
20.36520481109619,10.0,92.0
20.4154634475708,12.0,91.0
20.46668815612793,14.0,83.0
20.51558017730713,16.0,79.0
20.565027713775635,20.0,74.0
20.615448236465454,22.0,71.0
20.665371417999268,24.0,70.0
20.71517848968506,27.0,68.0
20.765385627746582,27.0,69.0
20.815481424331665,30.0,68.0
20.865643739700317,31.0,66.0
20.9157657623291,32.0,65.0
20.96831750869751,28.0,62.0
21.014703512191772,0.0,0.0
