t,cross_track_error_m
3.3602094650268555,0.05647084187895948
3.394289970397949,0.05660183337455025
3.4283154010772705,0.0565688443655596
3.4615774154663086,0.05651154256362674
3.4979186058044434,0.05646328545125978
3.532881021499634,0.05667254054193129
3.562265157699585,0.05666336966935198
3.595808744430542,0.05656260209180392
3.6370997428894043,0.05649740764836759
3.6640470027923584,0.056405857552059825
3.6978583335876465,0.05646842443501301
3.730776309967041,0.05639700908045109
3.7598836421966553,0.0563557018919308
3.7944345474243164,0.05645267991579702
3.8290634155273438,0.0563978168244929
3.861311197280884,0.056336411682208994
3.897728443145752,0.0559399861836644
3.931535482406616,0.05576330470022902
3.9648563861846924,0.05567927319981781
4.001262426376343,0.05536530472941742
4.03915548324585,0.055165554890377534
4.066641330718994,0.055091179650299346
4.098420858383179,0.05541226328352125
4.127697944641113,0.05604018473673594
4.163076877593994,0.05648313065046015
4.200364828109741,0.05787719932714089
4.229780673980713,0.057864722669284475
4.263404846191406,0.0570466477216681
4.29796028137207,0.05556858348348277
4.332230806350708,0.055006496823926755
4.366862535476685,0.05628348454686908
4.394979476928711,0.05766758845799059
4.427119493484497,0.06029302297925932
4.461597442626953,0.058764099976703135
4.49505352973938,0.05764595075752949
4.531827211380005,0.05779992057832299
4.565096378326416,0.059883629302231484
4.6036646366119385,0.061369425850338125
4.635145425796509,0.06186154955666841
4.665638208389282,0.06144744282656333
4.698064565658569,0.06140583669265317
4.730583429336548,0.06265695684965916
4.762036323547363,0.06555394057721427
4.797151565551758,0.0655991838198514
4.832469463348389,0.06453015487441463
4.860593795776367,0.06385260331644091
4.9036009311676025,0.06343638262882739
4.94022798538208,0.06330139742172021
4.962188720703125,0.06410832276968967
4.996358394622803,0.06533995048120772
5.0270302295684814,0.0660565796385632
5.063724517822266,0.06696451174979232
5.102240324020386,0.0657693725545457
5.134054183959961,0.06468411284037635
5.164726257324219,0.063637216346187
5.203038215637207,0.06323678065860101
5.23388147354126,0.06324955163329193
5.263687610626221,0.06336635178923347
5.310441255569458,0.06365032400536065
5.340512037277222,0.06458855087125545
5.361889839172363,0.06522842884147757
5.396583557128906,0.06482580421836158
5.427989959716797,0.06395421357907106
5.460899829864502,0.062327849740658414
5.494943141937256,0.061871309200330134
