plan_t,x,y
3.3580985069274902,-0.014999980926513765,0.2849999141693114
3.3580985069274902,0.020010471343994047,0.26044066429138174
3.3580985069274902,0.056991596221923735,0.23896307945251455
3.3580985069274902,0.09567262649536123,0.220724172592163
3.3580985069274902,0.13577089309692372,0.20585738182067861
3.3580985069274902,0.1768284034729003,0.19385413169860832
3.3580985069274902,0.21797311782836903,0.1821445369720458
3.3580985069274902,0.25911783218383777,0.1704349422454833
3.3580985069274902,0.30026254653930656,0.1587253475189208
3.3580985069274902,0.3414072608947753,0.14701575279235832
3.3580985069274902,0.38255220413207996,0.13530615806579582
3.3580985069274902,0.4236969184875487,0.12359656333923331
3.3580985069274902,0.4648416328430175,0.11188673973083488
3.3580985069274902,0.5059863471984862,0.10017714500427238
3.3580985069274902,0.547131061553955,0.08846755027770987
3.3580985069274902,0.5882757759094237,0.07675795555114738
3.3580985069274902,0.6294204902648924,0.06504836082458487
3.3580985069274902,0.6706540107727049,0.05366538047790519
3.3580985069274902,0.7125863075256347,0.04526564598083488
3.3580985069274902,0.7550832557678221,0.04047972679138175
3.3580985069274902,0.7978338050842284,0.03934309959411613
3.3580985069274902,0.8405248451232908,0.04186354637145988
3.3580985069274902,0.8828444099426268,0.04802298545837394
3.3580985069274902,0.9244830513000487,0.057776098251342695
3.3580985069274902,0.9651356697082518,0.07105193138122551
3.3580985069274902,1.0045054054260252,0.08775275230407706
3.3580985069274902,1.0423038673400877,0.10775702476501456
3.3580985069274902,1.0782545661926268,0.13091780662536612
3.3580985069274902,1.1120947456359862,0.15706618309020987
3.3580985069274902,1.1435765266418456,0.18601058006286614
3.3580985069274902,1.1724701118469236,0.2175392818450927
3.3580985069274902,1.1985633277893064,0.25142180442810047
3.3580985069274902,1.221666202545166,0.2874100399017333
3.3580985069274902,1.2416089057922362,0.32524100303649894
3.3580985069274902,1.2582460975646972,0.36463751792907706
3.3580985069274902,1.2714560127258299,0.4053116512298583
3.3580985069274902,1.2811416053771971,0.44696585655212395
3.3580985069274902,1.2872323799133298,0.4892954921722411
3.3580985069274902,1.2896839332580565,0.5319906520843505
3.3580985069274902,1.2884779548645018,0.5747391414642333
3.3580985069274902,1.2836233711242675,0.617228307723999
3.3580985069274902,1.2751556587219237,0.6591471004486082
3.3580985069274902,1.2631368446350095,0.7001890468597411
3.3580985069274902,1.2476550483703612,0.7400538539886473
3.3580985069274902,1.2288231086730956,0.7784496974945068
3.3580985069274902,1.206779041290283,0.8150959682464598
3.3580985069274902,1.1816842079162597,0.849724416732788
3.3580985069274902,1.1537219429016112,0.8820818996429443
3.3580985069274902,1.1230970954895019,0.9119315242767333
3.3580985069274902,1.0900332832336423,0.9390549373626708
3.3580985069274902,1.0547728919982908,0.9632539272308348
3.3580985069274902,1.0175734138488768,0.9843511104583739
3.3580985069274902,0.9787072181701659,1.002192449569702
3.3580985069274902,0.9384588050842284,1.016647253036499
3.3580985069274902,0.8971220588684081,1.0276097774505615
3.3580985069274902,0.8550000190734862,1.0349999141693114
