timestamp,elapsed_s,x,y,yaw_deg,target_dist,target_angle
1779560263.8516078,0.05492377281188965,0.30687075218359633,-0.002175941226268366,0.34790626912091566,0.3,0.0
1779560263.9002936,0.10360956192016602,0.3069095912051201,-0.002164384574712415,0.32882193911231905,0.3,0.0
1779560263.922697,0.12601304054260254,0.3068313153808117,-0.0021533325007001454,0.33110651281875086,0.3,0.0
1779560264.0722935,0.27560949325561523,0.3068586056204517,-0.002114427980714111,0.315442382818848,0.3,0.0
1779560264.2631884,0.4665043354034424,0.30689865929828997,-0.0021090226537135853,0.29961474272898525,0.3,0.0
1779560264.4312103,0.634526252746582,0.30677528306496366,-0.0020862841028256073,0.2933254007450018,0.3,0.0
1779560264.5134983,0.7168142795562744,0.30682366899835073,-0.002083693163613932,0.2798448795440238,0.3,0.0
1779560264.6213932,0.8247091770172119,0.30681403707433047,-0.002064252165928146,0.27920557344532665,0.3,0.0
1779560264.6806111,0.8839271068572998,0.30685854760678083,-0.002063864420406217,0.2672359786103948,0.3,0.0
1779560264.8473759,1.050691843032837,0.3068327527679591,-0.0020626153967129965,0.2639702504695373,0.3,0.0
1779560265.0268877,1.230203628540039,0.30686185849645037,-0.002096067859278421,0.2727175144593583,0.3,0.0
1779560265.0337646,1.2370805740356445,0.3067883559430089,-0.002091847456809551,0.28052332764622523,0.3,0.0
1779560265.094305,1.2976210117340088,0.30685592637436404,-0.0021478203315506163,0.27905936391822816,0.3,0.0
1779560265.3010817,1.5043976306915283,0.3067830170331312,-0.0021384246818545267,0.2863451336448647,0.3,0.0
1779560265.4377046,1.6410205364227295,0.30677157300330293,-0.002123009208486127,0.27933016898436835,0.3,0.0
1779560265.5176687,1.720984697341919,0.306980168738518,-0.0019444108987458249,0.39799362215681805,0.3,0.0
1779560265.641206,1.8445219993591309,0.306954886840481,-0.00193889812754685,0.385270960335949,0.3,0.0
1779560265.7148283,1.9181442260742188,0.3068391777795187,-0.0019402647368975778,0.3614626121483184,0.3,0.0
1779560265.8507848,2.054100751876831,0.3068728758051516,-0.0019457996446525876,0.3344547419582128,0.3,0.0
1779560265.9303498,2.1336658000946045,0.30679827152084005,-0.001956606063646301,0.33594085625465037,0.3,0.0
1779560266.0439413,2.2472572326660156,0.30677146699921753,-0.0020073763500335832,0.31779089543010797,0.3,0.0
1779560266.1248288,2.3281447887420654,0.3068202345391792,-0.0020126761861011104,0.30219206093569223,0.3,0.0
1779560266.2675514,2.470867395401001,0.3068109639424696,-0.0019995622818982347,0.31473995467957977,0.3,0.0
1779560266.440988,2.644304037094116,0.3068557817881061,-0.002005643524779297,0.2995034902696322,0.3,0.0
