pwm_left,pwm_right,linear_vel,angular_vel
180,40,0.15141801903508967,-0.48890000000000006
180,80,0.2064269844954491,-0.18922380952380954
180,120,0.2670960880088667,-0.10440476190476192
180,130,0.2798055650427121,-0.10696190476190476
180,140,0.3025113576864319,-0.033542857142857145
180,150,0.2907058565885502,-0.0561047619047619
180,160,0.3145214266389219,-0.046052380952380956
180,170,0.31597183213876984,-0.033742857142857144
180,180,0.3304563426276399,0.009933333333333332
180,190,0.3499815231190874,0.03173333333333333
180,200,0.3493943352712545,0.046123809523809525
180,210,0.3716682191916103,0.07605714285714285
180,220,0.3612948418992344,0.06836190476190475
180,230,0.39960338141540125,0.10317142857142857
180,240,0.3770665341754781,0.12892857142857145
180,250,0.41835558458284605,0.19395714285714286
190,0,0.10813353202629089,-1.2141095238095236
190,40,0.1790661530753901,-0.6097190476190476
190,80,0.2206479317317794,-0.2272619047619048
190,120,0.28598334217326077,-0.13381428571428575
190,130,0.2848709892718169,-0.0926952380952381
190,140,0.29924517219936975,-0.09848571428571429
190,150,0.3277215869280071,-0.058719047619047636
190,160,0.32404755797485824,-0.05923809523809525
190,170,0.33533277023365243,-0.06345238095238095
190,180,0.3469032488685824,-0.03735238095238094
190,190,0.36657321023115974,-0.027657142857142866
190,200,0.36080364451610897,0.02564285714285714
190,210,0.3928355361817519,0.0446
190,220,0.384954553987772,0.06350952380952381
190,230,0.40751479725710976,0.07569047619047618
190,240,0.40175969682752327,0.0937
190,250,0.4251227784242473,0.16356666666666667
200,0,0.11396036883996555,-1.3127190476190476
200,40,0.18824246644035908,-0.7455619047619046
200,80,0.22314947072256594,-0.32066666666666666
200,120,0.2932154460884677,-0.1549190476190476
200,130,0.29796667213024375,-0.1568
200,140,0.3188332487491604,-0.14632857142857142
200,150,0.3212791852455628,-0.13916190476190476
200,160,0.34841403996024284,-0.07641428571428571
200,160,0.33675102673736085,-0.1205857142857143
200,170,0.3347216503256551,-0.0804047619047619
200,180,0.3448325447376841,-0.0625904761904762
200,190,0.3479317515414021,-0.03505238095238095
200,200,0.34354058611571264,-0.024447619047619044
200,210,0.35583380417002874,-0.009419047619047619
200,220,0.37781503943239975,-0.0016523809523809542
200,230,0.393938342368195,0.023061904761904766
200,240,0.42266540002610464,0.041685714285714284
200,250,0.3994836483720539,0.10635238095238098
200,250,0.41346295519413173,0.13940952380952382
210,0,0.12275165072663151,-1.5208285714285712
210,40,0.17010973622283948,-0.8372449999999999
210,80,0.2300652446319885,-0.3941
210,120,0.2833142264610742,-0.17677142857142852
210,130,0.30381340589892736,-0.16882380952380954
210,140,0.30678746292885356,-0.14299523809523812
210,150,0.32656920784225796,-0.13017142857142858
210,160,0.33490154412052187,-0.08069523809523808
210,170,0.3613651465971916,-0.07725238095238096
210,180,0.3519517071172999,-0.07924761904761905
