wall_time,elapsed_s,phase,cam_tag_x_m,cam_tag_z_m,cam_tag_dist_m,cam_marker_yaw_deg,robot_x,robot_y,robot_yaw_deg,tag_odom_x,tag_odom_y,dock_approach_yaw_deg,t_robot_m,lat_err_m,t_carrot_m,carrot_odom_x,carrot_odom_y,angle_to_carrot_deg,heading_err_deg,wz_proportional,wz_after_deadband,wz_commanded,vx_commanded,k_steer,friction_deadband,lookahead_dist,max_wz,v_linear,actual_vx,actual_wz
1779763079.0699,0.057,SERVO,0.1814,0.5492,0.5784,0.62,0.6938,-0.3143,-24.18,1.2356,-0.7563,-39.21,-0.6991,0.0000,-0.5491,0.8101,-0.4092,-39.21,-15.03,-1.2446,-1.2446,-1.2446,0.2000,1.800,0.000,0.150,3.500,0.200,0.0000,0.0000
1779763079.1736,0.160,SERVO,0.1815,0.5509,0.5801,0.62,0.6937,-0.3143,-23.96,1.2385,-0.7551,-39.21,-0.7008,-0.0028,-0.5508,0.8117,-0.4069,-38.13,-14.16,-1.1742,-1.1742,-1.1742,0.2000,1.800,0.000,0.150,3.500,0.200,0.2000,-1.2446
1779763079.2672,0.254,SERVO,0.1815,0.5509,0.5801,0.62,0.6964,-0.3155,-24.18,1.2385,-0.7551,-39.21,-0.6980,-0.0021,-0.5480,0.8139,-0.4087,-38.42,-14.24,-1.1806,-1.1806,-1.1806,0.2000,1.800,0.000,0.150,3.500,0.200,0.2000,-1.1742
1779763079.3694,0.356,SERVO,0.1816,0.5509,0.5801,0.58,0.7011,-0.3176,-24.47,1.2420,-0.7633,-39.21,-0.7009,0.0035,-0.5509,0.8151,-0.4151,-40.52,-16.05,-1.3271,-1.3271,-1.3271,0.2000,1.800,0.000,0.150,3.500,0.200,0.2000,-1.1806
1779763079.4663,0.453,SERVO,0.1819,0.5552,0.5842,0.01,0.7139,-0.3235,-24.96,1.2547,-0.7760,-39.21,-0.7050,0.0088,-0.5550,0.8246,-0.4251,-42.55,-17.59,-1.4479,-1.4479,-1.4479,0.2000,1.800,0.000,0.150,3.500,0.200,0.2000,-1.3271
1779763079.5785,0.565,SERVO,0.1786,0.5493,0.5776,0.20,0.7319,-0.3321,-25.93,1.2575,-0.7833,-40.64,-0.6927,0.0000,-0.5427,0.8457,-0.4298,-40.64,-14.72,-1.2194,-1.2194,-1.2194,0.2000,1.800,0.000,0.150,3.500,0.200,0.2000,-1.4479
1779763079.6685,0.654,SERVO,0.1768,0.5497,0.5774,-0.11,0.7483,-0.3407,-28.14,1.2583,-0.8009,-40.64,-0.6867,0.0170,-0.5367,0.8511,-0.4513,-47.11,-18.97,-1.5506,-1.5506,-1.5506,0.2000,1.800,0.000,0.150,3.500,0.200,0.2000,-1.2194
1779763079.7751,0.762,SERVO,0.1768,0.5497,0.5774,-0.11,0.7650,-0.3512,-32.89,1.2583,-0.8009,-40.64,-0.6672,0.0199,-0.5172,0.8658,-0.4640,-48.21,-15.32,-1.2573,-1.2573,-1.2573,0.2000,1.800,0.000,0.150,3.500,0.200,0.2000,-1.5506
1779763079.8762,0.863,SERVO,0.1768,0.5497,0.5774,-0.11,0.7778,-0.3599,-35.68,1.2583,-0.8009,-40.64,-0.6518,0.0216,-0.5018,0.8775,-0.4741,-48.86,-13.18,-1.0830,-1.0830,-1.0830,0.2000,1.800,0.000,0.150,3.500,0.200,0.2000,-1.2573
1779763079.9680,0.955,SERVO,0.1768,0.5497,0.5774,-0.11,0.7928,-0.3713,-38.92,1.2583,-0.8009,-40.64,-0.6331,0.0228,-0.4831,0.8917,-0.4863,-49.27,-10.35,-0.8528,-0.8528,-0.8528,0.2000,1.800,0.000,0.150,3.500,0.200,0.2000,-1.0830
1779763080.0754,1.062,SERVO,0.1768,0.5497,0.5774,-0.11,0.8107,-0.3869,-43.16,1.2583,-0.8009,-42.77,-0.6097,0.0000,-0.4597,0.9208,-0.4888,-42.77,0.39,0.0327,0.0000,0.0000,0.2000,1.800,0.000,0.150,3.500,0.200,0.2000,-0.8528
1779763080.1768,1.164,SERVO,0.1768,0.5497,0.5774,-0.11,0.8241,-0.4003,-46.58,1.2583,-0.8009,-42.77,-0.5908,-0.0007,-0.4408,0.9347,-0.5016,-42.50,4.08,0.3412,0.3412,0.3412,0.2000,1.800,0.000,0.150,3.500,0.200,0.2000,0.0000
1779763080.2740,1.260,SERVO,0.1768,0.5497,0.5774,-0.11,0.8380,-0.4158,-50.01,1.2583,-0.8009,-42.77,-0.5700,-0.0026,-0.4200,0.9499,-0.5157,-41.77,8.24,0.6879,0.6879,0.6879,0.2000,1.800,0.000,0.150,3.500,0.200,0.2000,0.3412
1779763080.3764,1.363,SERVO,0.1768,0.5497,0.5774,-0.11,0.8512,-0.4318,-52.67,1.2583,-0.8009,-42.77,-0.5495,-0.0055,-0.3995,0.9650,-0.5297,-40.68,12.00,0.9970,0.9970,0.9970,0.2000,1.800,0.000,0.150,3.500,0.200,0.2000,0.6879
1779763080.4679,1.455,SERVO,0.1768,0.5497,0.5774,-0.11,0.8644,-0.4490,-54.17,1.2583,-0.8009,-42.77,-0.5281,-0.0091,-0.3781,0.9807,-0.5442,-39.31,14.87,1.2292,1.2292,1.2292,0.2000,1.800,0.000,0.150,3.500,0.200,0.2000,0.9970
1779763080.5733,1.560,SERVO,0.1768,0.5497,0.5774,-0.11,0.8770,-0.4660,-54.85,1.2583,-0.8009,-42.77,-0.5073,-0.0130,-0.3573,0.9960,-0.5583,-37.80,17.05,1.4018,1.4018,1.4018,0.2000,1.800,0.000,0.150,3.500,0.200,0.2000,1.2292
1779763080.7660,1.752,BLIND,-0.1251,0.3097,0.3340,-0.54,0.9006,-0.4989,-54.67,1.2422,-0.7670,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.2000,1.800,0.000,0.150,3.500,0.200,0.2000,0.0000
1779763080.8658,1.851,BLIND,-0.1251,0.3097,0.3340,-0.54,0.9121,-0.5149,-54.52,1.2422,-0.7670,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.2000,1.800,0.000,0.150,3.500,0.200,0.2000,0.0000
1779763080.9660,1.951,BLIND,-0.1251,0.3097,0.3340,-0.54,0.9234,-0.5307,-54.38,1.2422,-0.7670,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.2000,1.800,0.000,0.150,3.500,0.200,0.2000,0.0000
1779763081.0672,2.051,BLIND,-0.1250,0.3014,0.3263,-0.26,0.9350,-0.5472,-54.64,1.2779,-0.8103,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.2000,1.800,0.000,0.150,3.500,0.200,0.2000,0.0000
1779763081.1658,2.153,BLIND,-0.1250,0.3014,0.3263,-0.26,0.9447,-0.5608,-54.46,1.2779,-0.8103,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.2000,1.800,0.000,0.150,3.500,0.200,0.2000,0.0000
1779763081.2684,2.251,BLIND,-0.1250,0.3014,0.3263,-0.26,0.9556,-0.5759,-54.28,1.2779,-0.8103,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.2000,1.800,0.000,0.150,3.500,0.200,0.2000,0.0000
