elapsed_s,timestamp_iso,state,cpu_pct,ram_pct,gpu_pct,cmd_vel_x,cmd_vel_z
0.62,2026-05-25T18:46:48.505366,IDLE,56.5,55.6,0.0,0.0000,0.0000
1.13,2026-05-25T18:46:49.007074,IDLE,64.6,55.7,0.0,0.0000,0.0000
1.62,2026-05-25T18:46:49.504820,IDLE,68.7,55.8,0.0,0.0000,0.0000
2.12,2026-05-25T18:46:50.004790,IDLE,57.1,55.8,0.0,0.0000,0.0000
2.62,2026-05-25T18:46:50.505189,IDLE,57.2,55.8,0.0,0.0000,0.0000
3.13,2026-05-25T18:46:51.005551,IDLE,59.0,55.8,0.0,0.0000,0.0000
3.62,2026-05-25T18:46:51.504715,IDLE,61.0,55.8,0.0,0.0000,0.0000
4.12,2026-05-25T18:46:52.005409,IDLE,56.9,55.8,0.0,0.0000,0.0000
4.63,2026-05-25T18:46:52.505680,IDLE,62.2,55.8,0.0,0.0000,0.0000
5.12,2026-05-25T18:46:53.004961,IDLE,59.9,55.8,0.0,0.0000,0.0000
5.62,2026-05-25T18:46:53.505047,IDLE,57.8,55.8,0.0,0.0000,0.0000
6.12,2026-05-25T18:46:54.005461,IDLE,59.7,55.8,0.0,0.0000,0.0000
6.62,2026-05-25T18:46:54.505102,IDLE,59.3,55.8,0.0,0.0000,0.0000
7.12,2026-05-25T18:46:55.005049,IDLE,58.2,55.8,0.0,0.0000,0.0000
7.62,2026-05-25T18:46:55.505419,IDLE,61.5,55.8,0.0,0.0000,0.0000
8.12,2026-05-25T18:46:56.005065,IDLE,60.5,55.8,0.0,0.0000,0.0000
8.62,2026-05-25T18:46:56.504815,IDLE,61.2,55.8,0.0,0.0000,0.0000
9.13,2026-05-25T18:46:57.005528,IDLE,58.4,55.8,0.0,0.0000,0.0000
9.62,2026-05-25T18:46:57.505162,IDLE,59.0,55.8,0.0,0.0000,0.0000
10.12,2026-05-25T18:46:58.005380,IDLE,60.0,55.8,0.0,0.0000,0.0000
10.63,2026-05-25T18:46:58.505654,IDLE,59.6,55.8,0.0,0.0000,0.0000
11.12,2026-05-25T18:46:59.005481,IDLE,60.5,55.8,0.0,0.0000,0.0000
11.62,2026-05-25T18:46:59.504867,IDLE,61.8,55.8,0.0,0.0000,0.0000
12.13,2026-05-25T18:47:00.006605,IDLE,58.1,55.8,0.0,0.0000,0.0000
12.63,2026-05-25T18:47:00.508300,IDLE,60.1,55.8,0.0,0.0000,0.0000
13.13,2026-05-25T18:47:01.007166,IDLE,61.0,55.8,0.0,0.0000,0.0000
13.62,2026-05-25T18:47:01.505023,IDLE,60.4,55.8,0.0,0.0000,0.0000
14.12,2026-05-25T18:47:02.005317,IDLE,62.9,55.8,0.0,0.0000,0.0000
14.62,2026-05-25T18:47:02.505428,IDLE,58.0,55.8,0.0,0.0000,0.0000
15.13,2026-05-25T18:47:03.005508,IDLE,60.0,55.8,0.0,0.0000,0.0000
15.62,2026-05-25T18:47:03.505163,IDLE,63.2,55.8,0.0,0.0000,0.0000
16.12,2026-05-25T18:47:04.005452,IDLE,62.2,55.8,0.0,0.0000,0.0000
16.62,2026-05-25T18:47:04.505329,IDLE,61.9,55.8,0.0,0.0000,0.0000
17.12,2026-05-25T18:47:05.005073,IDLE,60.9,55.8,0.0,0.0000,0.0000
17.62,2026-05-25T18:47:05.504910,IDLE,66.0,55.8,0.0,0.0000,0.0000
