timestamp_iso,event_type,description,value
2026-05-25T22:48:58.250462,NODE_START,DockingSupervisor (RPP + Visual Servo) initialised,
2026-05-25T22:49:44.069790,GOAL_POSE,RViz zone goal received,"(1.80,0.89)"
2026-05-25T22:49:44.083037,GOAL_ACCEPTED,Nav2 goal accepted,
2026-05-25T22:49:44.224221,STATE_CHANGE,Transitioned to VISUAL_HOMING,marker3_dist=1.995
2026-05-25T22:49:44.228341,GOAL_SENT,Visual homing nav goal sent,"standoff=(1.481,0.596)"
2026-05-25T22:49:44.243687,GOAL_ACCEPTED,Nav2 goal accepted,
2026-05-25T22:49:48.883990,STATE_CHANGE,Transitioned to VISUAL_SERVO_DOCK,marker3_dist=0.837
2026-05-25T22:49:59.755591,SAFETY_ABORT,Visual servo: marker lost >2 s,
2026-05-25T22:50:15.250594,RESET,Mission reset — returned to IDLE,
2026-05-25T22:50:15.255292,GOAL_POSE,RViz zone goal received,"(1.83,1.25)"
2026-05-25T22:50:15.269580,GOAL_ACCEPTED,Nav2 goal accepted,
2026-05-25T22:50:26.382708,STATE_CHANGE,Transitioned to VISUAL_SERVO_DOCK,marker3_dist=0.611
2026-05-25T22:50:32.255945,SAFETY_ABORT,Visual servo: marker lost >2 s,
2026-05-25T23:01:07.712929,RESET,Mission reset — returned to IDLE,
2026-05-25T23:01:07.714573,GOAL_POSE,RViz zone goal received,"(1.65,1.12)"
2026-05-25T23:01:07.721407,GOAL_ACCEPTED,Nav2 goal accepted,
2026-05-25T23:01:07.747132,STATE_CHANGE,Transitioned to VISUAL_HOMING,marker3_dist=1.547
2026-05-25T23:01:07.757678,GOAL_SENT,Visual homing nav goal sent,"standoff=(2.928,-1.122)"
2026-05-25T23:01:07.769010,GOAL_ACCEPTED,Nav2 goal accepted,
2026-05-25T23:01:12.021223,STATE_CHANGE,Transitioned to VISUAL_SERVO_DOCK,marker3_dist=0.848
2026-05-25T23:01:24.951630,BLIND_APPROACH,Handoff to dead-reckoning,marker_z=0.191 target=0.041
2026-05-25T23:01:25.758067,MISSION_SUCCESS,Blind approach: standoff reached,traveled=0.042 target=0.041
2026-05-25T23:02:29.639113,RESET,Mission reset — returned to IDLE,
2026-05-25T23:02:29.649308,GOAL_POSE,RViz zone goal received,"(1.68,1.01)"
2026-05-25T23:02:29.661019,GOAL_ACCEPTED,Nav2 goal accepted,
2026-05-25T23:02:29.677555,STATE_CHANGE,Transitioned to VISUAL_HOMING,marker3_dist=1.405
2026-05-25T23:02:29.679309,GOAL_SENT,Visual homing nav goal sent,"standoff=(2.982,-1.042)"
2026-05-25T23:02:29.702501,GOAL_ACCEPTED,Nav2 goal accepted,
2026-05-25T23:02:34.485266,STATE_CHANGE,Transitioned to VISUAL_SERVO_DOCK,marker3_dist=0.848
2026-05-25T23:02:39.352816,SAFETY_ABORT,Visual servo: marker lost >2 s,
2026-05-25T23:03:38.768432,RESET,Mission reset — returned to IDLE,
2026-05-25T23:03:38.774467,GOAL_POSE,RViz zone goal received,"(1.80,1.24)"
2026-05-25T23:03:38.787459,GOAL_ACCEPTED,Nav2 goal accepted,
2026-05-25T23:03:38.807296,STATE_CHANGE,Transitioned to VISUAL_HOMING,marker3_dist=1.328
2026-05-25T23:03:38.811390,GOAL_SENT,Visual homing nav goal sent,"standoff=(3.121,-0.906)"
2026-05-25T23:03:38.821082,GOAL_ACCEPTED,Nav2 goal accepted,
2026-05-25T23:03:42.673682,STATE_CHANGE,Transitioned to VISUAL_SERVO_DOCK,marker3_dist=0.842
2026-05-25T23:03:48.152047,SAFETY_ABORT,Visual servo: marker lost >2 s,
