elapsed_s,timestamp_iso,state,cpu_pct,ram_pct,gpu_pct,cmd_vel_x,cmd_vel_z
0.63,2026-05-25T18:35:02.331489,IDLE,66.6,53.9,0.0,0.0000,0.0000
1.13,2026-05-25T18:35:02.830827,IDLE,65.6,53.9,0.0,0.0000,0.0000
1.63,2026-05-25T18:35:03.331837,IDLE,61.6,53.9,0.0,0.0000,0.0000
2.13,2026-05-25T18:35:03.832477,IDLE,63.8,53.9,0.0,0.0000,0.0000
2.63,2026-05-25T18:35:04.332836,IDLE,61.1,53.9,0.0,0.0000,0.0000
3.13,2026-05-25T18:35:04.832304,IDLE,62.7,53.9,0.0,0.0000,0.0000
3.63,2026-05-25T18:35:05.331743,IDLE,63.4,53.9,0.0,0.0000,0.0000
4.13,2026-05-25T18:35:05.832753,IDLE,65.6,53.9,0.0,0.0000,0.0000
4.63,2026-05-25T18:35:06.331513,IDLE,60.3,53.9,0.0,0.0000,0.0000
5.13,2026-05-25T18:35:06.833083,IDLE,62.3,53.9,0.0,0.0000,0.0000
5.64,2026-05-25T18:35:07.338529,IDLE,59.2,53.9,0.0,0.0000,0.0000
6.14,2026-05-25T18:35:07.836861,IDLE,61.5,53.9,0.0,0.0000,0.0000
6.63,2026-05-25T18:35:08.333011,IDLE,62.2,53.9,0.0,0.0000,0.0000
7.14,2026-05-25T18:35:08.836018,IDLE,62.8,53.9,0.0,0.0000,0.0000
7.63,2026-05-25T18:35:09.331972,IDLE,61.8,54.0,0.0,0.0000,0.0000
8.14,2026-05-25T18:35:09.835861,IDLE,59.1,54.0,0.0,0.0000,0.0000
8.63,2026-05-25T18:35:10.332741,IDLE,61.4,53.9,0.0,0.0000,0.0000
9.13,2026-05-25T18:35:10.832589,IDLE,64.8,53.9,0.0,0.0000,0.0000
9.64,2026-05-25T18:35:11.334460,IDLE,61.1,53.9,0.0,0.0000,0.0000
10.13,2026-05-25T18:35:11.833457,IDLE,62.9,53.9,0.0,0.0000,0.0000
10.63,2026-05-25T18:35:12.332384,IDLE,60.1,54.0,0.0,0.0000,0.0000
11.14,2026-05-25T18:35:12.841689,IDLE,61.4,53.9,0.0,0.0000,0.0000
11.63,2026-05-25T18:35:13.331710,IDLE,61.9,54.0,0.0,0.0000,0.0000
12.13,2026-05-25T18:35:13.832069,IDLE,63.3,53.9,0.0,0.0000,0.0000
12.63,2026-05-25T18:35:14.331169,IDLE,59.3,53.9,0.0,0.0000,0.0000
13.13,2026-05-25T18:35:14.831012,IDLE,60.5,53.9,0.0,0.0000,0.0000
13.63,2026-05-25T18:35:15.331861,IDLE,60.8,54.0,0.0,0.0000,0.0000
14.13,2026-05-25T18:35:15.831450,IDLE,60.6,54.0,0.0,0.0000,0.0000
14.63,2026-05-25T18:35:16.330668,IDLE,62.1,53.9,0.0,0.0000,0.0000
15.13,2026-05-25T18:35:16.832693,IDLE,60.6,53.9,0.0,0.0000,0.0000
15.63,2026-05-25T18:35:17.331060,IDLE,60.3,54.0,0.0,0.0000,0.0000
16.13,2026-05-25T18:35:17.830938,IDLE,60.8,54.0,0.0,0.0000,0.0000
16.63,2026-05-25T18:35:18.331664,IDLE,61.1,54.0,0.0,0.0000,0.0000
17.13,2026-05-25T18:35:18.831566,IDLE,63.9,54.0,0.0,0.0000,0.0000
17.63,2026-05-25T18:35:19.331081,IDLE,58.8,54.0,0.0,0.0000,0.0000
18.13,2026-05-25T18:35:19.830870,IDLE,59.7,54.0,0.0,0.0000,0.0000
18.63,2026-05-25T18:35:20.330823,IDLE,61.5,54.0,0.0,0.0000,0.0000
19.13,2026-05-25T18:35:20.831167,IDLE,63.0,54.0,0.0,0.0000,0.0000
19.63,2026-05-25T18:35:21.332650,IDLE,62.8,54.0,0.0,0.0000,0.0000
20.13,2026-05-25T18:35:21.833374,IDLE,64.2,54.0,0.0,0.0000,0.0000
20.64,2026-05-25T18:35:22.342142,IDLE,61.4,54.0,0.0,0.0000,0.0000
21.14,2026-05-25T18:35:22.836941,IDLE,61.4,54.0,0.0,0.0000,0.0000
21.63,2026-05-25T18:35:23.331682,IDLE,61.7,54.0,0.0,0.0000,0.0000
22.13,2026-05-25T18:35:23.832481,IDLE,63.5,54.0,0.0,0.0000,0.0000
22.64,2026-05-25T18:35:24.334068,IDLE,61.4,53.9,0.0,0.0000,0.0000
23.14,2026-05-25T18:35:24.842931,IDLE,62.3,54.0,0.0,0.0000,0.0000
23.63,2026-05-25T18:35:25.331493,IDLE,63.7,53.9,0.0,0.0000,0.0000
24.13,2026-05-25T18:35:25.831375,IDLE,65.1,54.0,0.0,0.0000,0.0000
24.63,2026-05-25T18:35:26.331880,IDLE,59.9,54.0,0.0,0.0000,0.0000
25.13,2026-05-25T18:35:26.832218,IDLE,64.1,53.9,0.0,0.0000,0.0000
25.63,2026-05-25T18:35:27.331928,IDLE,60.8,53.6,0.0,0.0000,0.0000
26.13,2026-05-25T18:35:27.832741,IDLE,62.3,53.6,0.0,0.0000,0.0000
26.63,2026-05-25T18:35:28.331154,IDLE,59.9,53.6,0.0,0.0000,0.0000
27.13,2026-05-25T18:35:28.831445,IDLE,65.4,53.6,0.0,0.0000,0.0000
27.63,2026-05-25T18:35:29.331574,IDLE,66.1,53.6,0.0,0.0000,0.0000
28.13,2026-05-25T18:35:29.832768,IDLE,64.1,53.5,0.0,0.0000,0.0000
28.63,2026-05-25T18:35:30.331017,IDLE,63.5,53.4,0.0,0.0000,0.0000
29.13,2026-05-25T18:35:30.831585,IDLE,60.9,53.5,0.0,0.0000,0.0000
29.63,2026-05-25T18:35:31.331885,IDLE,62.9,53.5,0.0,0.0000,0.0000
30.13,2026-05-25T18:35:31.831455,IDLE,61.0,53.6,0.0,0.0000,0.0000
30.64,2026-05-25T18:35:32.335118,IDLE,63.1,53.5,0.0,0.0000,0.0000
31.14,2026-05-25T18:35:32.833874,IDLE,63.3,53.6,0.0,0.0000,0.0000
31.63,2026-05-25T18:35:33.330755,IDLE,65.1,53.6,0.0,0.0000,0.0000
32.14,2026-05-25T18:35:33.837319,IDLE,65.5,53.6,0.0,0.0000,0.0000
32.63,2026-05-25T18:35:34.333094,IDLE,61.4,53.6,0.0,0.0000,0.0000
33.13,2026-05-25T18:35:34.833282,IDLE,66.1,53.6,0.0,0.0000,0.0000
33.63,2026-05-25T18:35:35.333516,IDLE,65.1,53.5,0.0,0.0000,0.0000
34.13,2026-05-25T18:35:35.832068,IDLE,63.5,53.6,0.0,0.0000,0.0000
34.63,2026-05-25T18:35:36.333500,IDLE,61.2,53.6,0.0,0.0000,0.0000
35.13,2026-05-25T18:35:36.833490,IDLE,65.4,53.5,0.0,0.0000,0.0000
35.63,2026-05-25T18:35:37.330448,IDLE,65.6,53.5,0.0,0.0000,0.0000
36.13,2026-05-25T18:35:37.830541,IDLE,63.2,53.5,0.0,0.0000,0.0000
36.63,2026-05-25T18:35:38.331616,IDLE,62.5,53.5,0.0,0.4832,3.1197
37.13,2026-05-25T18:35:38.831590,IDLE,65.7,53.5,0.0,0.4832,3.1197
37.63,2026-05-25T18:35:39.330758,IDLE,65.2,53.6,0.0,0.4832,3.1197
38.13,2026-05-25T18:35:39.833114,IDLE,64.5,53.7,0.0,0.4832,3.1197
38.63,2026-05-25T18:35:40.330822,IDLE,62.2,53.6,0.0,0.4832,3.1197
39.13,2026-05-25T18:35:40.832279,IDLE,65.2,53.6,0.0,0.4832,3.1197
39.63,2026-05-25T18:35:41.330714,IDLE,65.3,53.6,0.0,0.4832,3.1197
40.13,2026-05-25T18:35:41.832269,IDLE,65.0,53.6,0.0,0.4832,3.1197
40.63,2026-05-25T18:35:42.331768,IDLE,64.9,53.6,0.0,0.4832,3.1197
41.13,2026-05-25T18:35:42.832841,IDLE,66.0,53.6,0.0,0.4832,3.1197
41.63,2026-05-25T18:35:43.332824,IDLE,59.1,53.5,0.0,0.0000,0.0000
42.13,2026-05-25T18:35:43.830429,IDLE,65.8,53.6,0.0,0.0000,0.0000
42.63,2026-05-25T18:35:44.330951,IDLE,63.6,53.6,0.0,0.0000,0.0000
43.13,2026-05-25T18:35:44.832583,IDLE,62.1,53.5,0.0,0.0000,0.0000
43.64,2026-05-25T18:35:45.338908,IDLE,65.5,53.5,0.0,0.0000,0.0000
44.13,2026-05-25T18:35:45.832760,IDLE,64.1,53.5,0.0,0.0000,0.0000
44.63,2026-05-25T18:35:46.331496,IDLE,61.3,53.5,0.0,0.0000,0.0000
45.13,2026-05-25T18:35:46.832457,IDLE,62.5,53.5,0.0,0.0000,0.0000
45.63,2026-05-25T18:35:47.330645,IDLE,62.4,53.4,0.0,0.0000,0.0000
46.14,2026-05-25T18:35:47.833813,IDLE,64.3,53.4,0.0,0.0000,0.0000
46.63,2026-05-25T18:35:48.332220,IDLE,64.1,53.4,0.0,0.0000,0.0000
47.14,2026-05-25T18:35:48.838177,IDLE,64.0,53.5,0.0,0.0000,0.0000
47.63,2026-05-25T18:35:49.331201,IDLE,63.3,53.5,0.0,0.0000,0.0000
48.13,2026-05-25T18:35:49.830761,IDLE,65.1,53.5,0.0,0.0000,0.0000
0.07,2026-05-25T18:35:50.331792,COMMUTING,65.3,53.6,0.0,0.0000,0.0000
0.57,2026-05-25T18:35:50.830677,COMMUTING,64.6,53.7,0.0,0.2027,-1.1000
1.07,2026-05-25T18:35:51.330292,COMMUTING,64.5,53.7,0.0,0.1284,-1.8798
1.57,2026-05-25T18:35:51.830884,COMMUTING,64.4,53.7,0.0,0.2826,-1.9335
2.07,2026-05-25T18:35:52.330511,COMMUTING,63.8,53.7,0.0,0.3614,-1.2735
2.57,2026-05-25T18:35:52.830625,COMMUTING,62.5,53.7,0.0,0.1807,-1.4569
3.07,2026-05-25T18:35:53.330074,COMMUTING,65.0,53.7,0.0,0.3316,-2.0377
3.57,2026-05-25T18:35:53.830628,COMMUTING,65.4,53.7,0.0,0.1927,-2.0520
4.07,2026-05-25T18:35:54.329726,COMMUTING,62.5,53.7,0.0,0.1729,-2.3250
4.57,2026-05-25T18:35:54.830449,COMMUTING,63.6,53.7,0.0,0.1760,-2.0532
5.07,2026-05-25T18:35:55.330109,COMMUTING,64.4,53.7,0.0,0.2832,-1.5745
5.57,2026-05-25T18:35:55.830740,COMMUTING,64.4,53.7,0.0,0.1554,-0.5602
6.07,2026-05-25T18:35:56.331802,COMMUTING,64.9,53.7,0.0,0.1990,0.1507
6.57,2026-05-25T18:35:56.830848,COMMUTING,63.3,53.7,0.0,0.1997,-0.0524
7.07,2026-05-25T18:35:57.330328,COMMUTING,65.2,53.7,0.0,0.3276,-0.0572
7.57,2026-05-25T18:35:57.833486,VISUAL_HOMING,68.6,53.7,0.0,0.2347,0.0753
