wall_time,elapsed_s,phase,cam_tag_x_m,cam_tag_z_m,cam_tag_dist_m,cam_marker_yaw_deg,robot_x,robot_y,robot_yaw_deg,tag_odom_x,tag_odom_y,dock_approach_yaw_deg,t_robot_m,lat_err_m,t_carrot_m,carrot_odom_x,carrot_odom_y,angle_to_carrot_deg,heading_err_deg,wz_proportional,wz_after_deadband,wz_commanded,vx_commanded,k_steer,friction_deadband,lookahead_dist,max_wz,v_linear,actual_vx,actual_wz
1779762819.1425,0.075,SERVO,0.2012,0.5784,0.6124,0.63,1.6351,0.0829,-18.48,2.2414,-0.3283,-34.15,-0.7326,0.0000,-0.5826,1.7593,-0.0013,-34.15,-15.67,-1.0804,-1.0804,-1.0000,0.1500,2.000,0.000,0.150,1.000,0.150,0.0000,0.0000
1779762819.2367,0.169,SERVO,0.2010,0.5777,0.6117,0.66,1.6358,0.0827,-18.49,2.2385,-0.3312,-34.15,-0.7311,0.0042,-0.5811,1.7576,-0.0050,-35.76,-17.27,-1.1871,-1.1871,-1.0000,0.1500,2.000,0.000,0.150,1.000,0.150,0.1500,-1.0000
1779762819.3399,0.272,SERVO,0.2012,0.5788,0.6127,0.59,1.6367,0.0824,-18.67,2.2410,-0.3318,-34.15,-0.7326,0.0036,-0.5826,1.7588,-0.0048,-35.52,-16.85,-1.1590,-1.1590,-1.0000,0.1500,2.000,0.000,0.150,1.000,0.150,0.1500,-1.0000
1779762819.4381,0.369,SERVO,0.2003,0.5754,0.6093,1.36,1.6437,0.0801,-18.84,2.2399,-0.3343,-34.15,-0.7260,0.0082,-0.5760,1.7632,-0.0109,-37.27,-18.43,-1.2630,-1.2630,-1.0000,0.1500,2.000,0.000,0.150,1.000,0.150,0.1500,-1.0000
1779762819.5362,0.468,SERVO,0.1979,0.5703,0.6037,1.76,1.6527,0.0769,-19.37,2.2392,-0.3342,-34.15,-0.7161,0.0110,-0.5661,1.7707,-0.0164,-38.34,-18.96,-1.2964,-1.2964,-1.0000,0.1500,2.000,0.000,0.150,1.000,0.150,0.1500,-1.0000
1779762819.6362,0.568,SERVO,0.1963,0.5679,0.6008,1.85,1.6662,0.0719,-20.89,2.2454,-0.3414,-34.15,-0.7113,0.0170,-0.5613,1.7808,-0.0263,-40.61,-19.72,-1.3413,-1.3413,-1.0000,0.1500,2.000,0.000,0.150,1.000,0.150,0.1500,-1.0000
1779762819.7372,0.669,SERVO,0.1963,0.5679,0.6008,1.85,1.6793,0.0667,-22.71,2.2454,-0.3414,-35.79,-0.6979,0.0000,-0.5479,1.8010,-0.0210,-35.79,-13.08,-0.9053,-0.9053,-0.9053,0.1500,2.000,0.000,0.150,1.000,0.150,0.1500,-1.0000
1779762819.8371,0.769,SERVO,0.1963,0.5679,0.6008,1.85,1.6899,0.0619,-25.15,2.2454,-0.3414,-35.79,-0.6865,0.0023,-0.5365,1.8102,-0.0277,-36.68,-11.53,-0.7991,-0.7991,-0.7991,0.1500,2.000,0.000,0.150,1.000,0.150,0.1500,-0.9053
1779762819.9365,0.869,SERVO,0.1963,0.5679,0.6008,1.85,1.7010,0.0567,-26.35,2.2454,-0.3414,-35.79,-0.6745,0.0046,-0.5245,1.8200,-0.0347,-37.54,-11.19,-0.7758,-0.7758,-0.7758,0.1500,2.000,0.000,0.150,1.000,0.150,0.1500,-0.7991
1779762820.0369,0.969,SERVO,0.1876,0.5635,0.5939,1.84,1.7110,0.0514,-28.80,2.2354,-0.4238,-35.79,-0.7033,0.0788,-0.5533,1.7866,-0.1002,-63.49,-34.69,-2.0158,-2.0158,-1.0000,0.1500,2.000,0.000,0.150,1.000,0.150,0.1500,-0.7758
