wall_time,elapsed_s,phase,cam_tag_x_m,cam_tag_z_m,cam_tag_dist_m,cam_marker_yaw_deg,robot_x,robot_y,robot_yaw_deg,tag_odom_x,tag_odom_y,dock_approach_yaw_deg,t_robot_m,lat_err_m,t_carrot_m,carrot_odom_x,carrot_odom_y,angle_to_carrot_deg,heading_err_deg,wz_proportional,wz_after_deadband,wz_commanded,vx_commanded,k_steer,friction_deadband,lookahead_dist,max_wz,v_linear,actual_vx,actual_wz
1779797405.0283,0.105,SERVO,0.1783,0.5638,0.5913,-0.29,0.0830,0.0192,8.98,0.7921,-0.0493,16.11,-0.6623,0.2625,-0.5123,0.2999,-0.1914,-44.15,-53.13,-1.5876,-1.5876,-1.5876,0.2000,1.500,0.000,0.150,3.500,0.200,0.0000,-0.6042
1779797405.1207,0.197,SERVO,0.1738,0.5564,0.5829,-0.16,0.0831,0.0193,8.86,0.7921,-0.0493,16.11,-0.6622,0.2625,-0.5122,0.3000,-0.1913,-44.15,-53.01,-1.5850,-1.5850,-1.5850,0.2000,1.500,0.000,0.150,3.500,0.200,0.0000,-0.3842
1779797405.2230,0.299,SERVO,0.1719,0.5540,0.5801,-0.19,0.0844,0.0194,8.50,0.7921,-0.0493,16.11,-0.6609,0.2623,-0.5109,0.3013,-0.1910,-44.13,-52.63,-1.5779,-1.5779,-1.5779,0.2000,1.500,0.000,0.150,3.500,0.200,0.0000,-0.1642
1779797405.3205,0.397,SERVO,0.1667,0.5482,0.5730,-0.04,0.0882,0.0200,7.84,0.7921,-0.0493,16.11,-0.6571,0.2618,-0.5071,0.3049,-0.1899,-44.08,-51.93,-1.5654,-1.5654,-1.5654,0.2000,1.500,0.000,0.150,3.500,0.200,0.0000,0.0000
1779797405.4209,0.497,SERVO,0.1645,0.5495,0.5736,0.00,0.0976,0.0211,5.74,0.7921,-0.0493,16.11,-0.6478,0.2603,-0.4978,0.3139,-0.1873,-43.94,-49.68,-1.5227,-1.5227,-1.5227,0.2000,1.500,0.000,0.150,3.500,0.200,0.0000,0.0000
1779797405.5215,0.598,SERVO,0.1645,0.5495,0.5736,0.00,0.1075,0.0218,2.07,0.7921,-0.0493,16.11,-0.6380,0.2581,-0.4880,0.3232,-0.1846,-43.73,-45.80,-1.4408,-1.4408,-1.4408,0.2000,1.500,0.000,0.150,3.500,0.200,0.0000,0.0000
1779797405.6205,0.697,SERVO,0.1645,0.5495,0.5736,0.00,0.1215,0.0219,-1.63,0.7921,-0.0493,16.11,-0.6245,0.2544,-0.4745,0.3362,-0.1809,-43.37,-41.75,-1.3526,-1.3526,-1.3526,0.2000,1.500,0.000,0.150,3.500,0.200,0.0000,0.0000
1779797405.7222,0.799,SERVO,0.1645,0.5495,0.5736,0.00,0.1398,0.0207,-6.85,0.7921,-0.0493,16.11,-0.6073,0.2481,-0.4573,0.3528,-0.1761,-42.74,-35.89,-1.2131,-1.2131,-1.2131,0.2000,1.500,0.000,0.150,3.500,0.200,0.0000,0.0000
1779797405.8218,0.898,SERVO,0.1645,0.5495,0.5736,0.00,0.1605,0.0177,-11.03,0.7921,-0.0493,16.11,-0.5882,0.2396,-0.4382,0.3711,-0.1708,-41.84,-30.81,-1.0872,-1.0872,-1.0872,0.2000,1.500,0.000,0.150,3.500,0.200,0.0000,0.0000
1779797405.9199,0.996,SERVO,0.1645,0.5495,0.5736,0.00,0.1744,0.0143,-15.39,0.7921,-0.0493,16.11,-0.5758,0.2324,-0.4258,0.3830,-0.1674,-41.06,-25.67,-0.9395,-0.9395,-0.9395,0.2000,1.500,0.000,0.150,3.500,0.200,0.0000,0.0000
