wall_time,elapsed_s,phase,cam_tag_x_m,cam_tag_z_m,cam_tag_dist_m,cam_marker_yaw_deg,robot_x,robot_y,robot_yaw_deg,tag_odom_x,tag_odom_y,dock_approach_yaw_deg,t_robot_m,lat_err_m,t_carrot_m,carrot_odom_x,carrot_odom_y,angle_to_carrot_deg,heading_err_deg,wz_proportional,wz_after_deadband,wz_commanded,vx_commanded,k_steer,friction_deadband,lookahead_dist,max_wz,v_linear,actual_vx,actual_wz
1779801428.9267,0.032,SERVO,-0.2802,0.5283,0.5980,0.62,0.1342,-0.0078,-7.96,0.8188,0.1817,15.47,-0.7103,0.0000,-0.5603,0.2788,0.0322,15.47,23.43,1.5902,1.5902,1.5902,0.2000,1.500,0.000,0.150,3.500,0.200,0.0617,-0.1481
1779801429.0280,0.133,SERVO,-0.2878,0.5164,0.5911,0.75,0.1406,-0.0086,-7.99,0.8188,0.1817,15.47,-0.7044,-0.0025,-0.5544,0.2845,0.0338,16.43,24.42,1.6532,1.6532,1.6532,0.2000,1.500,0.000,0.150,3.500,0.200,0.0605,-0.1442
1779801429.1263,0.232,SERVO,-0.2878,0.5164,0.5911,0.75,0.1527,-0.0103,-8.21,0.8188,0.1817,15.47,-0.6931,-0.0074,-0.5431,0.2953,0.0368,18.29,26.50,1.7827,1.7827,1.7827,0.2000,1.500,0.000,0.150,3.500,0.200,0.0000,0.0000
1779801429.2283,0.334,SERVO,-0.2950,0.5032,0.5833,0.63,0.1661,-0.0122,-8.16,0.8188,0.1817,15.47,-0.6807,-0.0128,-0.5307,0.3073,0.0401,20.34,28.50,1.9015,1.9015,1.9015,0.2000,1.500,0.000,0.150,3.500,0.200,0.0000,0.0000
1779801429.3256,0.431,SERVO,-0.2950,0.5032,0.5833,0.63,0.1854,-0.0147,-7.29,0.8188,0.1817,15.47,-0.6628,-0.0204,-0.5128,0.3245,0.0449,23.20,30.49,2.0111,2.0111,2.0111,0.2000,1.500,0.000,0.150,3.500,0.200,0.0000,0.0000
1779801429.4246,0.530,SERVO,-0.2958,0.4947,0.5764,0.52,0.2041,-0.0167,-5.47,0.8188,0.1817,15.47,-0.6453,-0.0272,-0.4953,0.3414,0.0496,25.75,31.22,2.0402,2.0402,2.0402,0.2000,1.500,0.000,0.150,3.500,0.200,0.0000,0.0000
1779801429.5270,0.632,SERVO,-0.2958,0.4947,0.5764,0.52,0.2225,-0.0179,-2.97,0.8188,0.1817,15.47,-0.6279,-0.0333,-0.4779,0.3582,0.0542,27.98,30.95,2.0082,2.0082,2.0082,0.2000,1.500,0.000,0.150,3.500,0.200,0.0000,0.0000
1779801429.6245,0.730,SERVO,-0.2944,0.4860,0.5682,0.71,0.2390,-0.0178,1.21,0.8188,0.1817,15.47,-0.6119,-0.0376,-0.4619,0.3735,0.0584,29.55,28.35,1.8421,1.8421,1.8421,0.2000,1.500,0.000,0.150,3.500,0.200,0.0000,0.0000
1779801429.7248,0.830,SERVO,-0.2864,0.4784,0.5575,0.53,0.2550,-0.0171,4.63,0.8188,0.1817,15.47,-0.5963,-0.0412,-0.4463,0.3886,0.0626,30.83,26.20,1.7026,1.7026,1.7026,0.2000,1.500,0.000,0.150,3.500,0.200,0.0000,0.0000
1779801429.8247,0.930,SERVO,-0.2864,0.4784,0.5575,0.53,0.2741,-0.0147,9.53,0.8188,0.1817,15.47,-0.5773,-0.0440,-0.4273,0.4069,0.0677,31.81,22.28,1.4553,1.4553,1.4553,0.2000,1.500,0.000,0.150,3.500,0.200,0.0000,0.0000
1779801429.9255,1.031,SERVO,-0.2864,0.4784,0.5575,0.53,0.2899,-0.0113,14.59,0.8188,0.1817,15.47,-0.5612,-0.0449,-0.4112,0.4225,0.0720,32.14,17.55,1.1556,1.1556,1.1556,0.2000,1.500,0.000,0.150,3.500,0.200,0.0000,0.0000
1779801430.0271,1.132,SERVO,-0.2668,0.4711,0.5414,0.20,0.3062,-0.0067,18.52,0.8188,0.1817,15.47,-0.5442,-0.0449,-0.3942,0.4388,0.0765,32.12,13.60,0.9012,0.9012,0.9012,0.2000,1.500,0.000,0.150,3.500,0.200,0.0000,0.0000
1779801430.1258,1.231,SERVO,-0.2668,0.4711,0.5414,0.20,0.3253,0.0005,23.48,0.8188,0.1817,15.47,-0.5239,-0.0430,-0.3739,0.4584,0.0819,31.48,7.99,0.5348,0.5348,0.5348,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,0.9012
1779801430.2244,1.330,SERVO,-0.2171,0.4496,0.4993,1.10,0.3433,0.0087,27.29,0.8188,0.1817,15.47,-0.5043,-0.0399,-0.3543,0.4773,0.0872,30.36,3.07,0.2069,0.2069,0.2069,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,0.5348
1779801430.3260,1.431,SERVO,-0.2171,0.4496,0.4993,1.10,0.3629,0.0191,30.62,0.8188,0.1817,15.47,-0.4827,-0.0350,-0.3327,0.4981,0.0929,28.61,-2.01,-0.1364,-0.1364,-0.1364,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,0.2069
1779801430.4251,1.530,SERVO,-0.1499,0.4154,0.4416,0.66,0.3809,0.0300,32.98,0.8188,0.1817,15.47,-0.4625,-0.0294,-0.3125,0.5176,0.0983,26.55,-6.43,-0.4397,-0.4397,-0.4397,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,-0.1364
1779801430.5258,1.631,SERVO,-0.1499,0.4154,0.4416,0.66,0.3978,0.0413,35.06,0.8188,0.1817,15.47,-0.4431,-0.0230,-0.2931,0.5363,0.1035,24.20,-10.86,-0.7450,-0.7450,-0.7450,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,-0.4397
1779801430.6259,1.731,SERVO,-0.1499,0.4154,0.4416,0.66,0.4141,0.0527,36.25,0.8188,0.1817,15.47,-0.4244,-0.0163,-0.2744,0.5543,0.1085,21.68,-14.57,-1.0002,-1.0002,-1.0002,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,-0.7450
1779801430.7257,1.831,SERVO,-0.1103,0.3856,0.4010,0.32,0.4301,0.0645,37.01,0.8188,0.1817,15.47,-0.4058,-0.0092,-0.2558,0.5722,0.1134,18.99,-18.02,-1.2348,-1.2348,-1.2348,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,-1.0002
1779801430.8258,1.931,SERVO,-0.1103,0.3856,0.4010,0.32,0.4468,0.0769,37.01,0.8188,0.1817,15.47,-0.3864,-0.0017,-0.2364,0.5909,0.1186,16.14,-20.87,-1.4250,-1.4250,-1.4250,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,-1.2348
