elapsed_s,timestamp_iso,state,cpu_pct,ram_pct,gpu_pct,cmd_vel_x,cmd_vel_z
0.64,2026-05-25T19:42:39.523030,IDLE,56.5,57.1,0.0,0.0000,0.0000
1.14,2026-05-25T19:42:40.023180,IDLE,70.6,57.2,0.0,0.0000,0.0000
1.64,2026-05-25T19:42:40.525090,IDLE,58.2,57.3,0.0,0.0000,0.0000
2.14,2026-05-25T19:42:41.023865,IDLE,56.4,57.3,0.0,0.0000,0.0000
2.64,2026-05-25T19:42:41.522963,IDLE,57.3,57.2,0.0,0.0000,0.0000
3.14,2026-05-25T19:42:42.023069,IDLE,57.1,57.2,0.0,0.0000,0.0000
3.64,2026-05-25T19:42:42.524877,IDLE,57.6,57.2,0.0,0.0000,0.0000
4.14,2026-05-25T19:42:43.025143,IDLE,59.7,57.3,0.0,0.0000,0.0000
4.64,2026-05-25T19:42:43.524064,IDLE,55.5,57.3,0.0,0.0000,0.0000
5.14,2026-05-25T19:42:44.023440,IDLE,58.0,57.3,0.0,0.0000,0.0000
5.64,2026-05-25T19:42:44.522824,IDLE,56.4,57.3,0.0,0.0000,0.0000
6.14,2026-05-25T19:42:45.023556,IDLE,59.2,57.3,0.0,0.0000,0.0000
6.64,2026-05-25T19:42:45.522897,IDLE,59.6,57.3,0.0,0.0000,0.0000
7.14,2026-05-25T19:42:46.023267,IDLE,57.5,57.3,0.0,0.0000,0.0000
7.64,2026-05-25T19:42:46.522789,IDLE,56.9,57.3,0.0,0.0000,0.0000
8.14,2026-05-25T19:42:47.023427,IDLE,58.9,57.3,0.0,0.0000,0.0000
8.64,2026-05-25T19:42:47.522925,IDLE,58.9,57.3,0.0,0.0000,0.0000
9.14,2026-05-25T19:42:48.024735,IDLE,60.5,57.2,0.0,0.4832,3.1197
9.64,2026-05-25T19:42:48.522569,IDLE,61.7,57.2,0.0,0.4832,3.1197
10.14,2026-05-25T19:42:49.023349,IDLE,62.6,57.3,0.0,0.4832,3.1197
10.64,2026-05-25T19:42:49.522931,IDLE,60.3,57.2,0.0,0.4832,0.0000
11.14,2026-05-25T19:42:50.022977,IDLE,60.2,57.3,0.0,0.4832,3.1197
11.64,2026-05-25T19:42:50.523461,IDLE,62.1,57.3,0.0,0.4832,3.1197
12.14,2026-05-25T19:42:51.022731,IDLE,58.4,57.3,0.0,0.4832,3.1197
12.64,2026-05-25T19:42:51.523360,IDLE,61.3,57.3,0.0,0.4832,3.1197
13.14,2026-05-25T19:42:52.022927,IDLE,59.5,57.3,0.0,0.4832,3.1197
13.64,2026-05-25T19:42:52.522846,IDLE,57.8,57.3,0.0,0.0000,0.0000
14.14,2026-05-25T19:42:53.022957,IDLE,57.9,57.3,0.0,0.0000,0.0000
14.64,2026-05-25T19:42:53.524221,IDLE,59.7,57.3,0.0,0.0000,0.0000
15.14,2026-05-25T19:42:54.023228,IDLE,60.6,57.4,0.0,0.0000,0.0000
15.64,2026-05-25T19:42:54.525142,IDLE,60.1,57.3,0.0,0.0000,0.0000
16.14,2026-05-25T19:42:55.023709,IDLE,58.8,57.2,0.0,0.0000,0.0000
16.64,2026-05-25T19:42:55.522558,IDLE,61.2,57.2,0.0,0.0000,0.0000
17.14,2026-05-25T19:42:56.023582,IDLE,60.6,57.3,0.0,0.0000,0.0000
17.64,2026-05-25T19:42:56.522762,IDLE,64.2,57.3,0.0,0.0000,0.0000
18.14,2026-05-25T19:42:57.022732,IDLE,67.5,57.3,0.0,0.0000,0.0000
18.64,2026-05-25T19:42:57.522898,IDLE,60.6,57.3,0.0,0.0000,0.0000
0.27,2026-05-25T19:42:58.022601,VISUAL_HOMING,62.5,57.4,0.0,0.0000,0.0000
