timestamp_iso,event_type,description,value
2026-05-25T19:50:54.264957,NODE_START,DockingSupervisor initialised,
2026-05-25T19:51:20.121876,GOAL_POSE,RViz zone goal received,"(1.96,0.79)"
2026-05-25T19:51:20.126578,GOAL_ACCEPTED,Nav2 goal accepted and tracking started,
2026-05-25T19:51:20.137801,STATE_CHANGE,Transitioned to VISUAL_HOMING,"marker2_dist=1.256 odom=(1.28,0.65)"
2026-05-25T19:51:20.144466,GOAL_SENT,Visual homing nav goal sent,"standoff=(1.048,0.464) approach_deg=39.4"
2026-05-25T19:51:20.152553,GOAL_ACCEPTED,Nav2 goal accepted and tracking started,
2026-05-25T19:51:32.024654,STATE_CHANGE,Transitioned to LOCAL_SEARCH,visual homing failed status=6
2026-05-25T19:51:32.038353,STATE_CHANGE,Transitioned to LOCAL_SEARCH,"origin=(0.22,-0.22) waypoints=16"
2026-05-25T19:51:32.047870,GOAL_ACCEPTED,Spiral NavigateThroughPoses goal accepted,
2026-05-25T19:51:32.095697,STATE_CHANGE,Transitioned to VISUAL_HOMING,"marker2_dist=1.163 odom=(1.21,0.61)"
2026-05-25T19:51:32.097782,GOAL_SENT,Visual homing nav goal sent,"standoff=(0.977,0.418) approach_deg=40.0"
2026-05-25T19:51:32.108692,GOAL_ACCEPTED,Nav2 goal accepted and tracking started,
2026-05-25T19:51:32.115987,STATE_CHANGE,Transitioned to LOCAL_SEARCH,visual homing failed status=6
2026-05-25T19:51:32.119114,STATE_CHANGE,Transitioned to LOCAL_SEARCH,"origin=(0.22,-0.22) waypoints=16"
2026-05-25T19:51:32.127009,GOAL_ACCEPTED,Spiral NavigateThroughPoses goal accepted,
2026-05-25T19:51:32.130920,STATE_CHANGE,Transitioned to VISUAL_HOMING,"marker2_dist=1.183 odom=(1.22,0.63)"
2026-05-25T19:51:32.132335,GOAL_SENT,Visual homing nav goal sent,"standoff=(0.990,0.432) approach_deg=40.1"
2026-05-25T19:51:32.143080,GOAL_ACCEPTED,Nav2 goal accepted and tracking started,
2026-05-25T19:51:32.151845,STATE_CHANGE,Transitioned to LOCAL_SEARCH,visual homing failed status=6
2026-05-25T19:51:32.161701,STATE_CHANGE,Transitioned to VISUAL_HOMING,"marker2_dist=1.166 odom=(1.21,0.61)"
2026-05-25T19:51:32.164013,GOAL_SENT,Visual homing nav goal sent,"standoff=(0.977,0.421) approach_deg=40.1"
2026-05-25T19:51:32.171034,STATE_CHANGE,Transitioned to LOCAL_SEARCH,"origin=(0.22,-0.22) waypoints=16"
2026-05-25T19:51:32.180484,GOAL_ACCEPTED,Spiral NavigateThroughPoses goal accepted,
2026-05-25T19:51:32.180632,GOAL_ACCEPTED,Nav2 goal accepted and tracking started,
2026-05-25T19:52:33.080770,STATE_CHANGE,Transitioned to LOCAL_SEARCH,visual homing failed status=6
2026-05-25T19:52:33.086230,STATE_CHANGE,Transitioned to LOCAL_SEARCH,"origin=(0.65,-0.19) waypoints=16"
2026-05-25T19:52:33.093736,GOAL_ACCEPTED,Spiral NavigateThroughPoses goal accepted,
2026-05-25T19:52:45.387779,STATE_CHANGE,Transitioned to VISUAL_HOMING,"marker2_dist=0.963 odom=(1.17,0.72)"
2026-05-25T19:52:45.390843,GOAL_SENT,Visual homing nav goal sent,"standoff=(1.028,0.462) approach_deg=60.9"
2026-05-25T19:52:45.415768,GOAL_ACCEPTED,Nav2 goal accepted and tracking started,
2026-05-25T19:52:45.427081,STATE_CHANGE,Transitioned to LOCAL_SEARCH,visual homing failed status=6
2026-05-25T19:52:45.430767,STATE_CHANGE,Transitioned to LOCAL_SEARCH,"origin=(0.66,-0.21) waypoints=16"
2026-05-25T19:52:45.443281,STATE_CHANGE,Transitioned to VISUAL_HOMING,"marker2_dist=0.961 odom=(1.17,0.73)"
2026-05-25T19:52:45.455375,GOAL_ACCEPTED,Spiral NavigateThroughPoses goal accepted,
2026-05-25T19:52:45.476436,GOAL_SENT,Visual homing nav goal sent,"standoff=(1.022,0.464) approach_deg=61.4"
2026-05-25T19:52:45.489446,GOAL_ACCEPTED,Nav2 goal accepted and tracking started,
2026-05-25T19:52:45.506283,STATE_CHANGE,Transitioned to LOCAL_SEARCH,visual homing failed status=6
2026-05-25T19:52:45.508887,STATE_CHANGE,Transitioned to LOCAL_SEARCH,"origin=(0.66,-0.21) waypoints=16"
2026-05-25T19:52:45.512735,GOAL_ACCEPTED,Spiral NavigateThroughPoses goal accepted,
2026-05-25T19:52:45.597029,STATE_CHANGE,Transitioned to IDLE,spiral_status=6
2026-05-25T19:53:22.706678,STATE_CHANGE,Transitioned to IDLE,spiral_status=6
