timestamp_iso,event_type,description,value
2026-05-25T21:48:33.484213,NODE_START,DockingSupervisor (RPP + Visual Servo) initialised,
2026-05-25T21:49:19.508858,GOAL_POSE,RViz zone goal received,"(1.26,0.69)"
2026-05-25T21:49:19.519840,GOAL_ACCEPTED,Nav2 goal accepted,
2026-05-25T21:49:19.541803,STATE_CHANGE,Transitioned to VISUAL_HOMING,marker2_dist=1.372
2026-05-25T21:49:19.547631,GOAL_SENT,Visual homing nav goal sent,"standoff=(1.266,1.231)"
2026-05-25T21:49:19.565541,GOAL_ACCEPTED,Nav2 goal accepted,
2026-05-25T21:49:31.407038,STATE_CHANGE,Transitioned to BUFFERING_ROUGH,marker2_dist=0.595 (homing exit)
2026-05-25T21:49:32.174905,STATE_CHANGE,Transitioned to NAV_TO_STAGING,"goal=(1.627,2.077) yaw=-106.3deg"
2026-05-25T21:49:32.189089,GOAL_ACCEPTED,Nav2 goal accepted,
2026-05-25T21:49:45.456406,STATE_CHANGE,Transitioned to VISUAL_SERVO_DOCK,marker3_dist=0.717
2026-05-25T21:49:48.185740,SAFETY_ABORT,Visual servo: marker lost >2 s,
