timestamp_iso,event_type,description,value
2026-05-26T03:38:01.469157,MISSION_SUCCESS,Blind approach: standoff reached,traveled=0.151 target=0.150
2026-05-26T03:40:16.323845,RESET,Mission reset — returned to IDLE,
2026-05-26T03:40:16.333125,GOAL_POSE,RViz zone goal received,"(-0.10,-0.15)"
2026-05-26T03:40:16.339194,GOAL_ACCEPTED,Nav2 goal accepted,
2026-05-26T03:40:16.441668,STATE_CHANGE,Transitioned to VISUAL_SERVO_DOCK,marker3_dist=0.596
2026-05-26T03:40:18.467653,BLIND_APPROACH,Handoff to dead-reckoning,marker_z=0.344 target=0.150
2026-05-26T03:40:19.267124,MISSION_SUCCESS,Blind approach: standoff reached,traveled=0.152 target=0.150
2026-05-26T03:41:01.545652,RESET,Mission reset — returned to IDLE,
2026-05-26T03:41:01.553017,GOAL_POSE,RViz zone goal received,"(-0.02,-0.20)"
2026-05-26T03:41:01.556727,GOAL_ACCEPTED,Nav2 goal accepted,
2026-05-26T03:41:01.646999,STATE_CHANGE,Transitioned to VISUAL_SERVO_DOCK,marker3_dist=0.608
2026-05-26T03:41:03.766227,BLIND_APPROACH,Tag lost at close range — blind handoff,last_z=0.395 est_z=0.287 tag_age=0.54
2026-05-26T03:41:04.171723,MISSION_SUCCESS,Blind approach: standoff reached,traveled=0.089 target=0.087
2026-05-26T03:49:54.939776,RESET,Mission reset — returned to IDLE,
2026-05-26T03:49:54.941945,GOAL_POSE,RViz zone goal received,"(-0.03,-0.36)"
2026-05-26T03:49:54.948650,GOAL_ACCEPTED,Nav2 goal accepted,
2026-05-26T03:49:55.049207,STATE_CHANGE,Transitioned to VISUAL_SERVO_DOCK,marker3_dist=0.665
2026-05-26T03:49:58.867062,SAFETY_ABORT,Visual servo: marker lost >2 s,
2026-05-26T03:50:38.739610,RESET,Mission reset — returned to IDLE,
2026-05-26T03:50:38.741206,GOAL_POSE,RViz zone goal received,"(-0.24,-0.20)"
2026-05-26T03:50:38.749099,GOAL_ACCEPTED,Nav2 goal accepted,
2026-05-26T03:50:38.796959,STATE_CHANGE,Transitioned to VISUAL_SERVO_DOCK,marker3_dist=0.651
2026-05-26T03:50:41.073128,BLIND_APPROACH,Tag lost at close range — blind handoff,last_z=0.417 est_z=0.313 tag_age=0.52
2026-05-26T03:50:41.671587,MISSION_SUCCESS,Blind approach: standoff reached,traveled=0.117 target=0.113
2026-05-26T03:51:00.840408,RESET,Mission reset — returned to IDLE,
2026-05-26T03:51:00.842099,GOAL_POSE,RViz zone goal received,"(-0.47,-0.03)"
2026-05-26T03:51:00.847288,GOAL_ACCEPTED,Nav2 goal accepted,
2026-05-26T03:51:00.854546,STATE_CHANGE,Transitioned to VISUAL_SERVO_DOCK,marker3_dist=0.652
2026-05-26T03:51:03.569281,BLIND_APPROACH,Tag lost at close range — blind handoff,last_z=0.397 est_z=0.279 tag_age=0.59
2026-05-26T03:51:03.966863,MISSION_SUCCESS,Blind approach: standoff reached,traveled=0.082 target=0.079
