timestamp_iso,event_type,description,value
2026-05-26T14:20:26.269438,NODE_START,DockingSupervisor (RPP + Visual Servo) initialised,
2026-05-26T14:20:39.149961,GOAL_POSE,RViz zone goal received,"(0.32,-0.01)"
2026-05-26T14:20:39.154027,GOAL_ACCEPTED,Nav2 goal accepted,
2026-05-26T14:20:39.160362,STATE_CHANGE,Transitioned to VISUAL_HOMING,marker3_dist=0.722
2026-05-26T14:20:39.162690,GOAL_SENT,Visual homing nav goal sent,"standoff=(0.516,0.157)"
2026-05-26T14:20:39.171234,GOAL_ACCEPTED,Nav2 goal accepted,
2026-05-26T14:20:42.157053,STATE_CHANGE,Transitioned to VISUAL_SERVO_DOCK,marker3_dist=0.598
2026-05-26T14:20:44.273700,SAFETY_ABORT,Visual servo: marker lost >2 s,
2026-05-26T14:21:21.410719,RESET,Mission reset — returned to IDLE,
2026-05-26T14:21:21.417502,GOAL_POSE,RViz zone goal received,"(0.17,-0.05)"
2026-05-26T14:21:21.422708,GOAL_ACCEPTED,Nav2 goal accepted,
2026-05-26T14:21:21.481923,STATE_CHANGE,Transitioned to VISUAL_HOMING,marker3_dist=0.602
2026-05-26T14:21:21.484014,GOAL_SENT,Visual homing nav goal sent,"standoff=(0.526,0.125)"
2026-05-26T14:21:21.496521,GOAL_ACCEPTED,Nav2 goal accepted,
2026-05-26T14:21:22.483364,STATE_CHANGE,Transitioned to VISUAL_SERVO_DOCK,marker3_dist=0.597
2026-05-26T14:21:25.475677,BLIND_APPROACH,Handoff to dead-reckoning,marker_z=0.349 target=0.150
2026-05-26T14:21:26.270372,MISSION_SUCCESS,Blind approach: standoff reached,traveled=0.162 target=0.150
