wall_time,elapsed_s,phase,cam_tag_x_m,cam_tag_z_m,cam_tag_dist_m,cam_marker_yaw_deg,robot_x,robot_y,robot_yaw_deg,tag_odom_x,tag_odom_y,dock_approach_yaw_deg,t_robot_m,lat_err_m,t_carrot_m,carrot_odom_x,carrot_odom_y,angle_to_carrot_deg,heading_err_deg,wz_proportional,wz_after_deadband,wz_commanded,vx_commanded,k_steer,friction_deadband,lookahead_dist,max_wz,v_linear,actual_vx,actual_wz
1779768800.9503,0.088,SERVO,0.2736,0.7222,0.7723,1.48,0.0003,-0.0000,2.08,0.8482,-0.2736,1.74,-0.8269,0.2948,-0.2000,0.6513,-0.2796,-23.23,-23.23,-0.4452,-0.4452,-0.4452,0.2000,2.000,0.000,0.100,3.500,0.200,0.0000,0.0000
1779768801.0518,0.190,SERVO,0.2736,0.7222,0.7723,1.48,-0.0003,-0.0001,2.02,0.8482,-0.2736,1.74,-0.8269,0.2948,-0.2000,0.6513,-0.2796,-23.23,-23.23,-0.4452,-0.4452,-0.4452,0.2000,2.000,0.000,0.100,3.500,0.200,0.2000,-0.4452
1779768801.1512,0.289,SERVO,0.2742,0.7236,0.7738,1.39,0.0016,0.0000,1.95,0.8496,-0.2742,2.21,-0.8266,0.3023,-0.2000,0.6526,-0.2818,-23.35,-23.35,-0.4461,-0.4461,-0.4461,0.2000,2.000,0.000,0.100,3.500,0.200,0.2000,-0.4452
1779768801.2505,0.388,SERVO,0.2754,0.7253,0.7758,1.18,0.0071,0.0002,2.21,0.8513,-0.2754,2.94,-0.8267,0.3152,-0.2000,0.6538,-0.2855,-23.59,-23.59,-0.4488,-0.4488,-0.4488,0.2000,2.000,0.000,0.100,3.500,0.200,0.2000,-0.4461
1779768801.3507,0.489,SERVO,0.2763,0.7252,0.7761,0.73,0.0214,0.0008,2.44,0.8512,-0.2763,3.19,-0.8292,0.3212,-0.2000,0.6528,-0.2873,-23.76,-23.76,-0.4518,-0.4518,-0.4518,0.2000,2.000,0.000,0.100,3.500,0.200,0.2000,-0.4488
1779768801.4552,0.593,SERVO,0.2791,0.7264,0.7782,1.08,0.0405,0.0016,2.74,0.8524,-0.2791,1.17,-0.8353,0.2924,-0.2000,0.6551,-0.2831,-23.37,-23.37,-0.4447,-0.4447,-0.4447,0.2000,2.000,0.000,0.100,3.500,0.200,0.2000,-0.4518
1779768801.5520,0.690,SERVO,0.2777,0.7152,0.7672,1.31,0.0634,0.0028,3.14,0.8412,-0.2777,3.38,-0.8118,0.3223,-0.2000,0.6444,-0.2893,-24.18,-24.18,-0.4639,-0.4639,-0.4639,0.2000,2.000,0.000,0.100,3.500,0.200,0.2000,-0.4447
1779768801.6525,0.790,SERVO,0.2777,0.7152,0.7672,1.31,0.0836,0.0039,3.13,0.8412,-0.2777,3.38,-0.8118,0.3223,-0.2000,0.6444,-0.2893,-24.18,-24.18,-0.4639,-0.4639,-0.4639,0.2000,2.000,0.000,0.100,3.500,0.200,0.2000,-0.4639
1779768801.7516,0.889,SERVO,0.2777,0.7152,0.7672,1.31,0.1042,0.0049,2.90,0.8412,-0.2777,3.38,-0.8118,0.3223,-0.2000,0.6444,-0.2893,-24.18,-24.18,-0.4639,-0.4639,-0.4639,0.2000,2.000,0.000,0.100,3.500,0.200,0.2000,-0.4639
1779768801.8506,0.989,SERVO,0.2777,0.7025,0.7554,1.95,0.1232,0.0058,2.68,0.8285,-0.2777,3.04,-0.7957,0.3146,-0.2000,0.6330,-0.2881,-24.47,-24.47,-0.4766,-0.4766,-0.4766,0.2000,2.000,0.000,0.100,3.500,0.200,0.2000,-0.4639
