elapsed_s,timestamp_iso,state,cpu_pct,ram_pct,gpu_pct,cmd_vel_x,cmd_vel_z
0.67,2026-05-25T19:48:24.457257,IDLE,58.0,58.0,0.0,0.0000,0.0000
1.17,2026-05-25T19:48:24.956490,IDLE,71.9,58.0,0.0,0.0000,0.0000
1.67,2026-05-25T19:48:25.457010,IDLE,58.1,58.0,0.0,0.0000,0.0000
2.17,2026-05-25T19:48:25.957601,IDLE,62.7,58.0,0.0,0.0000,0.0000
2.67,2026-05-25T19:48:26.456510,IDLE,60.6,58.0,0.0,0.0000,0.0000
3.17,2026-05-25T19:48:26.957512,IDLE,62.7,58.1,0.0,0.0000,0.0000
3.68,2026-05-25T19:48:27.465441,IDLE,62.2,58.1,0.0,0.0000,0.0000
4.17,2026-05-25T19:48:27.959191,IDLE,60.8,58.0,0.0,0.0000,0.0000
4.67,2026-05-25T19:48:28.456556,IDLE,61.7,58.1,0.0,0.0000,0.0000
5.18,2026-05-25T19:48:28.964083,IDLE,61.4,58.0,0.0,0.0000,0.0000
5.67,2026-05-25T19:48:29.457084,IDLE,62.3,58.1,0.0,0.0000,0.0000
6.17,2026-05-25T19:48:29.957412,IDLE,60.7,58.1,0.0,0.0000,0.0000
6.67,2026-05-25T19:48:30.456872,IDLE,61.0,58.1,0.0,0.0000,0.0000
7.17,2026-05-25T19:48:30.962346,IDLE,65.6,58.0,0.0,0.0000,0.0000
7.67,2026-05-25T19:48:31.457068,IDLE,63.0,58.0,0.0,0.0000,0.0000
8.17,2026-05-25T19:48:31.957448,IDLE,64.3,58.0,0.0,0.0000,0.0000
8.67,2026-05-25T19:48:32.460147,IDLE,59.1,58.0,0.0,0.0000,0.0000
9.17,2026-05-25T19:48:32.957149,IDLE,62.9,58.0,0.0,0.0000,0.0000
9.67,2026-05-25T19:48:33.457166,IDLE,64.7,58.2,0.0,0.0000,0.0000
10.17,2026-05-25T19:48:33.961086,IDLE,59.8,58.2,0.0,0.0000,0.0000
10.67,2026-05-25T19:48:34.457558,IDLE,63.5,58.2,0.0,0.0000,0.0000
11.17,2026-05-25T19:48:34.961494,IDLE,61.0,58.1,0.0,0.0000,0.0000
11.67,2026-05-25T19:48:35.456565,IDLE,64.1,58.1,0.0,0.0000,0.0000
12.17,2026-05-25T19:48:35.957358,IDLE,61.0,58.3,0.0,0.0000,0.0000
12.67,2026-05-25T19:48:36.457031,IDLE,59.2,58.2,0.0,0.0000,0.0000
13.17,2026-05-25T19:48:36.957466,IDLE,64.0,58.2,0.0,0.0000,0.0000
13.67,2026-05-25T19:48:37.457792,IDLE,61.3,58.2,0.0,0.0000,0.0000
14.17,2026-05-25T19:48:37.956969,IDLE,61.6,58.2,0.0,0.0000,0.0000
14.67,2026-05-25T19:48:38.461924,IDLE,60.1,58.2,0.0,0.0000,0.0000
15.17,2026-05-25T19:48:38.957427,IDLE,63.4,58.2,0.0,0.0000,0.0000
15.67,2026-05-25T19:48:39.460953,IDLE,63.1,58.2,0.0,0.0000,0.0000
16.17,2026-05-25T19:48:39.958411,IDLE,63.8,58.2,0.0,0.0000,0.0000
16.67,2026-05-25T19:48:40.457383,IDLE,61.3,58.2,0.0,0.0000,0.0000
17.17,2026-05-25T19:48:40.957266,IDLE,60.1,58.2,0.0,0.0000,0.0000
