wall_time,elapsed_s,phase,cam_tag_x_m,cam_tag_z_m,cam_tag_dist_m,cam_marker_yaw_deg,robot_x,robot_y,robot_yaw_deg,tag_odom_x,tag_odom_y,dock_approach_yaw_deg,t_robot_m,lat_err_m,t_carrot_m,carrot_odom_x,carrot_odom_y,angle_to_carrot_deg,heading_err_deg,wz_proportional,wz_after_deadband,wz_commanded,vx_commanded,k_steer,friction_deadband,lookahead_dist,max_wz,v_linear,actual_vx,actual_wz
1779808733.3999,0.069,SERVO,-0.0746,0.5721,0.5769,0.05,0.2214,0.0358,20.27,0.8504,0.3477,26.37,-0.7021,0.0000,-0.5521,0.3558,0.1025,26.37,6.10,0.4253,0.4253,0.4253,0.2000,1.500,0.000,0.150,3.500,0.200,0.0000,0.5295
1779808733.4938,0.163,SERVO,-0.0575,0.5566,0.5596,0.09,0.2202,0.0354,20.00,0.8504,0.3477,26.37,-0.7033,0.0001,-0.5533,0.3547,0.1019,26.32,6.32,0.4405,0.4405,0.4405,0.2000,1.500,0.000,0.150,3.500,0.200,0.0000,0.3095
1779808733.5937,0.263,SERVO,-0.0501,0.5499,0.5522,0.10,0.2210,0.0356,20.25,0.8504,0.3477,26.37,-0.7025,0.0000,-0.5525,0.3554,0.1022,26.36,6.11,0.4255,0.4255,0.4255,0.2000,1.500,0.000,0.150,3.500,0.200,0.0000,0.0895
1779808733.6971,0.367,SERVO,-0.0435,0.5444,0.5461,0.14,0.2210,0.0357,20.39,0.8504,0.3477,26.37,-0.7025,0.0000,-0.5525,0.3554,0.1023,26.36,5.97,0.4162,0.4162,0.4162,0.2000,1.500,0.000,0.150,3.500,0.200,0.0000,0.0000
1779808733.7920,0.461,SERVO,-0.0221,0.5257,0.5262,0.22,0.2213,0.0357,20.51,0.8504,0.3477,26.37,-0.7022,-0.0000,-0.5522,0.3556,0.1024,26.37,5.87,0.4088,0.4088,0.4088,0.2000,1.500,0.000,0.150,3.500,0.200,0.0000,0.0000
1779808733.8923,0.562,SERVO,-0.0221,0.5257,0.5262,0.22,0.2211,0.0357,20.35,0.8504,0.3477,26.37,-0.7024,0.0000,-0.5524,0.3555,0.1023,26.37,6.02,0.4193,0.4193,0.4193,0.2000,1.500,0.000,0.150,3.500,0.200,0.0000,0.0000
1779808733.9908,0.660,SERVO,-0.0145,0.5193,0.5195,0.19,0.2216,0.0358,20.13,0.8504,0.3477,26.37,-0.7019,-0.0001,-0.5519,0.3559,0.1025,26.39,6.26,0.4363,0.4363,0.4363,0.2000,1.500,0.000,0.150,3.500,0.200,0.0000,0.0000
1779808734.0948,0.764,SERVO,-0.0055,0.5123,0.5123,0.26,0.2212,0.0357,19.99,0.8504,0.3477,26.37,-0.7023,-0.0000,-0.5523,0.3556,0.1023,26.37,6.38,0.4448,0.4448,0.4448,0.2000,1.500,0.000,0.150,3.500,0.200,0.0000,0.0000
1779808734.1919,0.861,SERVO,0.0009,0.5065,0.5065,0.25,0.2210,0.0356,19.73,0.8504,0.3477,26.37,-0.7025,0.0000,-0.5525,0.3554,0.1022,26.37,6.64,0.4624,0.4624,0.4624,0.2000,1.500,0.000,0.150,3.500,0.200,0.0000,0.0000
1779808734.2929,0.962,SERVO,0.0058,0.5028,0.5028,0.38,0.2211,0.0357,19.84,0.8504,0.3477,26.37,-0.7024,-0.0000,-0.5524,0.3555,0.1023,26.38,6.53,0.4550,0.4550,0.4550,0.2000,1.500,0.000,0.150,3.500,0.200,0.0000,0.0000
1779808734.3918,1.061,SERVO,0.0083,0.5007,0.5008,0.38,0.2213,0.0357,19.96,0.8504,0.3477,26.37,-0.7022,-0.0000,-0.5522,0.3557,0.1024,26.38,6.43,0.4476,0.4476,0.4476,0.2000,1.500,0.000,0.150,3.500,0.200,0.0000,0.0000
1779808734.4930,1.162,SERVO,0.0104,0.4996,0.4998,0.28,0.2213,0.0357,20.18,0.8504,0.3477,26.37,-0.7022,-0.0000,-0.5522,0.3557,0.1024,26.39,6.21,0.4324,0.4324,0.4324,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,0.4476
1779808734.5912,1.261,SERVO,0.0104,0.4996,0.4998,0.28,0.2219,0.0359,20.39,0.8504,0.3477,26.37,-0.7016,-0.0001,-0.5516,0.3562,0.1027,26.41,6.02,0.4196,0.4196,0.4196,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,0.4324
1779808734.6902,1.360,SERVO,0.0134,0.4947,0.4948,0.51,0.2242,0.0368,20.50,0.8504,0.3477,26.37,-0.6991,-0.0004,-0.5491,0.3584,0.1038,26.52,6.02,0.4197,0.4197,0.4197,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,0.4196
1779808734.7962,1.466,SERVO,0.0169,0.4982,0.4985,0.29,0.2307,0.0393,21.93,0.8504,0.3477,26.37,-0.6922,-0.0010,-0.5422,0.3646,0.1068,26.76,4.83,0.3370,0.3370,0.3370,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,0.4197
1779808734.8917,1.561,SERVO,0.0169,0.4982,0.4985,0.29,0.2441,0.0451,25.14,0.8504,0.3477,26.37,-0.6776,-0.0018,-0.5276,0.3777,0.1133,27.05,1.91,0.1334,0.1334,0.1334,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,0.3370
1779808734.9869,1.656,SERVO,0.0169,0.4982,0.4985,0.29,0.2567,0.0513,27.50,0.8504,0.3477,26.37,-0.6636,-0.0018,-0.5136,0.3903,0.1196,27.07,-0.43,-0.0301,0.0000,0.0000,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,0.1334
1779808735.0970,1.766,SERVO,0.0169,0.4982,0.4985,0.29,0.2746,0.0609,29.82,0.8504,0.3477,26.37,-0.6433,-0.0012,-0.4933,0.4085,0.1286,26.83,-2.99,-0.2090,-0.2090,-0.2090,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,0.0000
1779808735.1960,1.865,SERVO,0.0169,0.4982,0.4985,0.29,0.2937,0.0723,32.38,0.8504,0.3477,26.37,-0.6211,0.0006,-0.4711,0.4284,0.1384,26.16,-6.23,-0.4340,-0.4340,-0.4340,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,-0.2090
1779808735.3906,2.057,BLIND,0.1657,0.3696,0.4050,2.19,0.3294,0.0962,35.84,0.8281,0.2521,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,0.0000
1779808735.4881,2.157,BLIND,0.1671,0.3675,0.4037,1.86,0.3462,0.1083,36.71,0.8369,0.2617,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,0.0000
1779808735.5888,2.256,BLIND,0.1682,0.3643,0.4012,1.70,0.3645,0.1217,36.92,0.8446,0.2742,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,0.0000
1779808735.6880,2.356,BLIND,0.1694,0.3588,0.3968,1.44,0.3825,0.1354,37.41,0.8706,0.2954,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,0.0000
1779808735.7936,2.460,BLIND,0.1708,0.3492,0.3887,1.35,0.3979,0.1472,37.57,0.8787,0.3016,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,0.0000
1779808735.8906,2.558,BLIND,0.1708,0.3492,0.3887,1.35,0.4129,0.1588,37.80,0.8787,0.3016,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,0.0000
1779808735.9869,2.656,BLIND,0.1708,0.3492,0.3887,1.35,0.4279,0.1704,37.91,0.8787,0.3016,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,0.0000
1779808736.0891,2.759,BLIND,0.1708,0.3492,0.3887,1.35,0.4413,0.1810,38.29,0.8787,0.3016,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,0.0000
1779808736.1910,2.856,BLIND,0.1708,0.3492,0.3887,1.35,0.4554,0.1921,38.37,0.8787,0.3016,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,0.0000
