elapsed_s,timestamp_iso,state,cpu_pct,ram_pct,gpu_pct,cmd_vel_x,cmd_vel_z
0.63,2026-05-25T19:36:13.348458,IDLE,56.2,57.6,0.0,0.0000,0.0000
1.13,2026-05-25T19:36:13.848819,IDLE,65.3,57.7,0.0,0.0000,0.0000
1.63,2026-05-25T19:36:14.346848,IDLE,60.0,57.8,0.0,0.0000,0.0000
2.13,2026-05-25T19:36:14.850588,IDLE,60.5,57.7,0.0,0.0000,0.0000
2.63,2026-05-25T19:36:15.346999,IDLE,58.1,57.7,0.0,0.0000,0.0000
3.13,2026-05-25T19:36:15.848451,IDLE,62.1,57.7,0.0,0.0000,0.0000
3.63,2026-05-25T19:36:16.347662,IDLE,62.5,57.7,0.0,0.0000,0.0000
4.13,2026-05-25T19:36:16.848173,IDLE,58.6,57.7,0.0,0.0000,0.0000
4.63,2026-05-25T19:36:17.346845,IDLE,61.3,57.7,0.0,0.0000,0.0000
5.13,2026-05-25T19:36:17.847455,IDLE,59.9,57.7,0.0,0.0000,0.0000
5.63,2026-05-25T19:36:18.347841,IDLE,59.3,57.7,0.0,0.0000,0.0000
6.13,2026-05-25T19:36:18.848168,IDLE,60.2,57.7,0.0,0.0000,0.0000
6.63,2026-05-25T19:36:19.347711,IDLE,58.7,57.7,0.0,0.0000,0.0000
7.13,2026-05-25T19:36:19.848050,IDLE,58.6,57.7,0.0,0.0000,0.0000
7.63,2026-05-25T19:36:20.347211,IDLE,60.9,57.7,0.0,0.0000,0.0000
8.13,2026-05-25T19:36:20.846817,IDLE,61.8,57.7,0.0,0.0000,0.0000
8.63,2026-05-25T19:36:21.346400,IDLE,56.7,57.7,0.0,0.0000,0.0000
9.13,2026-05-25T19:36:21.847542,IDLE,57.0,57.7,0.0,0.0000,0.0000
9.63,2026-05-25T19:36:22.348170,IDLE,61.5,57.7,0.0,0.0000,0.0000
10.13,2026-05-25T19:36:22.850207,IDLE,59.0,57.6,0.0,0.0000,0.0000
10.63,2026-05-25T19:36:23.346911,IDLE,59.7,57.7,0.0,0.0000,0.0000
11.13,2026-05-25T19:36:23.848483,IDLE,56.4,57.6,0.0,0.0000,0.0000
11.63,2026-05-25T19:36:24.348501,IDLE,59.7,57.7,0.0,0.0000,0.0000
12.13,2026-05-25T19:36:24.848330,IDLE,58.0,57.7,0.0,0.0000,0.0000
12.63,2026-05-25T19:36:25.347407,IDLE,57.5,57.7,0.0,0.0000,0.0000
13.13,2026-05-25T19:36:25.848019,IDLE,58.6,57.7,0.0,0.0000,0.0000
13.63,2026-05-25T19:36:26.347670,IDLE,57.8,57.7,0.0,0.0000,0.0000
14.13,2026-05-25T19:36:26.847491,IDLE,56.4,57.7,0.0,0.0000,0.0000
14.63,2026-05-25T19:36:27.347879,IDLE,59.3,57.7,0.0,0.0000,0.0000
15.13,2026-05-25T19:36:27.847674,IDLE,59.9,57.7,0.0,0.0000,0.0000
15.63,2026-05-25T19:36:28.347532,IDLE,59.3,57.7,0.0,0.0000,0.0000
16.13,2026-05-25T19:36:28.848169,IDLE,60.0,57.7,0.0,0.0000,0.0000
16.63,2026-05-25T19:36:29.347119,IDLE,58.4,57.7,0.0,0.0000,0.0000
17.13,2026-05-25T19:36:29.847781,IDLE,56.3,57.7,0.0,0.0000,0.0000
17.63,2026-05-25T19:36:30.347942,IDLE,62.0,57.7,0.0,0.0000,0.0000
18.13,2026-05-25T19:36:30.847816,IDLE,59.9,57.7,0.0,0.0000,0.0000
18.63,2026-05-25T19:36:31.348257,IDLE,57.0,57.7,0.0,0.0000,0.0000
