wall_time,elapsed_s,phase,cam_tag_x_m,cam_tag_z_m,cam_tag_dist_m,cam_marker_yaw_deg,robot_x,robot_y,robot_yaw_deg,tag_odom_x,tag_odom_y,dock_approach_yaw_deg,t_robot_m,lat_err_m,t_carrot_m,carrot_odom_x,carrot_odom_y,angle_to_carrot_deg,heading_err_deg,wz_proportional,wz_after_deadband,wz_commanded,vx_commanded,k_steer,friction_deadband,lookahead_dist,max_wz,v_linear,actual_vx,actual_wz
1779767673.7297,0.051,SERVO,-0.2950,0.6090,0.6767,-0.24,0.0006,-0.0001,3.19,0.7181,0.3355,48.29,-0.7279,0.3124,0.2000,0.8511,0.4848,29.69,26.49,0.2734,0.2734,0.2734,0.2000,1.500,0.000,0.150,3.500,0.200,0.0000,0.0000
1779767673.8273,0.149,SERVO,-0.2950,0.6090,0.6767,-0.24,0.0012,-0.0001,3.23,0.7181,0.3355,48.29,-0.7275,0.3119,0.2000,0.8511,0.4848,29.70,26.47,0.2733,0.2733,0.2733,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,0.2734
1779767673.9239,0.246,SERVO,-0.2944,0.6077,0.6752,0.05,0.0038,0.0001,3.10,0.7190,0.3339,48.29,-0.7251,0.3118,0.2000,0.8521,0.4833,29.66,26.57,0.2749,0.2749,0.2749,0.2000,1.500,0.000,0.150,3.500,0.200,0.1863,-0.0582
1779767674.0320,0.354,SERVO,-0.2905,0.6013,0.6678,1.85,0.0074,0.0003,3.28,0.7168,0.3319,48.29,-0.7196,0.3090,0.2000,0.8499,0.4812,29.72,26.44,0.2754,0.2754,0.2754,0.2000,1.500,0.000,0.150,3.500,0.200,0.1840,-0.0468
1779767674.1258,0.448,SERVO,-0.2905,0.6013,0.6678,1.85,0.0172,0.0008,3.35,0.7168,0.3319,48.29,-0.7127,0.3021,0.2000,0.8499,0.4812,29.98,26.63,0.2797,0.2797,0.2797,0.2000,1.500,0.000,0.150,3.500,0.200,0.1814,-0.0443
1779767674.2241,0.546,SERVO,-0.2905,0.6013,0.6678,1.85,0.0335,0.0019,4.02,0.7168,0.3319,48.29,-0.7010,0.2906,0.2000,0.8499,0.4812,30.41,26.40,0.2818,0.2818,0.2818,0.2000,1.500,0.000,0.150,3.500,0.200,0.1764,-0.0277
1779767674.3273,0.649,SERVO,-0.2890,0.5994,0.6655,1.48,0.0531,0.0034,4.79,0.7419,0.3433,48.29,-0.7120,0.2881,0.2000,0.8749,0.4926,30.76,25.97,0.2747,0.2747,0.2747,0.2000,1.500,0.000,0.150,3.500,0.200,0.1674,0.0329
1779767674.4266,0.748,SERVO,-0.2885,0.5981,0.6640,1.34,0.0715,0.0049,4.87,0.7560,0.3546,48.29,-0.7165,0.2783,0.2000,0.8891,0.5039,31.40,26.53,0.2798,0.2798,0.2798,0.2000,1.500,0.000,0.150,3.500,0.200,0.1571,0.0516
1779767674.5264,0.848,SERVO,-0.2885,0.5981,0.6640,1.34,0.0900,0.0066,5.35,0.7560,0.3546,48.29,-0.7030,0.2656,0.2000,0.8891,0.5039,31.90,26.55,0.2849,0.2849,0.2849,0.2000,1.500,0.000,0.150,3.500,0.200,0.1481,0.0579
1779767674.6267,0.948,SERVO,-0.2860,0.5911,0.6566,1.25,0.1081,0.0084,5.99,0.7867,0.3649,48.29,-0.7176,0.2694,0.2000,0.9198,0.5142,31.93,25.94,0.2744,0.2744,0.2744,0.2000,1.500,0.000,0.150,3.500,0.200,0.1390,0.0529
