wall_time,elapsed_s,phase,cam_tag_x_m,cam_tag_z_m,cam_tag_dist_m,cam_marker_yaw_deg,robot_x,robot_y,robot_yaw_deg,tag_odom_x,tag_odom_y,dock_approach_yaw_deg,t_robot_m,lat_err_m,t_carrot_m,carrot_odom_x,carrot_odom_y,angle_to_carrot_deg,heading_err_deg,wz_proportional,wz_after_deadband,wz_commanded,vx_commanded,k_steer,friction_deadband,lookahead_dist,max_wz,v_linear,actual_vx,actual_wz
1779762914.0679,0.017,SERVO,0.1809,0.5458,0.5750,0.67,-0.0001,-0.0000,-0.05,0.6716,-0.1815,-15.12,-0.6957,0.0000,-0.3957,0.2895,-0.0783,-15.12,-15.07,-0.3467,-0.3467,-0.3467,0.2000,1.000,0.000,0.300,3.500,0.200,0.0000,0.0000
1779762914.1746,0.124,SERVO,0.1810,0.5459,0.5751,0.65,-0.0003,-0.0000,0.11,0.6719,-0.1798,-15.12,-0.6958,-0.0019,-0.3958,0.2898,-0.0765,-14.77,-14.88,-0.3423,-0.3423,-0.3423,0.2000,1.000,0.000,0.300,3.500,0.200,0.2000,-0.3467
1779762914.2726,0.222,SERVO,0.1802,0.5423,0.5714,0.68,0.0005,-0.0000,0.31,0.6697,-0.1766,-15.12,-0.6921,-0.0042,-0.3921,0.2912,-0.0743,-14.33,-14.64,-0.3369,-0.3369,-0.3369,0.2000,1.000,0.000,0.300,3.500,0.200,0.2000,-0.3423
1779762914.3715,0.321,SERVO,0.1802,0.5423,0.5714,0.68,0.0023,-0.0000,0.52,0.6697,-0.1766,-15.12,-0.6903,-0.0037,-0.3903,0.2929,-0.0747,-14.42,-14.94,-0.3437,-0.3437,-0.3437,0.2000,1.000,0.000,0.300,3.500,0.200,0.2000,-0.3369
1779762914.4674,0.417,SERVO,0.1800,0.5395,0.5687,1.11,0.0112,0.0001,0.72,0.6789,-0.1715,-15.12,-0.6893,-0.0085,-0.3893,0.3031,-0.0700,-13.49,-14.21,-0.3272,-0.3272,-0.3272,0.2000,1.000,0.000,0.300,3.500,0.200,0.2000,-0.3437
1779762914.5693,0.519,SERVO,0.1805,0.5396,0.5690,1.16,0.0246,0.0002,0.82,0.6816,-0.1732,-14.79,-0.6794,-0.0000,-0.3794,0.3147,-0.0764,-14.79,-15.62,-0.3589,-0.3589,-0.3589,0.2000,1.000,0.000,0.300,3.500,0.200,0.2000,-0.3272
1779762914.6875,0.637,SERVO,0.1805,0.5396,0.5690,1.13,0.0439,0.0005,1.04,0.6816,-0.1732,-14.79,-0.6608,0.0052,-0.3608,0.3327,-0.0811,-15.79,-16.83,-0.3860,-0.3860,-0.3860,0.2000,1.000,0.000,0.300,3.500,0.200,0.2000,-0.3589
1779762914.7670,0.716,SERVO,0.1829,0.5334,0.5639,1.06,0.0659,0.0011,1.59,0.7302,-0.1634,-14.79,-0.6842,-0.0105,-0.3842,0.3587,-0.0653,-12.78,-14.37,-0.3308,-0.3308,-0.3308,0.2000,1.000,0.000,0.300,3.500,0.200,0.2000,-0.3860
1779762914.8673,0.817,SERVO,0.1840,0.5269,0.5581,0.76,0.0876,0.0016,1.59,0.7454,-0.1642,-14.79,-0.6783,-0.0076,-0.3783,0.3796,-0.0676,-13.33,-14.93,-0.3434,-0.3434,-0.3434,0.2000,1.000,0.000,0.300,3.500,0.200,0.2000,-0.3308
1779762914.9667,0.916,SERVO,0.1840,0.5269,0.5581,0.76,0.1090,0.0021,1.57,0.7454,-0.1642,-14.79,-0.6577,-0.0016,-0.3577,0.3995,-0.0729,-14.48,-16.05,-0.3686,-0.3686,-0.3686,0.2000,1.000,0.000,0.300,3.500,0.200,0.2000,-0.3434
1779762915.0763,1.026,SERVO,0.1850,0.5188,0.5508,0.74,0.1288,0.0025,1.18,0.7773,-0.1692,-14.79,-0.6708,0.0004,-0.3708,0.4188,-0.0745,-14.87,-16.05,-0.3687,-0.3687,-0.3687,0.2000,1.000,0.000,0.300,3.500,0.200,0.2000,-0.3686
