timestamp_iso,event_type,description,value
2026-05-26T03:25:12.336588,NODE_START,DockingSupervisor (RPP + Visual Servo) initialised,
2026-05-26T03:25:39.471655,GOAL_POSE,RViz zone goal received,"(0.37,-0.00)"
2026-05-26T03:25:39.477254,GOAL_ACCEPTED,Nav2 goal accepted,
2026-05-26T03:25:39.566638,STATE_CHANGE,Transitioned to VISUAL_SERVO_DOCK,marker3_dist=0.597
2026-05-26T03:25:42.436351,BLIND_APPROACH,Tag lost at close range — blind handoff,last_z=0.405 est_z=0.322 tag_age=0.55
2026-05-26T03:25:45.143985,MISSION_SUCCESS,Blind approach: standoff reached,traveled=0.273 target=0.272
2026-05-26T03:26:29.411974,RESET,Mission reset — returned to IDLE,
2026-05-26T03:26:29.415796,GOAL_POSE,RViz zone goal received,"(0.68,0.00)"
2026-05-26T03:26:29.426369,GOAL_ACCEPTED,Nav2 goal accepted,
2026-05-26T03:26:29.495722,STATE_CHANGE,Transitioned to VISUAL_SERVO_DOCK,marker3_dist=0.560
2026-05-26T03:26:31.936439,BLIND_APPROACH,Handoff to dead-reckoning,marker_z=0.340 target=0.250
2026-05-26T03:26:33.941249,MISSION_SUCCESS,Blind approach: standoff reached,traveled=0.250 target=0.250
2026-05-26T03:26:57.886475,RESET,Mission reset — returned to IDLE,
2026-05-26T03:26:57.889145,GOAL_POSE,RViz zone goal received,"(0.90,-0.30)"
2026-05-26T03:26:57.897637,GOAL_ACCEPTED,Nav2 goal accepted,
2026-05-26T03:26:57.925767,STATE_CHANGE,Transitioned to VISUAL_SERVO_DOCK,marker3_dist=0.566
2026-05-26T03:27:00.937251,BLIND_APPROACH,Tag lost at close range — blind handoff,last_z=0.358 est_z=0.279 tag_age=0.53
2026-05-26T03:27:01.840932,MISSION_SUCCESS,Blind approach: standoff reached,traveled=0.138 target=0.129
2026-05-26T03:27:27.453265,RESET,Mission reset — returned to IDLE,
2026-05-26T03:27:27.467532,GOAL_POSE,RViz zone goal received,"(0.93,-1.12)"
2026-05-26T03:27:27.476360,GOAL_ACCEPTED,Nav2 goal accepted,
2026-05-26T03:27:27.659161,STATE_CHANGE,Transitioned to VISUAL_SERVO_DOCK,marker3_dist=0.564
2026-05-26T03:27:30.737310,BLIND_APPROACH,Tag lost at close range — blind handoff,last_z=0.352 est_z=0.271 tag_age=0.54
2026-05-26T03:27:31.241175,MISSION_SUCCESS,Blind approach: standoff reached,traveled=0.076 target=0.071
2026-05-26T03:31:51.349570,RESET,Mission reset — returned to IDLE,
2026-05-26T03:31:51.363720,GOAL_POSE,RViz zone goal received,"(1.06,-1.01)"
2026-05-26T03:31:51.368232,STATE_CHANGE,Transitioned to VISUAL_SERVO_DOCK,marker3_dist=0.612
2026-05-26T03:31:51.374694,GOAL_ACCEPTED,Nav2 goal accepted,
2026-05-26T03:31:53.735974,BLIND_APPROACH,Handoff to dead-reckoning,marker_z=0.291 target=0.150
2026-05-26T03:31:54.740042,MISSION_SUCCESS,Blind approach: standoff reached,traveled=0.153 target=0.150
2026-05-26T03:32:20.728452,RESET,Mission reset — returned to IDLE,
2026-05-26T03:32:20.739981,GOAL_POSE,RViz zone goal received,"(1.36,-0.99)"
2026-05-26T03:32:20.749281,GOAL_ACCEPTED,Nav2 goal accepted,
2026-05-26T03:32:20.752104,STATE_CHANGE,Transitioned to VISUAL_SERVO_DOCK,marker3_dist=0.623
2026-05-26T03:32:24.138115,BLIND_APPROACH,Tag lost at close range — blind handoff,last_z=0.385 est_z=0.309 tag_age=0.50
2026-05-26T03:32:24.938877,MISSION_SUCCESS,Blind approach: standoff reached,traveled=0.111 target=0.109
2026-05-26T03:33:05.859258,RESET,Mission reset — returned to IDLE,
2026-05-26T03:33:05.875482,GOAL_POSE,RViz zone goal received,"(1.66,-1.04)"
2026-05-26T03:33:05.882599,GOAL_ACCEPTED,Nav2 goal accepted,
2026-05-26T03:33:05.898554,STATE_CHANGE,Transitioned to VISUAL_SERVO_DOCK,marker3_dist=0.598
2026-05-26T03:33:08.537786,BLIND_APPROACH,Tag lost at close range — blind handoff,last_z=0.389 est_z=0.304 tag_age=0.57
2026-05-26T03:33:09.240437,MISSION_SUCCESS,Blind approach: standoff reached,traveled=0.112 target=0.104
2026-05-26T03:33:39.032680,RESET,Mission reset — returned to IDLE,
2026-05-26T03:33:39.043014,GOAL_POSE,RViz zone goal received,"(2.01,-1.07)"
2026-05-26T03:33:39.048547,GOAL_ACCEPTED,Nav2 goal accepted,
2026-05-26T03:33:39.067444,STATE_CHANGE,Transitioned to VISUAL_SERVO_DOCK,marker3_dist=0.613
2026-05-26T03:33:42.935853,SAFETY_ABORT,Visual servo: marker lost >2 s,
