elapsed_s,timestamp_iso,state,cpu_pct,ram_pct,gpu_pct,cmd_vel_x,cmd_vel_z
0.68,2026-05-25T19:50:54.762882,IDLE,69.4,58.5,0.0,0.0000,0.0000
1.18,2026-05-25T19:50:55.264133,IDLE,63.0,58.5,0.0,0.0000,0.0000
1.68,2026-05-25T19:50:55.763567,IDLE,60.1,58.6,0.0,0.0000,0.0000
2.19,2026-05-25T19:50:56.272844,IDLE,62.4,58.5,0.0,0.0000,0.0000
2.68,2026-05-25T19:50:56.763467,IDLE,59.7,58.5,0.0,0.0000,0.0000
3.19,2026-05-25T19:50:57.272664,IDLE,62.2,58.5,0.0,0.0000,0.0000
3.68,2026-05-25T19:50:57.764012,IDLE,64.1,58.6,0.0,0.0000,0.0000
4.18,2026-05-25T19:50:58.267829,IDLE,60.4,58.5,0.0,0.0000,0.0000
4.68,2026-05-25T19:50:58.767710,IDLE,59.0,58.5,0.0,0.0000,0.0000
5.18,2026-05-25T19:50:59.267895,IDLE,62.0,58.6,0.0,0.0000,0.0000
5.68,2026-05-25T19:50:59.763575,IDLE,62.6,58.6,0.0,0.0000,0.0000
6.18,2026-05-25T19:51:00.263927,IDLE,61.7,58.6,0.0,0.0000,0.0000
6.68,2026-05-25T19:51:00.763028,IDLE,60.3,58.6,0.0,0.0000,0.0000
7.18,2026-05-25T19:51:01.265434,IDLE,56.5,58.5,0.0,0.0000,0.0000
7.68,2026-05-25T19:51:01.766067,IDLE,63.1,58.6,0.0,0.0000,0.0000
8.18,2026-05-25T19:51:02.264908,IDLE,62.0,58.6,0.0,0.0000,0.0000
8.68,2026-05-25T19:51:02.764867,IDLE,63.5,58.6,0.0,0.0000,0.0000
9.18,2026-05-25T19:51:03.263067,IDLE,65.0,58.6,0.0,0.0000,0.0000
9.68,2026-05-25T19:51:03.764586,IDLE,61.1,58.6,0.0,0.0000,0.0000
10.18,2026-05-25T19:51:04.268393,IDLE,62.8,58.6,0.0,0.0000,0.0000
10.68,2026-05-25T19:51:04.763955,IDLE,62.5,58.6,0.0,0.0000,0.0000
11.18,2026-05-25T19:51:05.263860,IDLE,58.3,58.6,0.0,0.0000,0.0000
11.68,2026-05-25T19:51:05.765167,IDLE,63.1,58.5,0.0,0.0000,0.0000
12.18,2026-05-25T19:51:06.265517,IDLE,63.5,58.5,0.0,0.0000,0.0000
12.68,2026-05-25T19:51:06.762612,IDLE,60.8,58.6,0.0,0.0000,0.0000
13.18,2026-05-25T19:51:07.269181,IDLE,61.1,58.6,0.0,0.0000,0.0000
13.68,2026-05-25T19:51:07.763992,IDLE,60.3,58.6,0.0,0.0000,0.0000
14.18,2026-05-25T19:51:08.263692,IDLE,62.2,58.6,0.0,0.0000,0.0000
