timestamp_iso,event_type,description,value
2026-05-25T19:29:28.020194,NODE_START,DockingSupervisor initialised,
2026-05-25T19:30:05.739125,GOAL_POSE,RViz zone goal received,"(1.71,0.03)"
2026-05-25T19:30:05.750695,GOAL_ACCEPTED,Nav2 goal accepted and tracking started,
2026-05-25T19:30:29.799659,RESET,Mission reset triggered by service call,
2026-05-25T19:30:29.817986,STATE_CHANGE,Transitioned to IDLE,via reset
2026-05-25T19:30:35.269238,GOAL_POSE,RViz zone goal received,"(2.41,0.16)"
2026-05-25T19:30:35.279008,GOAL_ACCEPTED,Nav2 goal accepted and tracking started,
2026-05-25T19:30:47.765390,STATE_CHANGE,Transitioned to LOCAL_SEARCH,zone goal reached with no tag detection
2026-05-25T19:30:47.769774,STATE_CHANGE,Transitioned to LOCAL_SEARCH,"origin=(-0.63,-2.31) waypoints=16"
2026-05-25T19:30:47.781929,GOAL_ACCEPTED,Spiral NavigateThroughPoses goal accepted,
2026-05-25T19:30:47.902304,STATE_CHANGE,Transitioned to BUFFERING_ROUGH,marker1_dist=0.593 (direct)
2026-05-25T19:31:10.714234,STATE_CHANGE,Transitioned to NAV_TO_STAGING,"goal=(-0.234,-2.529) yaw=44.5deg"
2026-05-25T19:31:10.722933,GOAL_ACCEPTED,Nav2 goal accepted and tracking started,
2026-05-25T19:31:16.737520,RESET,Mission reset triggered by service call,
2026-05-25T19:31:16.751791,STATE_CHANGE,Transitioned to IDLE,via reset
2026-05-25T19:31:16.839173,STATE_CHANGE,Transitioned to IDLE,staging_failed status=5
2026-05-25T19:31:19.695653,GOAL_POSE,RViz zone goal received,"(2.27,2.20)"
2026-05-25T19:31:19.701735,GOAL_ACCEPTED,Nav2 goal accepted and tracking started,
2026-05-25T19:31:19.917564,STATE_CHANGE,Transitioned to VISUAL_HOMING,"marker1_dist=0.697 odom=(0.16,-2.08)"
2026-05-25T19:31:19.926748,GOAL_SENT,Visual homing nav goal sent,"standoff=(-0.123,-2.168) approach_deg=17.0"
2026-05-25T19:31:19.932235,GOAL_ACCEPTED,Nav2 goal accepted and tracking started,
2026-05-25T19:31:24.616847,STATE_CHANGE,Transitioned to BUFFERING_ROUGH,marker1_dist=0.326 (homing exit)
2026-05-25T19:31:29.126010,RESET,Mission reset triggered by service call,
2026-05-25T19:31:29.140340,STATE_CHANGE,Transitioned to IDLE,via reset
2026-05-25T19:31:47.320725,GOAL_POSE,RViz zone goal received,"(2.24,1.25)"
2026-05-25T19:31:47.329171,GOAL_ACCEPTED,Nav2 goal accepted and tracking started,
2026-05-25T19:31:47.351407,STATE_CHANGE,Transitioned to VISUAL_HOMING,"marker0_dist=1.196 odom=(0.16,-2.31)"
2026-05-25T19:31:47.353621,GOAL_SENT,Visual homing nav goal sent,"standoff=(0.360,-2.530) approach_deg=131.5"
2026-05-25T19:31:47.364660,GOAL_ACCEPTED,Nav2 goal accepted and tracking started,
2026-05-25T19:32:03.783766,STATE_CHANGE,Transitioned to BUFFERING_ROUGH,marker0_dist=0.600 (homing exit)
2026-05-25T19:32:04.223694,STATE_CHANGE,Transitioned to NAV_TO_STAGING,"goal=(-0.296,-2.589) yaw=44.3deg"
2026-05-25T19:32:04.232061,GOAL_ACCEPTED,Nav2 goal accepted and tracking started,
