wall_time,elapsed_s,phase,cam_tag_x_m,cam_tag_z_m,cam_tag_dist_m,cam_marker_yaw_deg,robot_x,robot_y,robot_yaw_deg,tag_odom_x,tag_odom_y,dock_approach_yaw_deg,t_robot_m,lat_err_m,t_carrot_m,carrot_odom_x,carrot_odom_y,angle_to_carrot_deg,heading_err_deg,wz_proportional,wz_after_deadband,wz_commanded,vx_commanded,k_steer,friction_deadband,lookahead_dist,max_wz,v_linear,actual_vx,actual_wz
1779763042.0741,0.037,SERVO,0.2343,0.6156,0.6587,1.73,0.4438,-0.0721,-16.62,1.0874,-0.5087,-34.16,-0.7777,0.0000,-0.6277,0.5679,-0.1563,-34.16,-17.53,-1.2050,-1.2050,-1.2050,0.2000,1.500,0.000,0.150,3.500,0.200,0.0000,0.0000
1779763042.1835,0.149,SERVO,0.2345,0.6161,0.6592,1.09,0.4435,-0.0720,-16.72,1.0879,-0.5094,-34.16,-0.7788,0.0001,-0.6288,0.5675,-0.1563,-34.20,-17.48,-1.2015,-1.2015,-1.2015,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,-1.2050
1779763042.2686,0.234,SERVO,0.2346,0.6171,0.6602,1.09,0.4443,-0.0723,-16.46,1.0875,-0.5108,-34.16,-0.7785,0.0018,-0.6285,0.5674,-0.1580,-34.85,-18.38,-1.2613,-1.2613,-1.2613,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,-1.2015
1779763042.3667,0.332,SERVO,0.2346,0.6171,0.6602,1.09,0.4472,-0.0731,-16.59,1.0875,-0.5108,-34.16,-0.7756,0.0027,-0.6256,0.5698,-0.1596,-35.19,-18.60,-1.2755,-1.2755,-1.2755,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,-1.2613
1779763042.4679,0.434,SERVO,0.2360,0.6194,0.6628,0.25,0.4572,-0.0761,-16.70,1.1033,-0.5163,-34.16,-0.7818,0.0015,-0.6318,0.5804,-0.1616,-34.73,-18.03,-1.2381,-1.2381,-1.2381,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,-1.2755
1779763042.5691,0.535,SERVO,0.2374,0.6226,0.6663,0.25,0.4727,-0.0809,-17.13,1.1181,-0.5282,-34.73,-0.7853,0.0000,-0.6353,0.5960,-0.1663,-34.73,-17.60,-1.2092,-1.2092,-1.2092,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,-1.2381
1779763042.6683,0.634,SERVO,0.2374,0.6226,0.6663,0.25,0.4935,-0.0873,-17.53,1.1181,-0.5282,-34.73,-0.7645,0.0065,-0.6145,0.6131,-0.1781,-37.21,-19.69,-1.3462,-1.3462,-1.3462,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,-1.2092
1779763042.7730,0.736,SERVO,0.2340,0.6136,0.6567,0.60,0.5143,-0.0945,-19.22,1.1356,-0.5590,-34.73,-0.7752,0.0278,-0.6252,0.6217,-0.2028,-45.22,-26.00,-1.7241,-1.7241,-1.7241,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,-1.3462
1779763042.8694,0.834,SERVO,0.2340,0.6136,0.6567,0.60,0.5328,-0.1014,-20.95,1.1356,-0.5590,-34.73,-0.7561,0.0327,-0.6061,0.6375,-0.2137,-47.01,-26.06,-1.7169,-1.7169,-1.7169,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,-1.7241
1779763042.9669,0.933,SERVO,0.2262,0.6031,0.6441,0.83,0.5472,-0.1075,-23.11,1.1281,-0.5850,-34.73,-0.7494,0.0615,-0.5994,0.6354,-0.2435,-57.03,-33.91,-2.0648,-2.0648,-2.0648,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,-1.7169
