elapsed_s,timestamp_iso,state,cpu_pct,ram_pct,gpu_pct,cmd_vel_x,cmd_vel_z
0.64,2026-05-25T18:42:02.110476,IDLE,66.9,54.4,0.0,0.0000,0.0000
1.15,2026-05-25T18:42:02.619104,IDLE,67.7,54.4,0.0,0.0000,0.0000
1.64,2026-05-25T18:42:03.109828,IDLE,62.0,54.4,0.0,0.0000,0.0000
2.15,2026-05-25T18:42:03.617318,IDLE,63.0,54.4,0.0,0.0000,0.0000
2.64,2026-05-25T18:42:04.110083,IDLE,66.1,54.4,0.0,0.0000,0.0000
3.14,2026-05-25T18:42:04.610523,IDLE,63.0,54.3,0.0,0.0000,0.0000
3.64,2026-05-25T18:42:05.110699,IDLE,64.8,54.3,0.0,0.0000,0.0000
4.14,2026-05-25T18:42:05.611415,IDLE,58.7,54.3,0.0,0.0000,0.0000
4.64,2026-05-25T18:42:06.111400,IDLE,60.6,54.3,0.0,0.0000,0.0000
5.14,2026-05-25T18:42:06.611172,IDLE,63.7,54.3,0.0,0.0000,0.0000
5.64,2026-05-25T18:42:07.110030,IDLE,66.4,54.4,0.0,0.0000,0.0000
6.14,2026-05-25T18:42:07.610423,IDLE,58.6,54.4,0.0,0.0000,0.0000
6.64,2026-05-25T18:42:08.112861,IDLE,60.9,54.4,0.0,0.0000,0.0000
7.14,2026-05-25T18:42:08.612603,IDLE,62.4,54.3,0.0,0.0000,0.0000
7.64,2026-05-25T18:42:09.110421,IDLE,62.2,54.4,0.0,0.0000,0.0000
8.14,2026-05-25T18:42:09.610477,IDLE,61.4,54.4,0.0,0.0000,0.0000
8.64,2026-05-25T18:42:10.110522,IDLE,61.0,54.4,0.0,0.0000,0.0000
9.14,2026-05-25T18:42:10.611207,IDLE,60.2,54.4,0.0,0.0000,0.0000
9.64,2026-05-25T18:42:11.111598,IDLE,60.3,54.4,0.0,0.0000,0.0000
10.14,2026-05-25T18:42:11.611633,IDLE,62.5,54.3,0.0,0.0000,0.0000
10.64,2026-05-25T18:42:12.111527,IDLE,58.4,54.3,0.0,0.0000,0.0000
11.14,2026-05-25T18:42:12.612122,IDLE,65.3,54.3,0.0,0.0000,0.0000
11.64,2026-05-25T18:42:13.110275,IDLE,64.5,54.3,0.0,0.0000,0.0000
12.14,2026-05-25T18:42:13.611762,IDLE,60.3,54.4,0.0,0.0000,0.0000
12.64,2026-05-25T18:42:14.110498,IDLE,61.4,54.4,0.0,0.0000,0.0000
13.14,2026-05-25T18:42:14.610611,IDLE,62.5,54.4,0.0,0.0000,0.0000
13.64,2026-05-25T18:42:15.110500,IDLE,62.0,54.4,0.0,0.0000,0.0000
14.14,2026-05-25T18:42:15.610569,IDLE,60.1,54.4,0.0,0.0000,0.0000
14.64,2026-05-25T18:42:16.112745,IDLE,58.9,54.4,0.0,0.0000,0.0000
15.14,2026-05-25T18:42:16.610992,IDLE,59.0,54.4,0.0,0.0000,0.0000
15.64,2026-05-25T18:42:17.110275,IDLE,62.9,54.4,0.0,0.0000,0.0000
16.14,2026-05-25T18:42:17.612922,IDLE,60.3,54.3,0.0,0.0000,0.0000
16.64,2026-05-25T18:42:18.110619,IDLE,62.5,54.4,0.0,0.0000,0.0000
17.14,2026-05-25T18:42:18.610871,IDLE,61.4,54.5,0.0,0.0000,0.0000
17.64,2026-05-25T18:42:19.110517,IDLE,61.4,54.4,0.0,0.0000,0.0000
18.14,2026-05-25T18:42:19.610385,IDLE,63.4,54.4,0.0,0.0000,0.0000
18.64,2026-05-25T18:42:20.112280,IDLE,60.4,54.4,0.0,0.0000,0.0000
19.14,2026-05-25T18:42:20.609910,IDLE,63.6,54.4,0.0,0.0000,0.0000
19.64,2026-05-25T18:42:21.111540,IDLE,62.1,54.5,0.0,0.0000,0.0000
20.14,2026-05-25T18:42:21.611973,IDLE,59.9,54.4,0.0,0.0000,0.0000
20.64,2026-05-25T18:42:22.110139,IDLE,60.9,54.4,0.0,0.0000,0.0000
21.14,2026-05-25T18:42:22.611900,IDLE,61.9,54.4,0.0,0.0000,0.0000
