wall_time,elapsed_s,phase,cam_tag_x_m,cam_tag_z_m,cam_tag_dist_m,cam_marker_yaw_deg,robot_x,robot_y,robot_yaw_deg,tag_odom_x,tag_odom_y,dock_approach_yaw_deg,t_robot_m,lat_err_m,t_carrot_m,carrot_odom_x,carrot_odom_y,angle_to_carrot_deg,heading_err_deg,wz_proportional,wz_after_deadband,wz_commanded,vx_commanded,k_steer,friction_deadband,lookahead_dist,max_wz,v_linear,actual_vx,actual_wz
1779763838.8698,0.071,SERVO,0.2626,0.5949,0.6502,1.00,1.0626,-0.8327,-35.52,1.4959,-1.4657,-55.61,-0.7671,-0.0000,-0.6171,1.1474,-0.9565,-55.61,-20.08,-1.1904,-1.1904,-1.1904,0.2000,1.300,0.000,0.150,3.500,0.200,0.0000,0.0000
1779763838.9779,0.179,SERVO,0.2626,0.5949,0.6502,0.85,1.0628,-0.8329,-35.59,1.4959,-1.4657,-55.61,-0.7668,0.0001,-0.6168,1.1475,-0.9567,-55.64,-20.05,-1.1885,-1.1885,-1.1885,0.2000,1.300,0.000,0.150,3.500,0.200,0.2000,-1.1904
1779763839.0674,0.269,SERVO,0.2629,0.5949,0.6504,0.83,1.0636,-0.8334,-35.83,1.4968,-1.4672,-55.61,-0.7677,0.0006,-0.6177,1.1479,-0.9575,-55.82,-19.99,-1.1854,-1.1854,-1.1854,0.2000,1.300,0.000,0.150,3.500,0.200,0.2000,-1.1885
1779763839.1706,0.372,SERVO,0.2601,0.5884,0.6433,1.50,1.0674,-0.8362,-35.99,1.4913,-1.4652,-55.61,-0.7585,0.0055,-0.6085,1.1476,-0.9631,-57.72,-21.73,-1.2826,-1.2826,-1.2826,0.2000,1.300,0.000,0.150,3.500,0.200,0.2000,-1.1854
1779763839.2700,0.472,SERVO,0.2601,0.5884,0.6433,1.50,1.0775,-0.8436,-36.78,1.4913,-1.4652,-55.61,-0.7467,0.0097,-0.5967,1.1543,-0.9729,-59.30,-22.53,-1.3254,-1.3254,-1.3254,0.2000,1.300,0.000,0.150,3.500,0.200,0.2000,-1.2826
1779763839.3669,0.568,SERVO,0.2601,0.5884,0.6433,1.50,1.0904,-0.8533,-37.46,1.4913,-1.4652,-55.61,-0.7314,0.0148,-0.5814,1.1629,-0.9855,-61.26,-23.79,-1.3917,-1.3917,-1.3917,0.2000,1.300,0.000,0.150,3.500,0.200,0.2000,-1.3254
1779763839.4699,0.671,SERVO,0.2556,0.5904,0.6433,1.70,1.1047,-0.8651,-39.98,1.4895,-1.5212,-59.61,-0.7606,0.0000,-0.6106,1.1806,-0.9945,-59.61,-19.63,-1.1648,-1.1648,-1.1648,0.2000,1.300,0.000,0.150,3.500,0.200,0.2000,-1.3917
1779763839.5720,0.773,SERVO,0.2494,0.5843,0.6353,2.36,1.1188,-0.8772,-41.74,1.4871,-1.5208,-59.61,-0.7414,0.0079,-0.5914,1.1879,-1.0107,-62.64,-20.90,-1.2349,-1.2349,-1.2349,0.2000,1.300,0.000,0.150,3.500,0.200,0.2000,-1.1648
1779763839.6678,0.869,SERVO,0.2494,0.5843,0.6353,2.36,1.1332,-0.8906,-44.03,1.4871,-1.5208,-59.61,-0.7226,0.0136,-0.5726,1.1974,-1.0269,-64.78,-20.75,-1.2234,-1.2234,-1.2234,0.2000,1.300,0.000,0.150,3.500,0.200,0.2000,-1.2349
1779763839.7672,0.969,SERVO,0.2494,0.5843,0.6353,2.36,1.1470,-0.9045,-46.28,1.4871,-1.5208,-59.61,-0.7037,0.0185,-0.5537,1.2070,-1.0432,-66.64,-20.36,-1.1972,-1.1972,-1.1972,0.2000,1.300,0.000,0.150,3.500,0.200,0.2000,-1.2234
1779763839.8739,1.075,SERVO,0.2494,0.5843,0.6353,2.36,1.1589,-0.9177,-49.54,1.4871,-1.5208,-59.61,-0.6863,0.0220,-0.5363,1.2158,-1.0582,-67.94,-18.41,-1.0830,-1.0830,-1.0830,0.2000,1.300,0.000,0.150,3.500,0.200,0.2000,-1.1972
1779763839.9687,1.170,SERVO,0.2494,0.5843,0.6353,2.36,1.1711,-0.9327,-52.60,1.4871,-1.5208,-61.75,-0.6676,0.0000,-0.5176,1.2421,-1.0648,-61.75,-9.15,-0.5512,-0.5512,-0.5512,0.2000,1.300,0.000,0.150,3.500,0.200,0.2000,-1.0830
1779763840.0738,1.275,SERVO,0.2494,0.5843,0.6353,2.36,1.1826,-0.9483,-55.26,1.4871,-1.5208,-61.75,-0.6485,0.0028,-0.4985,1.2512,-1.0817,-62.82,-7.56,-0.4557,-0.4557,-0.4557,0.2000,1.300,0.000,0.150,3.500,0.200,0.2000,-0.5512
1779763840.1770,1.378,SERVO,0.2494,0.5843,0.6353,2.36,1.1919,-0.9620,-57.27,1.4871,-1.5208,-61.75,-0.6320,0.0045,-0.4820,1.2590,-1.0962,-63.46,-6.19,-0.3739,-0.3739,-0.3739,0.2000,1.300,0.000,0.150,3.500,0.200,0.2000,-0.4557
1779763840.2667,1.468,SERVO,0.2494,0.5843,0.6353,2.36,1.2014,-0.9773,-59.48,1.4871,-1.5208,-61.75,-0.6140,0.0056,-0.4640,1.2675,-1.1121,-63.89,-4.41,-0.2666,-0.2666,-0.2666,0.2000,1.300,0.000,0.150,3.500,0.200,0.2000,-0.3739
1779763840.3703,1.572,SERVO,0.2494,0.5843,0.6353,2.36,1.2100,-0.9923,-61.33,1.4871,-1.5208,-61.75,-0.5967,0.0061,-0.4467,1.2757,-1.1273,-64.07,-2.74,-0.1656,-0.1656,-0.1656,0.2000,1.300,0.000,0.150,3.500,0.200,0.2000,-0.2666
1779763840.4710,1.673,SERVO,-0.0370,0.4212,0.4229,-2.14,1.2194,-1.0099,-63.25,1.4987,-1.4819,-61.75,-0.5480,-0.0227,-0.3980,1.3104,-1.1313,-53.15,10.10,0.6013,0.6013,0.6013,0.2000,1.300,0.000,0.150,3.500,0.200,0.2000,-0.1656
1779763840.5701,1.772,SERVO,-0.0400,0.4174,0.4193,-1.48,1.2283,-1.0277,-64.46,1.4986,-1.5007,-60.25,-0.5449,-0.0000,-0.3949,1.3027,-1.1579,-60.25,4.21,0.2545,0.2545,0.2545,0.2000,1.300,0.000,0.150,3.500,0.200,0.2000,0.6013
1779763840.6728,1.874,SERVO,-0.0400,0.4174,0.4193,-1.48,1.2377,-1.0475,-65.60,1.4986,-1.5007,-60.25,-0.5230,-0.0017,-0.3730,1.3136,-1.1769,-59.61,5.99,0.3618,0.3618,0.3618,0.2000,1.300,0.000,0.150,3.500,0.200,0.2000,0.2545
1779763840.7675,1.969,SERVO,-0.0400,0.4174,0.4193,-1.48,1.2470,-1.0685,-66.88,1.4986,-1.5007,-60.25,-0.5001,-0.0040,-0.3501,1.3249,-1.1967,-58.72,8.16,0.4922,0.4922,0.4922,0.2000,1.300,0.000,0.150,3.500,0.200,0.2000,0.3618
1779763840.8766,2.078,SERVO,-0.0400,0.4174,0.4193,-1.48,1.2560,-1.0887,-66.85,1.4986,-1.5007,-60.25,-0.4782,-0.0063,-0.3282,1.3358,-1.2158,-57.86,8.98,0.5408,0.5408,0.5408,0.2000,1.300,0.000,0.150,3.500,0.200,0.2000,0.4922
1779763840.9711,2.173,SERVO,-0.0400,0.4174,0.4193,-1.48,1.2641,-1.1077,-67.07,1.4986,-1.5007,-60.25,-0.4577,-0.0086,-0.3077,1.3460,-1.2336,-56.97,10.10,0.6072,0.6072,0.6072,0.2000,1.300,0.000,0.150,3.500,0.200,0.2000,0.5408
1779763841.1687,2.367,BLIND,-0.0722,0.2832,0.2923,1.46,1.2792,-1.1433,-67.15,1.5046,-1.4923,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.2000,1.300,0.000,0.150,3.500,0.200,0.2000,0.0000
1779763841.2654,2.467,BLIND,-0.0722,0.2832,0.2923,1.46,1.2868,-1.1607,-66.49,1.5046,-1.4923,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.2000,1.300,0.000,0.150,3.500,0.200,0.2000,0.0000
1779763841.3646,2.566,BLIND,-0.0722,0.2832,0.2923,1.46,1.2949,-1.1789,-65.99,1.5046,-1.4923,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.2000,1.300,0.000,0.150,3.500,0.200,0.2000,0.0000
1779763841.4665,2.667,BLIND,-0.0722,0.2832,0.2923,1.46,1.3026,-1.1959,-65.31,1.5046,-1.4923,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.2000,1.300,0.000,0.150,3.500,0.200,0.2000,0.0000
1779763841.5662,2.767,BLIND,-0.0722,0.2832,0.2923,1.46,1.3108,-1.2140,-65.32,1.5046,-1.4923,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.2000,1.300,0.000,0.150,3.500,0.200,0.2000,0.0000
