wall_time,elapsed_s,phase,cam_tag_x_m,cam_tag_z_m,cam_tag_dist_m,cam_marker_yaw_deg,robot_x,robot_y,robot_yaw_deg,tag_odom_x,tag_odom_y,dock_approach_yaw_deg,t_robot_m,lat_err_m,t_carrot_m,carrot_odom_x,carrot_odom_y,angle_to_carrot_deg,heading_err_deg,wz_proportional,wz_after_deadband,wz_commanded,vx_commanded,k_steer,friction_deadband,lookahead_dist,max_wz,v_linear,actual_vx,actual_wz
1779768486.4235,0.056,SERVO,0.2693,0.7650,0.8110,1.20,1.2197,0.6695,-7.35,2.0689,0.2883,-4.27,-0.8752,0.3168,0.2000,2.2683,0.2734,-20.69,-13.34,-1.2348,-1.2348,-1.2348,0.2000,15.000,0.000,0.150,3.500,0.200,0.0000,0.0000
1779768486.5262,0.159,SERVO,0.2693,0.7650,0.8110,1.20,1.2197,0.6695,-7.14,2.0689,0.2883,-4.27,-0.8752,0.3168,0.2000,2.2683,0.2734,-20.69,-13.55,-1.2536,-1.2536,-1.2536,0.2000,15.000,0.000,0.150,3.500,0.200,0.2000,-1.2348
1779768486.6243,0.257,SERVO,0.2707,0.7681,0.8144,0.52,1.2220,0.6692,-7.02,2.0763,0.2912,-4.27,-0.8801,0.3133,0.2000,2.2758,0.2763,-20.45,-13.42,-1.2386,-1.2386,-1.2386,0.2000,15.000,0.000,0.150,3.500,0.200,0.2000,-1.2536
1779768486.7236,0.356,SERVO,0.2707,0.7681,0.8144,0.52,1.2243,0.6689,-7.31,2.0763,0.2912,-4.27,-0.8778,0.3132,0.2000,2.2758,0.2763,-20.47,-13.16,-1.2170,-1.2170,-1.2170,0.2000,15.000,0.000,0.150,3.500,0.200,0.2000,-1.2386
1779768486.8240,0.457,SERVO,0.2707,0.7681,0.8144,0.52,1.2327,0.6677,-8.28,2.0763,0.2912,-4.27,-0.8693,0.3126,0.2000,2.2758,0.2763,-20.57,-12.28,-1.1458,-1.1458,-1.1458,0.2000,15.000,0.000,0.150,3.500,0.200,0.2000,-1.2170
1779768486.9231,0.556,SERVO,0.2660,0.7595,0.8047,0.69,1.2459,0.6657,-9.19,2.0741,0.2664,-4.27,-0.8555,0.3365,0.2000,2.2735,0.2515,-21.95,-12.76,-1.1966,-1.1966,-1.1966,0.2000,15.000,0.000,0.150,3.500,0.200,0.2000,-1.1458
1779768487.0276,0.660,SERVO,0.2660,0.7595,0.8047,0.69,1.2689,0.6614,-11.64,2.0741,0.2664,-4.27,-0.8323,0.3339,0.2000,2.2735,0.2515,-22.20,-10.56,-1.0130,-1.0130,-1.0130,0.2000,15.000,0.000,0.150,3.500,0.200,0.2000,-1.1966
1779768487.1253,0.758,SERVO,0.2660,0.7595,0.8047,0.69,1.2900,0.6564,-14.35,2.0741,0.2664,-4.27,-0.8109,0.3305,0.2000,2.2735,0.2515,-22.38,-8.03,-0.7878,-0.7878,-0.7878,0.2000,15.000,0.000,0.150,3.500,0.200,0.2000,-1.0130
1779768487.2244,0.857,SERVO,0.2660,0.7595,0.8047,0.69,1.3092,0.6510,-16.79,2.0741,0.2664,-4.27,-0.7914,0.3266,0.2000,2.2735,0.2515,-22.50,-5.72,-0.5725,-0.5725,-0.5725,0.2000,15.000,0.000,0.150,3.500,0.200,0.2000,-0.7878
1779768487.3248,0.957,SERVO,0.2660,0.7595,0.8047,0.69,1.3256,0.6456,-19.59,2.0741,0.2664,-4.27,-0.7746,0.3224,0.2000,2.2735,0.2515,-22.57,-2.99,-0.3045,-0.3045,-0.3045,0.2000,15.000,0.000,0.150,3.500,0.200,0.2000,-0.5725
