elapsed_s,timestamp_iso,state,cpu_pct,ram_pct,gpu_pct,cmd_vel_x,cmd_vel_z
0.67,2026-05-25T19:32:37.694176,IDLE,65.1,55.5,0.0,0.0000,0.0000
1.17,2026-05-25T19:32:38.194754,IDLE,60.2,55.5,0.0,0.0000,0.0000
1.67,2026-05-25T19:32:38.694388,IDLE,63.1,55.5,0.0,0.0000,0.0000
2.17,2026-05-25T19:32:39.194127,IDLE,59.7,55.6,0.0,0.0000,0.0000
2.67,2026-05-25T19:32:39.694497,IDLE,55.9,55.5,0.0,0.0000,0.0000
3.17,2026-05-25T19:32:40.194121,IDLE,59.4,55.6,0.0,0.0000,0.0000
3.67,2026-05-25T19:32:40.693613,IDLE,64.0,55.4,0.0,0.0000,0.0000
4.17,2026-05-25T19:32:41.195203,IDLE,59.4,55.4,0.0,0.0000,0.0000
4.67,2026-05-25T19:32:41.694810,IDLE,57.8,55.4,0.0,0.0000,0.0000
5.17,2026-05-25T19:32:42.196773,IDLE,59.7,55.4,0.0,0.0000,0.0000
5.67,2026-05-25T19:32:42.693892,IDLE,59.8,55.5,0.0,0.0000,0.0000
6.17,2026-05-25T19:32:43.194389,IDLE,60.1,55.5,0.0,0.0000,0.0000
6.67,2026-05-25T19:32:43.694149,IDLE,58.2,55.5,0.0,0.0000,0.0000
7.17,2026-05-25T19:32:44.193686,IDLE,56.2,55.4,0.0,0.0000,0.0000
7.67,2026-05-25T19:32:44.693950,IDLE,58.3,55.5,0.0,0.0000,0.0000
8.17,2026-05-25T19:32:45.194826,IDLE,60.0,55.4,0.0,0.0000,0.0000
8.67,2026-05-25T19:32:45.693728,IDLE,59.0,55.4,0.0,0.0000,0.0000
9.17,2026-05-25T19:32:46.193918,IDLE,59.7,55.5,0.0,0.0000,0.0000
9.67,2026-05-25T19:32:46.694132,IDLE,63.8,55.4,0.0,0.0000,0.0000
10.17,2026-05-25T19:32:47.193697,IDLE,57.7,55.5,0.0,0.0000,0.0000
10.67,2026-05-25T19:32:47.695883,IDLE,57.7,55.4,0.0,0.0000,0.0000
11.17,2026-05-25T19:32:48.194595,IDLE,60.9,55.5,0.0,0.0000,0.0000
11.67,2026-05-25T19:32:48.694161,IDLE,63.7,55.5,0.0,0.4832,3.1197
12.17,2026-05-25T19:32:49.194622,IDLE,58.8,55.4,0.0,0.4832,3.1197
12.67,2026-05-25T19:32:49.694289,IDLE,62.8,55.4,0.0,0.4832,3.1197
13.17,2026-05-25T19:32:50.194159,IDLE,61.8,55.4,0.0,0.4832,3.1197
13.67,2026-05-25T19:32:50.693921,IDLE,62.4,55.4,0.0,0.0000,0.0000
