timestamp_iso,event_type,description,value
2026-05-25T19:48:23.957592,NODE_START,DockingSupervisor initialised,
2026-05-25T19:48:51.125008,STATE_CHANGE,Transitioned to VISUAL_HOMING,"marker2_dist=0.601 odom=(0.68,-0.23)"
2026-05-25T19:48:51.128719,GOAL_SENT,Visual homing nav goal sent,"standoff=(0.397,-0.135) approach_deg=-18.8"
2026-05-25T19:48:51.129552,GOAL_POSE,RViz zone goal received,"(2.06,0.88)"
2026-05-25T19:48:51.144878,GOAL_ACCEPTED,Nav2 goal accepted and tracking started,
2026-05-25T19:48:51.149605,GOAL_ACCEPTED,Nav2 goal accepted and tracking started,
2026-05-25T19:48:51.744760,STATE_CHANGE,Transitioned to BUFFERING_ROUGH,marker2_dist=0.599 (homing exit)
2026-05-25T19:48:52.330180,STATE_CHANGE,Transitioned to NAV_TO_STAGING,"goal=(1.230,-0.481) yaw=155.9deg"
2026-05-25T19:48:52.340486,GOAL_ACCEPTED,Nav2 goal accepted and tracking started,
2026-05-25T19:49:04.267037,STATE_CHANGE,Transitioned to IDLE,staging_failed status=6
2026-05-25T19:50:05.528624,GOAL_POSE,RViz zone goal received,"(2.03,0.81)"
2026-05-25T19:50:05.538758,STATE_CHANGE,Transitioned to VISUAL_HOMING,"marker2_dist=1.403 odom=(0.66,-0.12)"
2026-05-25T19:50:05.541607,GOAL_ACCEPTED,Nav2 goal accepted and tracking started,
2026-05-25T19:50:05.554848,GOAL_SENT,Visual homing nav goal sent,"standoff=(0.449,0.091) approach_deg=-44.6"
2026-05-25T19:50:05.562615,GOAL_ACCEPTED,Nav2 goal accepted and tracking started,
