wall_time,elapsed_s,phase,cam_tag_x_m,cam_tag_z_m,cam_tag_dist_m,cam_marker_yaw_deg,robot_x,robot_y,robot_yaw_deg,tag_odom_x,tag_odom_y,dock_approach_yaw_deg,t_robot_m,lat_err_m,t_carrot_m,carrot_odom_x,carrot_odom_y,angle_to_carrot_deg,heading_err_deg,wz_proportional,wz_after_deadband,wz_commanded,vx_commanded,k_steer,friction_deadband,lookahead_dist,max_wz,v_linear,actual_vx,actual_wz
1779762417.9484,0.022,SERVO,-0.0431,0.5640,0.5656,-0.07,0.6742,0.0336,3.02,1.3609,0.1135,6.64,-0.6913,0.0000,-0.0913,1.2701,0.1029,6.64,3.62,0.0316,0.1500,0.1500,0.1500,1.000,0.150,0.600,1.000,0.150,0.0000,0.0000
1779762418.0363,0.110,SERVO,-0.0428,0.5655,0.5671,-0.06,0.6747,0.0336,3.22,1.3623,0.1150,6.64,-0.6924,-0.0014,-0.0924,1.2705,0.1043,6.77,3.54,0.0309,0.1500,0.1500,0.1500,1.000,0.150,0.600,1.000,0.150,0.1500,0.1500
1779762418.1381,0.212,SERVO,-0.0428,0.5655,0.5671,-0.06,0.6781,0.0338,3.45,1.3623,0.1150,6.64,-0.6890,-0.0016,-0.0890,1.2739,0.1047,6.79,3.34,0.0291,0.1500,0.1500,0.1500,1.000,0.150,0.600,1.000,0.150,0.1500,0.1500
1779762418.2379,0.312,SERVO,-0.0426,0.5605,0.5621,-0.14,0.6825,0.0340,3.41,1.3635,0.1183,6.64,-0.6862,-0.0050,-0.0862,1.2779,0.1083,7.11,3.71,0.0323,0.1500,0.1500,0.1500,1.000,0.150,0.600,1.000,0.150,0.1500,0.1500
1779762418.3503,0.424,SERVO,-0.0426,0.5624,0.5640,-0.30,0.6986,0.0350,3.40,1.3787,0.1181,6.64,-0.6851,-0.0039,-0.0851,1.2941,0.1082,7.01,3.61,0.0315,0.1500,0.1500,0.1500,1.000,0.150,0.600,1.000,0.150,0.1500,0.1500
1779762418.4368,0.511,SERVO,-0.0425,0.5611,0.5627,-0.30,0.7153,0.0360,3.65,1.3820,0.1182,6.64,-0.6717,-0.0045,-0.0717,1.3108,0.1099,7.07,3.42,0.0299,0.1500,0.1500,0.1500,1.000,0.150,0.600,1.000,0.150,0.1500,0.1500
1779762418.5373,0.611,SERVO,-0.0409,0.5540,0.5555,-0.15,0.7310,0.0371,3.82,1.4068,0.1232,7.27,-0.6813,0.0000,-0.0813,1.3262,0.1130,7.27,3.44,0.0300,0.1500,0.1500,0.1500,1.000,0.150,0.600,1.000,0.150,0.1500,0.1500
1779762418.6373,0.711,SERVO,-0.0380,0.5393,0.5406,-0.05,0.7450,0.0381,4.36,1.4008,0.1248,7.27,-0.6615,-0.0031,-0.0615,1.3398,0.1171,7.56,3.20,0.0279,0.1500,0.1500,0.1500,1.000,0.150,0.600,1.000,0.150,0.1500,0.1500
1779762418.7377,0.811,SERVO,-0.0368,0.5354,0.5367,-0.02,0.7595,0.0393,4.61,1.4017,0.1251,7.27,-0.6479,-0.0039,-0.0479,1.3542,0.1190,7.64,3.03,0.0265,0.1500,0.1500,0.1500,1.000,0.150,0.600,1.000,0.150,0.1500,0.1500
1779762418.8403,0.913,SERVO,-0.0342,0.5264,0.5276,0.03,0.7743,0.0406,5.41,1.4206,0.1362,7.27,-0.6532,-0.0131,-0.0532,1.3678,0.1295,8.52,3.10,0.0271,0.1500,0.1500,0.1500,1.000,0.150,0.600,1.000,0.150,0.1500,0.1500
