elapsed_s,timestamp_iso,state,cpu_pct,ram_pct,gpu_pct,cmd_vel_x,cmd_vel_z
0.66,2026-05-25T19:39:16.284681,IDLE,56.2,56.4,0.0,0.0000,0.0000
1.16,2026-05-25T19:39:16.784942,IDLE,71.4,56.5,0.0,0.0000,0.0000
1.66,2026-05-25T19:39:17.285033,IDLE,56.4,56.5,0.0,0.0000,0.0000
2.16,2026-05-25T19:39:17.784929,IDLE,57.3,56.5,0.0,0.0000,0.0000
2.66,2026-05-25T19:39:18.285027,IDLE,59.3,56.5,0.0,0.0000,0.0000
3.16,2026-05-25T19:39:18.786416,IDLE,55.9,56.5,0.0,0.0000,0.0000
3.66,2026-05-25T19:39:19.284411,IDLE,65.1,56.5,0.0,0.0000,0.0000
4.16,2026-05-25T19:39:19.786158,IDLE,57.1,56.5,0.0,0.0000,0.0000
4.66,2026-05-25T19:39:20.285107,IDLE,57.2,56.5,0.0,0.0000,0.0000
5.16,2026-05-25T19:39:20.786000,IDLE,62.6,56.5,0.0,0.0000,0.0000
5.66,2026-05-25T19:39:21.286019,IDLE,60.2,56.5,0.0,0.0000,0.0000
6.16,2026-05-25T19:39:21.786009,IDLE,57.1,56.4,0.0,0.0000,0.0000
6.66,2026-05-25T19:39:22.285496,IDLE,61.0,56.4,0.0,0.0000,0.0000
7.16,2026-05-25T19:39:22.786112,IDLE,59.8,56.4,0.0,0.0000,0.0000
7.66,2026-05-25T19:39:23.285057,IDLE,61.6,56.5,0.0,0.0000,0.0000
8.16,2026-05-25T19:39:23.785643,IDLE,59.3,56.5,0.0,0.0000,0.0000
8.66,2026-05-25T19:39:24.285153,IDLE,60.9,56.5,0.0,0.0000,0.0000
9.16,2026-05-25T19:39:24.785233,IDLE,60.9,56.5,0.0,0.0000,0.0000
9.66,2026-05-25T19:39:25.285452,IDLE,60.6,56.5,0.0,0.0000,0.0000
10.16,2026-05-25T19:39:25.785428,IDLE,58.8,56.5,0.0,0.0000,0.0000
10.66,2026-05-25T19:39:26.285174,IDLE,58.2,56.5,0.0,0.0000,0.0000
