timestamp_iso,event_type,description,value
2026-05-26T05:12:25.649690,NODE_START,DockingSupervisor (RPP + Visual Servo) initialised,
2026-05-26T05:13:20.778458,GOAL_POSE,RViz zone goal received,"(0.28,0.01)"
2026-05-26T05:13:20.789380,GOAL_ACCEPTED,Nav2 goal accepted,
2026-05-26T05:13:20.861179,STATE_CHANGE,Transitioned to VISUAL_SERVO_DOCK,marker3_dist=0.782
2026-05-26T05:13:24.450142,BLIND_APPROACH,Handoff to dead-reckoning,marker_z=0.225 target=0.150
2026-05-26T05:13:25.355876,MISSION_SUCCESS,Blind approach: standoff reached,traveled=0.154 target=0.150
2026-05-26T05:13:49.459291,RESET,Mission reset — returned to IDLE,
2026-05-26T05:13:49.465150,GOAL_POSE,RViz zone goal received,"(0.60,-0.29)"
2026-05-26T05:13:49.474692,GOAL_ACCEPTED,Nav2 goal accepted,
2026-05-26T05:13:49.503446,STATE_CHANGE,Transitioned to VISUAL_SERVO_DOCK,marker3_dist=0.738
2026-05-26T05:13:51.851106,SAFETY_ABORT,Visual servo: marker lost >2 s,
2026-05-26T05:14:19.183321,RESET,Mission reset — returned to IDLE,
2026-05-26T05:14:19.188758,GOAL_POSE,RViz zone goal received,"(1.22,-0.96)"
2026-05-26T05:14:19.195938,GOAL_ACCEPTED,Nav2 goal accepted,
2026-05-26T05:14:19.200838,STATE_CHANGE,Transitioned to VISUAL_SERVO_DOCK,marker3_dist=0.756
2026-05-26T05:14:21.553122,SAFETY_ABORT,Visual servo: marker lost >2 s,
2026-05-26T05:15:13.226718,RESET,Mission reset — returned to IDLE,
2026-05-26T05:15:13.235124,GOAL_POSE,RViz zone goal received,"(1.95,-1.05)"
2026-05-26T05:15:13.241542,GOAL_ACCEPTED,Nav2 goal accepted,
2026-05-26T05:15:13.319116,STATE_CHANGE,Transitioned to VISUAL_SERVO_DOCK,marker3_dist=0.764
2026-05-26T05:15:15.850473,SAFETY_ABORT,Visual servo: marker lost >2 s,
2026-05-26T05:15:41.564510,RESET,Mission reset — returned to IDLE,
2026-05-26T05:15:41.566867,GOAL_POSE,RViz zone goal received,"(1.99,-1.07)"
2026-05-26T05:15:41.575592,GOAL_ACCEPTED,Nav2 goal accepted,
2026-05-26T05:15:41.599002,STATE_CHANGE,Transitioned to VISUAL_SERVO_DOCK,marker3_dist=0.735
2026-05-26T05:15:43.950612,SAFETY_ABORT,Visual servo: marker lost >2 s,
2026-05-26T05:15:58.506560,RESET,Mission reset — returned to IDLE,
2026-05-26T05:15:58.522192,GOAL_POSE,RViz zone goal received,"(1.87,-1.14)"
2026-05-26T05:15:58.529042,GOAL_ACCEPTED,Nav2 goal accepted,
2026-05-26T05:15:58.557939,STATE_CHANGE,Transitioned to VISUAL_SERVO_DOCK,marker3_dist=0.747
2026-05-26T05:16:02.751543,SAFETY_ABORT,Visual servo: marker lost >2 s,
