wall_time,elapsed_s,phase,cam_tag_x_m,cam_tag_z_m,cam_tag_dist_m,cam_marker_yaw_deg,robot_x,robot_y,robot_yaw_deg,tag_odom_x,tag_odom_y,dock_approach_yaw_deg,t_robot_m,lat_err_m,t_carrot_m,carrot_odom_x,carrot_odom_y,angle_to_carrot_deg,heading_err_deg,wz_proportional,wz_after_deadband,wz_commanded,vx_commanded,k_steer,friction_deadband,lookahead_dist,max_wz,v_linear,actual_vx,actual_wz
1779801682.5786,0.095,SERVO,-0.1231,0.5831,0.5960,0.84,0.1598,-0.0215,12.08,0.8210,0.2417,21.71,-0.7116,0.0000,-0.5616,0.2992,0.0340,21.71,9.63,0.6692,0.6692,0.6692,0.2000,1.500,0.000,0.150,3.500,0.200,0.0964,-0.0135
1779801682.6713,0.187,SERVO,-0.1185,0.5761,0.5881,0.79,0.1699,-0.0193,12.32,0.8210,0.2417,21.71,-0.7014,-0.0017,-0.5514,0.3087,0.0378,22.37,10.05,0.6979,0.6979,0.6979,0.2000,1.500,0.000,0.150,3.500,0.200,0.0000,0.0000
1779801682.7719,0.288,SERVO,-0.1151,0.5706,0.5821,0.74,0.1786,-0.0173,13.05,0.8210,0.2417,21.71,-0.6926,-0.0031,-0.5426,0.3169,0.0410,22.89,9.84,0.6835,0.6835,0.6835,0.2000,1.500,0.000,0.150,3.500,0.200,0.0000,0.0000
1779801682.8748,0.391,SERVO,-0.1133,0.5680,0.5792,0.72,0.1849,-0.0158,13.44,0.8210,0.2417,21.71,-0.6862,-0.0041,-0.5362,0.3228,0.0434,23.25,9.81,0.6814,0.6814,0.6814,0.2000,1.500,0.000,0.150,3.500,0.200,0.0000,0.0000
1779801682.9732,0.489,SERVO,-0.1094,0.5620,0.5725,0.67,0.1903,-0.0145,13.66,0.8210,0.2417,21.71,-0.6807,-0.0049,-0.5307,0.3279,0.0454,23.56,9.90,0.6875,0.6875,0.6875,0.2000,1.500,0.000,0.150,3.500,0.200,0.0000,0.0000
1779801683.0802,0.596,SERVO,-0.1077,0.5596,0.5699,0.70,0.1890,-0.0149,13.60,0.8210,0.2417,21.71,-0.6820,-0.0047,-0.5320,0.3266,0.0449,23.49,9.88,0.6862,0.6862,0.6862,0.2000,1.500,0.000,0.150,3.500,0.200,0.0000,0.0000
1779801683.1731,0.689,SERVO,-0.1033,0.5525,0.5621,0.59,0.1886,-0.0150,13.80,0.8210,0.2417,21.71,-0.6824,-0.0046,-0.5324,0.3263,0.0448,23.47,9.67,0.6715,0.6715,0.6715,0.2000,1.500,0.000,0.150,3.500,0.200,0.0000,0.0000
1779801683.2726,0.789,SERVO,-0.1001,0.5479,0.5570,0.57,0.1899,-0.0146,13.96,0.8210,0.2417,21.71,-0.6811,-0.0048,-0.5311,0.3275,0.0453,23.54,9.57,0.6648,0.6648,0.6648,0.2000,1.500,0.000,0.150,3.500,0.200,0.0000,0.0000
1779801683.3800,0.896,SERVO,-0.0985,0.5453,0.5542,0.59,0.1889,-0.0149,13.65,0.8210,0.2417,21.71,-0.6821,-0.0046,-0.5321,0.3266,0.0449,23.48,9.83,0.6828,0.6828,0.6828,0.2000,1.500,0.000,0.150,3.500,0.200,0.0000,0.0000
1779801683.4711,0.987,SERVO,-0.0985,0.5453,0.5542,0.59,0.1893,-0.0148,13.42,0.8210,0.2417,21.71,-0.6818,-0.0047,-0.5318,0.3269,0.0450,23.50,10.08,0.6997,0.6997,0.6997,0.2000,1.500,0.000,0.150,3.500,0.200,0.0000,0.0000
1779801683.5719,1.088,SERVO,-0.0963,0.5424,0.5509,0.46,0.1895,-0.0148,13.52,0.8210,0.2417,21.71,-0.6815,-0.0047,-0.5315,0.3271,0.0451,23.52,10.00,0.6941,0.6941,0.6941,0.2000,1.500,0.000,0.150,3.500,0.200,0.0000,0.0000
1779801683.6726,1.189,SERVO,-0.0959,0.5417,0.5501,0.46,0.1895,-0.0148,13.38,0.8210,0.2417,21.71,-0.6815,-0.0047,-0.5315,0.3271,0.0451,23.52,10.14,0.7038,0.7038,0.7038,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,0.6941
1779801683.7694,1.285,SERVO,-0.0946,0.5402,0.5485,0.52,0.1911,-0.0144,13.81,0.8210,0.2417,21.71,-0.6800,-0.0050,-0.5300,0.3286,0.0457,23.60,9.79,0.6797,0.6797,0.6797,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,0.7038
1779801683.8801,1.396,SERVO,-0.0934,0.5378,0.5458,0.77,0.1938,-0.0137,13.71,0.8210,0.2417,21.71,-0.6772,-0.0054,-0.5272,0.3312,0.0467,23.75,10.04,0.6969,0.6969,0.6969,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,0.6797
1779801683.9745,1.491,SERVO,-0.0923,0.5374,0.5453,0.79,0.2042,-0.0112,14.05,0.8210,0.2417,21.71,-0.6666,-0.0068,-0.5166,0.3410,0.0507,24.31,10.27,0.7122,0.7122,0.7122,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,0.6969
1779801684.0717,1.588,SERVO,-0.0902,0.5331,0.5406,0.70,0.2232,-0.0063,14.85,0.8210,0.2417,21.71,-0.6470,-0.0093,-0.4970,0.3592,0.0579,25.26,10.41,0.7215,0.7215,0.7215,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,0.7122
1779801684.1733,1.689,SERVO,-0.0842,0.5252,0.5319,0.63,0.2450,-0.0001,16.45,0.8210,0.2417,21.71,-0.6246,-0.0116,-0.4746,0.3800,0.0662,26.14,9.69,0.6710,0.6710,0.6710,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,0.7215
