wall_time,elapsed_s,phase,cam_tag_x_m,cam_tag_z_m,cam_tag_dist_m,cam_marker_yaw_deg,robot_x,robot_y,robot_yaw_deg,tag_odom_x,tag_odom_y,dock_approach_yaw_deg,t_robot_m,lat_err_m,t_carrot_m,carrot_odom_x,carrot_odom_y,angle_to_carrot_deg,heading_err_deg,wz_proportional,wz_after_deadband,wz_commanded,vx_commanded,k_steer,friction_deadband,lookahead_dist,max_wz,v_linear,actual_vx,actual_wz
1779767708.9264,0.011,SERVO,0.2502,0.6943,0.7380,0.56,0.5328,0.1636,45.00,1.2898,0.5667,46.39,-0.8139,0.2701,0.2000,1.4277,0.7115,31.47,-13.52,-0.1337,-0.1337,-0.1337,0.2000,1.500,0.000,0.150,3.500,0.200,0.0000,0.0000
1779767709.0450,0.130,SERVO,0.2502,0.6943,0.7380,0.56,0.5329,0.1637,45.04,1.2898,0.5667,46.39,-0.8138,0.2701,0.2000,1.4277,0.7115,31.47,-13.56,-0.1341,-0.1341,-0.1341,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,-0.1337
1779767709.1251,0.210,SERVO,0.2502,0.6940,0.7378,0.49,0.5336,0.1644,44.72,1.2910,0.5636,46.39,-0.8115,0.2731,0.2000,1.4290,0.7084,31.28,-13.44,-0.1331,-0.1331,-0.1331,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,-0.1341
1779767709.2260,0.311,SERVO,0.2508,0.6953,0.7391,0.41,0.5353,0.1661,45.02,1.2929,0.5686,46.39,-0.8139,0.2710,0.2000,1.4308,0.7134,31.43,-13.59,-0.1344,-0.1344,-0.1344,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,-0.1331
1779767709.3242,0.409,SERVO,0.2508,0.6953,0.7391,0.41,0.5454,0.1762,45.04,1.2929,0.5686,46.39,-0.7997,0.2706,0.2000,1.4308,0.7134,31.24,-13.80,-0.1382,-0.1382,-0.1382,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,-0.1344
1779767709.4271,0.512,SERVO,0.2511,0.6935,0.7376,0.40,0.5558,0.1867,45.10,1.3087,0.5860,46.39,-0.8084,0.2697,0.2000,1.4466,0.7308,31.42,-13.68,-0.1360,-0.1360,-0.1360,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,-0.1382
1779767709.5279,0.613,SERVO,0.2515,0.6907,0.7351,0.22,0.5695,0.2004,45.07,1.3200,0.5966,46.39,-0.8044,0.2702,0.2000,1.4579,0.7414,31.34,-13.73,-0.1369,-0.1369,-0.1369,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,-0.1360
1779767709.6223,0.707,SERVO,0.2508,0.6842,0.7287,0.14,0.5820,0.2128,44.91,1.3282,0.6031,46.39,-0.7973,0.2711,0.2000,1.4662,0.7480,31.18,-13.72,-0.1377,-0.1377,-0.1377,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,-0.1369
1779767709.7238,0.809,SERVO,0.2508,0.6842,0.7287,0.14,0.5952,0.2259,44.67,1.3282,0.6031,46.39,-0.7787,0.2706,0.2000,1.4662,0.7480,30.94,-13.73,-0.1402,-0.1402,-0.1402,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,-0.1377
1779767709.8332,0.918,SERVO,0.2508,0.6842,0.7287,-0.42,0.6087,0.2392,44.49,1.3282,0.6031,46.39,-0.7597,0.2700,0.2000,1.4662,0.7480,30.68,-13.81,-0.1436,-0.1436,-0.1436,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,-0.1402
1779767709.9267,1.011,SERVO,0.2522,0.6814,0.7266,-0.42,0.6253,0.2554,44.19,1.3615,0.6251,46.39,-0.7755,0.2780,0.2000,1.4994,0.7699,30.48,-13.71,-0.1402,-0.1402,-0.1402,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,-0.1436
1779767710.0283,1.113,SERVO,0.2522,0.6814,0.7266,-0.42,0.6414,0.2711,44.05,1.3615,0.6251,46.39,-0.7530,0.2772,0.2000,1.4994,0.7699,30.17,-13.88,-0.1450,-0.1450,-0.1450,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,-0.1402
1779767710.1244,1.209,SERVO,0.2522,0.6814,0.7266,-0.42,0.6568,0.2859,43.73,1.3615,0.6251,46.39,-0.7317,0.2762,0.2000,1.4994,0.7699,29.88,-13.86,-0.1479,-0.1479,-0.1479,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,-0.1450
1779767710.2255,1.310,SERVO,0.2497,0.6629,0.7083,0.29,0.6713,0.2996,43.46,1.4049,0.6543,46.39,-0.7628,0.2866,0.2000,1.5429,0.7992,29.82,-13.64,-0.1409,-0.1409,-0.1409,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,-0.1479
1779767710.3237,1.409,SERVO,0.2497,0.6629,0.7083,0.29,0.6850,0.3125,43.07,1.4049,0.6543,46.39,-0.7440,0.2855,0.2000,1.5429,0.7992,29.56,-13.51,-0.1421,-0.1421,-0.1421,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,-0.1409
1779767710.4325,1.516,SERVO,0.2460,0.6284,0.6749,0.63,0.6975,0.3240,42.46,1.4095,0.6509,46.39,-0.7278,0.2901,0.2000,1.5474,0.7957,29.03,-13.43,-0.1434,-0.1434,-0.1434,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,-0.1421
1779767710.5275,1.612,SERVO,0.2422,0.6075,0.6540,0.94,0.7114,0.3367,41.99,1.4076,0.6423,46.39,-0.7014,0.2933,0.2000,1.5456,0.7871,28.37,-13.63,-0.1491,-0.1491,-0.1491,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,-0.1434
