wall_time,elapsed_s,phase,cam_tag_x_m,cam_tag_z_m,cam_tag_dist_m,cam_marker_yaw_deg,robot_x,robot_y,robot_yaw_deg,tag_odom_x,tag_odom_y,dock_approach_yaw_deg,t_robot_m,lat_err_m,t_carrot_m,carrot_odom_x,carrot_odom_y,angle_to_carrot_deg,heading_err_deg,wz_proportional,wz_after_deadband,wz_commanded,vx_commanded,k_steer,friction_deadband,lookahead_dist,max_wz,v_linear,actual_vx,actual_wz
1779763008.3736,0.091,SERVO,0.2240,0.6052,0.6453,0.19,0.3569,0.0715,-13.29,1.0170,-0.3146,-30.32,-0.7647,-0.0000,-0.6147,0.4864,-0.0042,-30.32,-17.03,-1.1718,-1.1718,-1.1718,0.2000,1.500,0.000,0.150,3.500,0.200,0.0000,0.0000
1779763008.4703,0.187,SERVO,0.2237,0.6042,0.6443,0.61,0.3579,0.0713,-13.44,1.0162,-0.3155,-30.32,-0.7636,0.0015,-0.6136,0.4866,-0.0057,-30.90,-17.46,-1.2003,-1.2003,-1.2003,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,-1.1718
1779763008.5672,0.284,SERVO,0.2242,0.6057,0.6459,0.66,0.3578,0.0713,-13.60,1.0162,-0.3180,-30.32,-0.7649,0.0036,-0.6149,0.4854,-0.0075,-31.71,-18.11,-1.2429,-1.2429,-1.2429,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,-1.2003
1779763008.6705,0.387,SERVO,0.2226,0.5999,0.6398,0.66,0.3620,0.0703,-13.38,1.0146,-0.3140,-30.32,-0.7573,0.0022,-0.6073,0.4904,-0.0073,-31.18,-17.79,-1.2223,-1.2223,-1.2223,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,-1.2429
1779763008.7697,0.487,SERVO,0.2235,0.6014,0.6416,0.66,0.3709,0.0682,-13.68,1.0248,-0.3210,-30.32,-0.7609,0.0057,-0.6109,0.4975,-0.0125,-32.52,-18.84,-1.2905,-1.2905,-1.2905,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,-1.2223
1779763008.8742,0.591,SERVO,0.2235,0.6014,0.6416,0.66,0.3881,0.0639,-14.00,1.0248,-0.3210,-31.15,-0.7440,0.0000,-0.5940,0.5164,-0.0137,-31.15,-17.15,-1.1795,-1.1795,-1.1795,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,-1.2905
1779763008.9698,0.685,SERVO,0.2235,0.6014,0.6416,0.66,0.4089,0.0585,-14.94,1.0248,-0.3210,-31.15,-0.7234,0.0061,-0.5734,0.5341,-0.0243,-33.48,-18.54,-1.2707,-1.2707,-1.2707,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,-1.1795
1779763009.0712,0.787,SERVO,0.2223,0.6008,0.6406,0.61,0.4295,0.0521,-17.41,1.0538,-0.3699,-31.15,-0.7526,0.0382,-0.6026,0.5381,-0.0582,-45.44,-28.03,-1.8215,-1.8215,-1.8215,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,-1.2707
1779763009.1878,0.905,SERVO,0.2175,0.5950,0.6335,0.82,0.4482,0.0460,-18.98,1.0542,-0.3788,-31.15,-0.7384,0.0501,-0.5884,0.5507,-0.0744,-49.62,-30.64,-1.9335,-1.9335,-1.9335,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,-1.8215
1779763009.2728,0.990,SERVO,0.2100,0.5879,0.6243,0.57,0.4660,0.0396,-20.67,1.0598,-0.4089,-31.15,-0.7402,0.0766,-0.5902,0.5547,-0.1035,-58.20,-37.53,-2.1701,-2.1701,-2.1701,0.2000,1.500,0.000,0.150,3.500,0.200,0.2000,-1.9335
