wall_time,elapsed_s,phase,cam_tag_x_m,cam_tag_z_m,cam_tag_dist_m,cam_marker_yaw_deg,robot_x,robot_y,robot_yaw_deg,tag_odom_x,tag_odom_y,dock_approach_yaw_deg,t_robot_m,lat_err_m,t_carrot_m,carrot_odom_x,carrot_odom_y,angle_to_carrot_deg,heading_err_deg,wz_proportional,wz_after_deadband,wz_commanded,vx_commanded,k_steer,friction_deadband,lookahead_dist,max_wz,v_linear,actual_vx,actual_wz
1779759450.2431,0.050,SERVO,-0.2985,0.5417,0.6185,0.14,0.4092,0.1383,-8.07,1.1124,0.3385,15.89,-0.7311,0.0000,-0.1311,0.9863,0.3026,15.89,23.96,0.4061,0.4061,0.4061,0.1500,2.000,0.150,0.600,1.000,0.150,0.0000,0.0000
1779759450.3470,0.154,SERVO,-0.2985,0.5417,0.6185,0.14,0.4095,0.1382,-8.23,1.1124,0.3385,15.89,-0.7308,-0.0001,-0.1308,0.9866,0.3026,15.91,24.14,0.4090,0.4090,0.4090,0.1500,2.000,0.150,0.600,1.000,0.150,0.1500,0.4061
1779759450.4429,0.249,SERVO,-0.2985,0.5415,0.6183,-0.13,0.4102,0.1381,-8.37,1.1135,0.3369,15.89,-0.7308,0.0014,-0.1308,0.9877,0.3011,15.76,24.13,0.4088,0.4088,0.4088,0.1500,2.000,0.150,0.600,1.000,0.150,0.1500,0.4090
1779759450.5406,0.347,SERVO,-0.2985,0.5415,0.6183,-0.13,0.4146,0.1375,-8.12,1.1135,0.3369,15.89,-0.7268,-0.0004,-0.1268,0.9916,0.3022,15.93,24.05,0.4075,0.4075,0.4075,0.1500,2.000,0.150,0.600,1.000,0.150,0.1500,0.4088
1779759450.6404,0.447,SERVO,-0.2950,0.5356,0.6115,-0.33,0.4225,0.1363,-8.18,1.1165,0.3363,15.89,-0.7223,-0.0022,-0.1223,0.9989,0.3028,16.10,24.29,0.4113,0.4113,0.4113,0.1500,2.000,0.150,0.600,1.000,0.150,0.1500,0.4075
1779759450.7445,0.551,SERVO,-0.2962,0.5372,0.6135,0.44,0.4337,0.1348,-7.88,1.1243,0.3346,16.14,-0.7190,0.0000,-0.1190,1.0101,0.3015,16.14,24.02,0.4071,0.4071,0.4071,0.1500,2.000,0.150,0.600,1.000,0.150,0.1500,0.4113
1779759450.8425,0.649,SERVO,-0.2942,0.5327,0.6085,1.39,0.4483,0.1328,-7.56,1.1265,0.3359,16.14,-0.7080,-0.0065,-0.1080,1.0228,0.3059,16.76,24.32,0.4118,0.4118,0.4118,0.1500,2.000,0.150,0.600,1.000,0.150,0.1500,0.4071
1779759450.9419,0.749,SERVO,-0.2950,0.5312,0.6076,1.26,0.4616,0.1311,-7.31,1.1471,0.3400,16.14,-0.7166,-0.0101,-0.1166,1.0351,0.3076,17.11,24.41,0.4133,0.4133,0.4133,0.1500,2.000,0.150,0.600,1.000,0.150,0.1500,0.4118
1779759451.0413,0.848,SERVO,-0.2939,0.5269,0.6033,1.06,0.4766,0.1293,-6.59,1.1552,0.3405,16.14,-0.7105,-0.0143,-0.1105,1.0490,0.3098,17.50,24.09,0.4080,0.4080,0.4080,0.1500,2.000,0.150,0.600,1.000,0.150,0.1500,0.4133
1779759451.1431,0.950,SERVO,-0.2939,0.5269,0.6033,1.06,0.4911,0.1277,-5.89,1.1552,0.3405,16.14,-0.6971,-0.0198,-0.0971,1.0619,0.3135,18.03,23.92,0.4053,0.4053,0.4053,0.1500,2.000,0.150,0.600,1.000,0.150,0.1500,0.4080
1779759451.2426,1.049,SERVO,-0.2939,0.5269,0.6033,1.06,0.5052,0.1264,-4.78,1.1552,0.3405,16.14,-0.6839,-0.0250,-0.0839,1.0746,0.3172,18.52,23.30,0.3952,0.3952,0.3952,0.1500,2.000,0.150,0.600,1.000,0.150,0.1500,0.4053
1779759451.3452,1.152,SERVO,-0.2939,0.5269,0.6033,1.06,0.5195,0.1253,-3.81,1.1552,0.3405,18.70,-0.6711,0.0000,-0.0711,1.0879,0.3177,18.70,22.52,0.3830,0.3830,0.3830,0.1500,2.000,0.150,0.600,1.000,0.150,0.1500,0.3952
1779759451.4416,1.248,SERVO,-0.2903,0.5203,0.5958,1.11,0.5342,0.1245,-2.40,1.1873,0.3754,18.70,-0.6991,-0.0282,-0.0991,1.0935,0.3436,21.39,23.79,0.4029,0.4029,0.4029,0.1500,2.000,0.150,0.600,1.000,0.150,0.1500,0.3830
1779759451.5419,1.349,SERVO,-0.2903,0.5203,0.5958,1.11,0.5508,0.1239,-1.35,1.1873,0.3754,18.70,-0.6835,-0.0341,-0.0835,1.1082,0.3486,21.96,23.31,0.3951,0.3951,0.3951,0.1500,2.000,0.150,0.600,1.000,0.150,0.1500,0.4029
1779759451.6419,1.449,SERVO,-0.2834,0.5104,0.5838,1.13,0.5658,0.1237,-0.38,1.1974,0.3962,18.70,-0.6856,-0.0556,-0.0856,1.1163,0.3687,24.00,24.37,0.4109,0.4109,0.4109,0.1500,2.000,0.150,0.600,1.000,0.150,0.1500,0.3951
1779759451.7459,1.552,SERVO,-0.2766,0.5011,0.5724,0.96,0.5797,0.1237,0.57,1.1978,0.3997,18.70,-0.6740,-0.0633,-0.0740,1.1277,0.3760,24.72,24.15,0.4069,0.4069,0.4069,0.1500,2.000,0.150,0.600,1.000,0.150,0.1500,0.4109
1779759451.8557,1.662,SERVO,-0.2766,0.5011,0.5724,0.96,0.5932,0.1240,2.06,1.1978,0.3997,24.51,-0.6645,-0.0000,-0.0645,1.1391,0.3730,24.51,22.45,0.3819,0.3819,0.3819,0.1500,2.000,0.150,0.600,1.000,0.150,0.1500,0.4069
1779759451.9402,1.747,SERVO,-0.2676,0.4898,0.5581,0.94,0.6056,0.1245,3.03,1.2034,0.4234,24.51,-0.6679,-0.0239,-0.0679,1.1416,0.3952,26.80,23.76,0.4026,0.4026,0.4026,0.1500,2.000,0.150,0.600,1.000,0.150,0.1500,0.3819
1779759452.0412,1.847,SERVO,-0.2676,0.4898,0.5581,0.94,0.6192,0.1253,4.05,1.2034,0.4234,24.51,-0.6552,-0.0288,-0.0552,1.1532,0.4005,27.27,23.22,0.3938,0.3938,0.3938,0.1500,2.000,0.150,0.600,1.000,0.150,0.1500,0.4026
1779759452.1505,1.956,SERVO,-0.2676,0.4898,0.5581,0.51,0.6330,0.1265,5.38,1.2034,0.4234,24.51,-0.6422,-0.0335,-0.0422,1.1650,0.4059,27.71,22.33,0.3794,0.3794,0.3794,0.1500,2.000,0.150,0.600,1.000,0.150,0.1500,0.3938
1779759452.2411,2.048,SERVO,-0.2579,0.4783,0.5434,0.51,0.6468,0.1279,6.59,1.2105,0.4398,24.51,-0.6423,-0.0499,-0.0423,1.1720,0.4223,29.27,22.68,0.3843,0.3843,0.3843,0.1500,2.000,0.150,0.600,1.000,0.150,0.1500,0.3794
1779759452.3481,2.155,SERVO,-0.2473,0.4662,0.5277,0.46,0.6615,0.1297,7.87,1.2121,0.4506,24.51,-0.6342,-0.0635,-0.0342,1.1811,0.4365,30.56,22.69,0.3836,0.3836,0.3836,0.1500,2.000,0.150,0.600,1.000,0.150,0.1500,0.3843
1779759452.4468,2.253,SERVO,-0.2367,0.4541,0.5121,0.64,0.6770,0.1321,9.62,1.2065,0.4484,30.86,-0.6167,0.0000,-0.0167,1.1921,0.4398,30.86,21.23,0.3622,0.3622,0.3622,0.1500,2.000,0.150,0.600,1.000,0.150,0.1500,0.3836
1779759452.5448,2.351,SERVO,-0.2367,0.4541,0.5121,0.64,0.6927,0.1349,10.99,1.2065,0.4484,30.86,-0.6019,-0.0056,-0.0019,1.2049,0.4474,31.39,20.40,0.3486,0.3486,0.3486,0.1500,2.000,0.150,0.600,1.000,0.150,0.1500,0.3622
1779759452.6433,2.449,SERVO,-0.2244,0.4399,0.4938,0.64,0.7072,0.1378,12.02,1.2079,0.4683,30.86,-0.5993,-0.0269,0.0007,1.2085,0.4686,33.42,21.41,0.3646,0.3646,0.3646,0.1500,2.000,0.150,0.600,1.000,0.150,0.1500,0.3486
1779759452.7407,2.547,SERVO,-0.2129,0.4266,0.4768,0.63,0.7211,0.1409,13.11,1.2063,0.4653,30.86,-0.5829,-0.0297,0.0171,1.2210,0.4741,33.69,20.58,0.3511,0.3511,0.3511,0.1500,2.000,0.150,0.600,1.000,0.150,0.1500,0.3646
1779759452.8421,2.649,SERVO,-0.2129,0.4266,0.4768,0.63,0.7349,0.1441,13.91,1.2063,0.4653,30.86,-0.5694,-0.0340,0.0306,1.2326,0.4810,34.10,20.19,0.3446,0.3446,0.3446,0.1500,2.000,0.150,0.600,1.000,0.150,0.1500,0.3511
1779759452.9477,2.754,SERVO,-0.2129,0.4266,0.4768,0.63,0.7488,0.1477,14.96,1.2063,0.4653,34.77,-0.5570,0.0000,0.0430,1.2416,0.4899,34.77,19.81,0.3389,0.3389,0.3389,0.1500,2.000,0.150,0.600,1.000,0.150,0.1500,0.3446
1779759453.0406,2.847,SERVO,-0.2129,0.4266,0.4768,0.63,0.7618,0.1513,15.98,1.2063,0.4653,34.77,-0.5442,-0.0045,0.0558,1.2521,0.4972,35.20,19.22,0.3291,0.3291,0.3291,0.1500,2.000,0.150,0.600,1.000,0.150,0.1500,0.3389
1779759453.1425,2.949,SERVO,-0.1998,0.4096,0.4557,0.57,0.7732,0.1547,16.83,1.2217,0.4909,34.77,-0.5601,-0.0205,0.0399,1.2545,0.5136,36.72,19.89,0.3401,0.3401,0.3401,0.1500,2.000,0.150,0.600,1.000,0.150,0.1500,0.3291
1779759453.2420,3.049,SERVO,-0.1874,0.3924,0.4348,0.37,0.7868,0.1589,18.07,1.2181,0.4876,34.77,-0.5417,-0.0240,0.0583,1.2660,0.5208,37.06,18.99,0.3251,0.3251,0.3251,0.1500,2.000,0.150,0.600,1.000,0.150,0.1500,0.3401
1779759453.3459,3.153,SERVO,-0.1874,0.3924,0.4348,0.37,0.8020,0.1640,19.26,1.2181,0.4876,34.77,-0.5264,-0.0285,0.0736,1.2786,0.5296,37.49,18.23,0.3125,0.3125,0.3125,0.1500,2.000,0.150,0.600,1.000,0.150,0.1500,0.3251
1779759453.4441,3.251,SERVO,-0.1874,0.3924,0.4348,0.37,0.8154,0.1688,20.40,1.2181,0.4876,38.36,-0.5136,-0.0000,0.0864,1.2859,0.5412,38.36,17.96,0.3084,0.3084,0.3084,0.1500,2.000,0.150,0.600,1.000,0.150,0.1500,0.3125
1779759453.5417,3.348,SERVO,-0.1739,0.3729,0.4115,0.33,0.8289,0.1740,21.55,1.2269,0.5146,38.36,-0.5234,-0.0201,0.0766,1.2869,0.5621,40.28,18.73,0.3210,0.3210,0.3210,0.1500,2.000,0.150,0.600,1.000,0.150,0.1500,0.3084
1779759453.6410,3.448,SERVO,-0.1739,0.3729,0.4115,0.33,0.8423,0.1793,22.18,1.2269,0.5146,38.36,-0.5097,-0.0242,0.0903,1.2977,0.5707,40.68,18.50,0.3170,0.3170,0.3170,0.1500,2.000,0.150,0.600,1.000,0.150,0.1500,0.3210
1779759453.7425,3.549,SERVO,-0.1739,0.3729,0.4115,0.33,0.8561,0.1850,23.07,1.2269,0.5146,38.36,-0.4953,-0.0283,0.1047,1.3090,0.5796,41.06,17.99,0.3085,0.3085,0.3085,0.1500,2.000,0.150,0.600,1.000,0.150,0.1500,0.3170
1779759453.8417,3.648,SERVO,-0.1739,0.3729,0.4115,0.33,0.8707,0.1913,23.96,1.2269,0.5146,38.36,-0.4799,-0.0324,0.1201,1.3211,0.5891,41.45,17.50,0.3002,0.3002,0.3002,0.1500,2.000,0.150,0.600,1.000,0.150,0.1500,0.3085
1779759453.9392,3.746,SERVO,-0.1739,0.3729,0.4115,0.33,0.8845,0.1976,24.83,1.2269,0.5146,38.36,-0.4653,-0.0360,0.1347,1.3325,0.5982,41.80,16.97,0.2913,0.2913,0.2913,0.1500,2.000,0.150,0.600,1.000,0.150,0.1500,0.3002
1779759454.0465,3.853,SERVO,-0.1739,0.3729,0.4115,0.33,0.8981,0.2040,25.64,1.2269,0.5146,43.37,-0.4523,0.0000,0.1477,1.3342,0.6160,43.37,17.73,0.3046,0.3046,0.3046,0.1500,2.000,0.150,0.600,1.000,0.150,0.1500,0.2913
1779759454.1396,3.946,SERVO,-0.1739,0.3729,0.4115,0.33,0.9111,0.2104,26.65,1.2269,0.5146,43.37,-0.4384,-0.0043,0.1616,1.3443,0.6255,43.78,17.12,0.2944,0.2944,0.2944,0.1500,2.000,0.150,0.600,1.000,0.150,0.1500,0.3046
