timestamp_iso,event_type,description,value
2026-05-25T19:32:37.197632,NODE_START,DockingSupervisor initialised,
2026-05-25T19:32:55.888744,GOAL_POSE,RViz zone goal received,"(1.77,1.58)"
2026-05-25T19:32:55.893459,GOAL_ACCEPTED,Nav2 goal accepted and tracking started,
2026-05-25T19:33:19.172905,GOAL_POSE,RViz zone goal received,"(2.06,2.84)"
2026-05-25T19:33:19.209581,GOAL_ACCEPTED,Nav2 goal accepted and tracking started,
2026-05-25T19:33:28.094523,GOAL_POSE,RViz zone goal received,"(1.74,1.87)"
2026-05-25T19:33:28.103573,GOAL_ACCEPTED,Nav2 goal accepted and tracking started,
2026-05-25T19:33:33.451939,STATE_CHANGE,Transitioned to VISUAL_HOMING,"marker0_dist=1.621 odom=(0.66,-0.24)"
2026-05-25T19:33:33.461480,GOAL_SENT,Visual homing nav goal sent,"standoff=(0.368,-0.289) approach_deg=9.4"
2026-05-25T19:33:33.473958,GOAL_ACCEPTED,Nav2 goal accepted and tracking started,
2026-05-25T19:34:02.985243,RESET,Mission reset triggered by service call,
2026-05-25T19:34:02.996975,STATE_CHANGE,Transitioned to IDLE,via reset
2026-05-25T19:34:08.523300,GOAL_POSE,RViz zone goal received,"(1.69,1.49)"
2026-05-25T19:34:08.530803,GOAL_ACCEPTED,Nav2 goal accepted and tracking started,
2026-05-25T19:34:11.555621,STATE_CHANGE,Transitioned to VISUAL_HOMING,"marker0_dist=1.297 odom=(0.88,-0.11)"
2026-05-25T19:34:11.565546,GOAL_SENT,Visual homing nav goal sent,"standoff=(0.617,-0.262) approach_deg=29.4"
2026-05-25T19:34:11.579696,GOAL_ACCEPTED,Nav2 goal accepted and tracking started,
2026-05-25T19:34:14.546454,STATE_CHANGE,Transitioned to BUFFERING_ROUGH,marker2_dist=0.598 (homing exit)
2026-05-25T19:34:14.789563,STATE_CHANGE,Transitioned to NAV_TO_STAGING,"goal=(0.989,0.215) yaw=-108.4deg"
2026-05-25T19:34:14.797773,GOAL_ACCEPTED,Nav2 goal accepted and tracking started,
2026-05-25T19:34:42.411101,STATE_CHANGE,Transitioned to IDLE,staging_failed status=6
