wall_time,elapsed_s,phase,cam_tag_x_m,cam_tag_z_m,cam_tag_dist_m,cam_marker_yaw_deg,robot_x,robot_y,robot_yaw_deg,tag_odom_x,tag_odom_y,dock_approach_yaw_deg,t_robot_m,lat_err_m,t_carrot_m,carrot_odom_x,carrot_odom_y,angle_to_carrot_deg,heading_err_deg,wz_proportional,wz_after_deadband,wz_commanded,vx_commanded,k_steer,friction_deadband,lookahead_dist,max_wz,v_linear,actual_vx,actual_wz
1779762785.9378,0.039,SERVO,0.2006,0.5605,0.5953,0.43,1.5733,0.1771,-15.09,2.1840,-0.1953,-31.38,-0.7152,-0.0000,-0.5652,1.7014,0.0990,-31.38,-16.29,-0.8414,-0.8414,-0.8414,0.1500,1.500,0.000,0.150,1.000,0.150,0.0000,0.0000
1779762786.0376,0.139,SERVO,0.2008,0.5606,0.5955,0.61,1.5743,0.1768,-15.13,2.1845,-0.1960,-31.38,-0.7151,0.0006,-0.5651,1.7021,0.0982,-31.59,-16.46,-0.8500,-0.8500,-0.8500,0.1500,1.500,0.000,0.150,1.000,0.150,0.1500,-0.8414
1779762786.1372,0.238,SERVO,0.2008,0.5606,0.5955,0.61,1.5769,0.1761,-15.12,2.1845,-0.1960,-31.38,-0.7125,0.0013,-0.5625,1.7043,0.0969,-31.88,-16.76,-0.8650,-0.8650,-0.8650,0.1500,1.500,0.000,0.150,1.000,0.150,0.1500,-0.8500
1779762786.2373,0.338,SERVO,0.2011,0.5614,0.5964,0.51,1.5822,0.1747,-14.99,2.1889,-0.1965,-31.38,-0.7112,0.0010,-0.5612,1.7097,0.0957,-31.77,-16.78,-0.8659,-0.8659,-0.8659,0.1500,1.500,0.000,0.150,1.000,0.150,0.1500,-0.8650
1779762786.3415,0.442,SERVO,0.2003,0.5578,0.5927,0.85,1.5941,0.1715,-15.33,2.2005,-0.2025,-31.38,-0.7125,0.0035,-0.5625,1.7203,0.0903,-32.73,-17.39,-0.8966,-0.8966,-0.8966,0.1500,1.500,0.000,0.150,1.000,0.150,0.1500,-0.8659
1779762786.4377,0.539,SERVO,0.2003,0.5578,0.5927,0.85,1.6088,0.1674,-15.39,2.2005,-0.2025,-32.01,-0.6979,0.0000,-0.5479,1.7360,0.0879,-32.01,-16.62,-0.8582,-0.8582,-0.8582,0.1500,1.500,0.000,0.150,1.000,0.150,0.1500,-0.8966
1779762786.5362,0.637,SERVO,0.1998,0.5561,0.5909,0.95,1.6251,0.1627,-16.35,2.2134,-0.2062,-32.01,-0.6944,0.0009,-0.5444,1.7518,0.0824,-32.37,-16.02,-0.8280,-0.8280,-0.8280,0.1500,1.500,0.000,0.150,1.000,0.150,0.1500,-0.8582
1779762786.6360,0.737,SERVO,0.1975,0.5531,0.5873,1.02,1.6379,0.1585,-17.98,2.2188,-0.2285,-32.01,-0.6978,0.0202,-0.5478,1.7544,0.0619,-39.68,-21.70,-1.0992,-1.0992,-1.0000,0.1500,1.500,0.000,0.150,1.000,0.150,0.1500,-0.8280
1779762786.7370,0.838,SERVO,0.1941,0.5479,0.5813,1.05,1.6476,0.1553,-19.00,2.2189,-0.2341,-32.01,-0.6908,0.0274,-0.5408,1.7603,0.0526,-42.35,-23.35,-1.1697,-1.1697,-1.0000,0.1500,1.500,0.000,0.150,1.000,0.150,0.1500,-1.0000
1779762786.8365,0.937,SERVO,0.1941,0.5479,0.5813,1.05,1.6597,0.1507,-21.13,2.2189,-0.2341,-32.01,-0.6782,0.0299,-0.5282,1.7711,0.0458,-43.29,-22.16,-1.1096,-1.1096,-1.0000,0.1500,1.500,0.000,0.150,1.000,0.150,0.1500,-1.0000
