timestamp_iso,event_type,description,value
2026-05-25T21:57:45.668858,NODE_START,DockingSupervisor (RPP + Visual Servo) initialised,
2026-05-25T21:58:18.855992,GOAL_POSE,RViz zone goal received,"(1.20,0.22)"
2026-05-25T21:58:18.865889,GOAL_ACCEPTED,Nav2 goal accepted,
2026-05-25T21:58:18.929592,STATE_CHANGE,Transitioned to VISUAL_HOMING,marker3_dist=1.435
2026-05-25T21:58:18.931237,GOAL_SENT,Visual homing nav goal sent,"standoff=(0.859,0.809)"
2026-05-25T21:58:18.939069,GOAL_ACCEPTED,Nav2 goal accepted,
2026-05-25T21:58:28.969564,STATE_CHANGE,Transitioned to BUFFERING_ROUGH,visual homing nav succeeded
2026-05-25T21:58:29.964654,STATE_CHANGE,Transitioned to NAV_TO_STAGING,"goal=(1.014,0.722) yaw=67.0deg"
2026-05-25T21:58:29.975008,GOAL_ACCEPTED,Nav2 goal accepted,
2026-05-25T21:58:31.899037,STATE_CHANGE,Transitioned to VISUAL_SERVO_DOCK,marker3_dist=0.841
2026-05-25T21:58:36.174975,SAFETY_ABORT,Visual servo: marker lost >2 s,
2026-05-25T22:00:16.908962,RESET,Mission reset triggered by service call,
2026-05-25T22:00:16.909746,STATE_CHANGE,Transitioned to IDLE,via reset
2026-05-25T22:01:23.725713,GOAL_POSE,RViz zone goal received,"(1.39,0.50)"
2026-05-25T22:01:23.735633,GOAL_ACCEPTED,Nav2 goal accepted,
2026-05-25T22:01:38.265845,STATE_CHANGE,Transitioned to VISUAL_HOMING,marker3_dist=1.022
2026-05-25T22:01:38.277385,GOAL_SENT,Visual homing nav goal sent,"standoff=(1.204,0.967)"
2026-05-25T22:01:38.288229,GOAL_ACCEPTED,Nav2 goal accepted,
2026-05-25T22:01:39.715963,STATE_CHANGE,Transitioned to VISUAL_SERVO_DOCK,marker3_dist=0.849
2026-05-25T22:01:42.970339,SAFETY_ABORT,Visual servo: marker lost >2 s,
2026-05-25T22:02:42.371466,RESET,Mission reset triggered by service call,
2026-05-25T22:02:42.373479,STATE_CHANGE,Transitioned to IDLE,via reset
2026-05-25T22:02:52.964295,GOAL_POSE,RViz zone goal received,"(1.34,0.58)"
2026-05-25T22:02:52.970565,GOAL_ACCEPTED,Nav2 goal accepted,
2026-05-25T22:03:05.071231,STATE_CHANGE,Transitioned to VISUAL_SERVO_DOCK,marker3_dist=0.807
2026-05-25T22:03:08.268173,SAFETY_ABORT,Visual servo: marker lost >2 s,
2026-05-25T22:04:29.579517,RESET,Mission reset — returned to IDLE,
2026-05-25T22:04:29.583859,GOAL_POSE,RViz zone goal received,"(1.58,0.56)"
2026-05-25T22:04:29.588507,GOAL_ACCEPTED,Nav2 goal accepted,
2026-05-25T22:04:39.620949,STATE_CHANGE,Transitioned to VISUAL_HOMING,marker3_dist=0.887
2026-05-25T22:04:39.629119,GOAL_SENT,Visual homing nav goal sent,"standoff=(1.085,0.813)"
2026-05-25T22:04:39.638391,GOAL_ACCEPTED,Nav2 goal accepted,
2026-05-25T22:04:41.262450,STATE_CHANGE,Transitioned to VISUAL_SERVO_DOCK,marker3_dist=0.842
2026-05-25T22:04:44.070515,SAFETY_ABORT,Visual servo: marker lost >2 s,
2026-05-25T22:05:43.987689,RESET,Mission reset — returned to IDLE,
2026-05-25T22:05:43.998837,GOAL_POSE,RViz zone goal received,"(1.18,0.61)"
2026-05-25T22:05:44.012479,GOAL_ACCEPTED,Nav2 goal accepted,
2026-05-25T22:05:59.486363,STATE_CHANGE,Transitioned to VISUAL_SERVO_DOCK,marker3_dist=0.764
2026-05-25T22:06:01.869733,SAFETY_ABORT,Visual servo: marker lost >2 s,
2026-05-25T22:06:16.771643,RESET,Mission reset — returned to IDLE,
2026-05-25T22:06:16.779582,GOAL_POSE,RViz zone goal received,"(1.33,0.71)"
2026-05-25T22:06:16.790029,GOAL_ACCEPTED,Nav2 goal accepted,
2026-05-25T22:06:32.653326,STATE_CHANGE,Transitioned to VISUAL_SERVO_DOCK,marker3_dist=0.561
2026-05-25T22:06:34.969054,SAFETY_ABORT,Visual servo: marker lost >2 s,
