elapsed_s,timestamp_iso,state,cpu_pct,ram_pct,gpu_pct,cmd_vel_x,cmd_vel_z
0.56,2026-05-25T18:11:57.919401,IDLE,58.8,50.4,0.0,0.0000,0.0000
1.07,2026-05-25T18:11:58.427675,IDLE,70.6,50.6,0.0,0.0000,0.0000
1.56,2026-05-25T18:11:58.919063,IDLE,58.2,50.5,0.0,0.0000,0.0000
2.07,2026-05-25T18:11:59.422401,IDLE,58.8,50.5,0.0,0.0000,0.0000
2.56,2026-05-25T18:11:59.919375,IDLE,57.4,50.5,0.0,0.0000,0.0000
3.06,2026-05-25T18:12:00.419260,IDLE,58.6,50.4,0.0,0.0000,0.0000
3.56,2026-05-25T18:12:00.920464,IDLE,66.6,50.5,0.0,0.0000,0.0000
4.06,2026-05-25T18:12:01.419462,IDLE,59.3,50.5,0.0,0.0000,0.0000
4.57,2026-05-25T18:12:01.922543,IDLE,58.9,50.5,0.0,0.0000,0.0000
5.06,2026-05-25T18:12:02.419047,IDLE,59.0,50.4,0.0,0.0000,0.0000
5.56,2026-05-25T18:12:02.918887,IDLE,60.5,50.5,0.0,0.0000,0.0000
6.06,2026-05-25T18:12:03.419629,IDLE,61.1,50.5,0.0,0.0000,0.0000
6.56,2026-05-25T18:12:03.919045,IDLE,60.7,50.6,0.0,0.0000,0.0000
7.06,2026-05-25T18:12:04.419637,IDLE,61.9,50.5,0.0,0.0000,0.0000
7.56,2026-05-25T18:12:04.918609,IDLE,61.1,50.6,0.0,0.0000,0.0000
8.06,2026-05-25T18:12:05.420003,IDLE,59.7,50.6,0.0,0.0000,0.0000
8.56,2026-05-25T18:12:05.920933,IDLE,62.0,50.5,0.0,0.0000,0.0000
9.06,2026-05-25T18:12:06.420111,IDLE,61.9,50.6,0.0,0.0000,0.0000
9.56,2026-05-25T18:12:06.919655,IDLE,61.7,50.5,0.0,0.0000,0.0000
10.06,2026-05-25T18:12:07.419818,IDLE,59.2,50.5,0.0,0.0000,0.0000
10.56,2026-05-25T18:12:07.920461,IDLE,61.5,50.6,0.0,0.0000,0.0000
11.06,2026-05-25T18:12:08.421237,IDLE,60.5,50.6,0.0,0.0000,0.0000
11.56,2026-05-25T18:12:08.919139,IDLE,62.6,50.6,0.0,0.0000,0.0000
12.06,2026-05-25T18:12:09.419816,IDLE,56.0,50.6,0.0,0.0000,0.0000
12.56,2026-05-25T18:12:09.920755,IDLE,59.3,50.7,0.0,0.0000,0.0000
13.06,2026-05-25T18:12:10.419192,IDLE,59.3,50.7,0.0,0.0000,0.0000
13.56,2026-05-25T18:12:10.921313,IDLE,60.2,50.7,0.0,0.0000,0.0000
14.06,2026-05-25T18:12:11.419341,IDLE,58.1,50.7,0.0,0.0000,0.0000
14.56,2026-05-25T18:12:11.918671,IDLE,59.7,50.6,0.0,0.0000,0.0000
15.06,2026-05-25T18:12:12.419510,IDLE,62.7,50.6,0.0,0.0000,0.0000
15.56,2026-05-25T18:12:12.920231,IDLE,60.9,50.6,0.0,0.0000,0.0000
16.06,2026-05-25T18:12:13.419521,IDLE,58.4,50.6,0.0,0.0000,0.0000
16.56,2026-05-25T18:12:13.919957,IDLE,60.5,50.7,0.0,0.0000,0.0000
17.06,2026-05-25T18:12:14.419724,IDLE,59.0,50.7,0.0,0.0000,0.0000
