timestamp_iso,event_type,description,value
2026-05-25T19:39:51.748705,NODE_START,DockingSupervisor initialised,
2026-05-25T19:40:16.902857,GOAL_POSE,RViz zone goal received,"(1.92,2.17)"
2026-05-25T19:40:16.915099,GOAL_ACCEPTED,Nav2 goal accepted and tracking started,
2026-05-25T19:40:49.437692,STATE_CHANGE,Transitioned to VISUAL_HOMING,"marker2_dist=1.311 odom=(1.50,-0.78)"
2026-05-25T19:40:49.439720,GOAL_SENT,Visual homing nav goal sent,"standoff=(1.306,-1.007) approach_deg=48.9"
2026-05-25T19:40:49.455485,GOAL_ACCEPTED,Nav2 goal accepted and tracking started,
2026-05-25T19:40:53.339588,STATE_CHANGE,Transitioned to BUFFERING_ROUGH,marker2_dist=0.590 (homing exit)
2026-05-25T19:40:53.826848,STATE_CHANGE,Transitioned to NAV_TO_STAGING,"goal=(1.755,-0.250) yaw=-113.6deg"
2026-05-25T19:40:53.839634,GOAL_ACCEPTED,Nav2 goal accepted and tracking started,
2026-05-25T19:41:05.739426,STATE_CHANGE,Transitioned to IDLE,staging_failed status=6
2026-05-25T19:41:43.188854,GOAL_POSE,RViz zone goal received,"(1.71,0.35)"
2026-05-25T19:41:43.193949,GOAL_ACCEPTED,Nav2 goal accepted and tracking started,
